chrom,distance,mean_density,sd_density,n_datasets,se_density
ChrII,0,0.0464218371195115,0.015979174267480394,35,0.0027009734238418967
ChrII,1,0.04525455688246381,0.015286195040059215,35,0.0025838385553431987
ChrII,2,0.04649067672323482,0.015067292890280656,35,0.002546837338692285
ChrII,3,0.046167429888360076,0.015563997619775597,35,0.00263079576178757
ChrII,4,0.046451767381999895,0.01562500636584159,35,0.002641108122050235
ChrII,5,0.04584717607973418,0.015194408438471951,35,0.002568323787971489
ChrII,6,0.04574541318727362,0.015188668385689006,35,0.0025673535419651144
ChrII,7,0.04615845080961357,0.01529740448839766,35,0.0025857332979344777
ChrII,8,0.04691568645057012,0.016010875014361214,35,0.0027063318280627757
ChrII,9,0.044943282152584446,0.015308696688770286,35,0.002587642028172512
ChrII,10,0.04680793750561188,0.01596936160097891,35,0.002699314780473104
ChrII,11,0.046484690670737135,0.015952878132912667,35,0.002696528565839331
ChrII,12,0.047068330789260975,0.015888357820570985,35,0.0026856226425409336
ChrII,13,0.045775343449762015,0.01603879757677954,35,0.00271105160254893
ChrII,14,0.047074316841758654,0.015760377309941374,35,0.002663989987924745
ChrII,15,0.04648768369698598,0.016051924888359315,35,0.002713270523195889
ChrII,16,0.04898686061476754,0.016110050035741237,35,0.0027230954663191994
ChrII,17,0.04597587620843431,0.015561201949389907,35,0.002630323207243313
ChrII,18,0.04773876866900119,0.016669935275928312,35,0.00281773334489996
ChrII,19,0.047616054592798725,0.015772194606628733,35,0.0026659874756396872
ChrII,20,0.04812486905510157,0.016321354197271945,35,0.0027588123885511034
ChrII,21,0.04755619406782193,0.016442802648912676,35,0.0027793409236779743
ChrII,22,0.04911855376971652,0.017405266154652457,35,0.002942026949057354
ChrII,23,0.048711502199874246,0.016468056118833563,35,0.0027836095391880335
ChrII,24,0.05007931519559423,0.016877046243001917,35,0.0028527414879045993
ChrII,25,0.04865762772739513,0.017038114276968788,35,0.002879966954746171
ChrII,26,0.0499356499356499,0.016956355643224647,35,0.0028661472233122405
ChrII,27,0.04827152734129474,0.017103050104337256,35,0.002890943112903126
ChrII,28,0.050273861901768836,0.016620000140779877,35,0.0028092927665137315
ChrII,29,0.05073778097033906,0.017184759594360242,35,0.0029047545375320513
ChrII,30,0.04998952440812902,0.017632447030412283,35,0.0029804275258056277
ChrII,31,0.05095926491275324,0.017743783214631027,35,0.0029992467757651697
ChrII,32,0.0519978450211008,0.01850259168227402,35,0.00312750881675567
ChrII,33,0.05102511149022773,0.017427904476784325,35,0.0029458535239112868
ChrII,34,0.05131543503636523,0.017299474687502654,35,0.0029241449273422287
ChrII,35,0.05138427464008855,0.01822679271422236,35,0.003080890282495951
ChrII,36,0.05262291401631365,0.017943579741136913,35,0.003033018552656455
ChrII,37,0.052796527725810026,0.01803788237479581,35,0.0030489586070702396
ChrII,38,0.054661378432986546,0.01880933226925893,35,0.0031793574391933135
ChrII,39,0.05245828032627399,0.019054018047136884,35,0.0032207168844423355
ChrII,40,0.05414353064431635,0.018709494822715417,35,0.0031624818306478174
ChrII,41,0.05540971338771229,0.019424647169106333,35,0.0032833646403140904
ChrII,42,0.05638853550849355,0.019591377571163707,35,0.0033115472220523676
ChrII,43,0.05534385991169643,0.018879296266265406,35,0.003191183513142881
ChrII,44,0.055424680086806816,0.019406102906325308,35,0.003280230087796053
ChrII,45,0.0563316620519344,0.02028353035200618,35,0.0034285423955826054
ChrII,46,0.05705305694829001,0.019883564834234695,35,0.0033609358837647526
ChrII,47,0.057846292000299296,0.02052789810253728,35,0.0034698480843985647
ChrII,48,0.058196512759110926,0.02081294217717998,35,0.003518029326892451
ChrII,49,0.05888797425727751,0.020642399595775865,35,0.0034892023692352364
ChrII,50,0.06017511037940578,0.020867418129892575,35,0.003527237443535539
ChrII,51,0.059501608920152625,0.0209256116337341,35,0.003537073941009384
