Position,Value,Nucleosome_Distance,Centromere_Distance
13,1,300,-628803
29,1,284,-628787
60,74,253,-628756
71,3,242,-628745
109,26,204,-628707
138,2,175,-628678
153,49,160,-628663
157,51,156,-628659
159,28,154,-628657
161,45,152,-628655
162,1,151,-628654
164,76,149,-628652
166,1,147,-628650
167,122,146,-628649
170,22,143,-628646
171,22,142,-628645
172,27,141,-628644
177,3,136,-628639
179,60,134,-628637
182,3,131,-628634
192,4,121,-628624
197,11,116,-628619
198,6,115,-628618
199,1,114,-628617
203,6,110,-628613
204,5,109,-628612
205,5,108,-628611
206,3,107,-628610
207,16,106,-628609
210,6,103,-628606
214,5,99,-628602
216,26,97,-628600
218,12,95,-628598
220,12,93,-628596
221,3,92,-628595
222,17,91,-628594
223,14,90,-628593
224,19,89,-628592
227,23,86,-628589
228,5,85,-628588
230,14,83,-628586
232,15,81,-628584
235,16,78,-628581
237,5,76,-628579
238,4,75,-628578
241,3,72,-628575
242,23,71,-628574
244,38,69,-628572
245,6,68,-628571
246,13,67,-628570
249,8,64,-628567
252,7,61,-628564
255,10,58,-628561
258,1,55,-628558
263,8,50,-628553
266,10,47,-628550
271,8,42,-628545
273,1,40,-628543
274,18,39,-628542
276,4,37,-628540
278,7,35,-628538
279,18,34,-628537
280,3,33,-628536
283,5,30,-628533
285,6,28,-628531
286,9,27,-628530
287,14,26,-628529
290,13,23,-628526
296,10,17,-628520
326,7,13,-628490
329,17,16,-628487
333,2,20,-628483
336,6,23,-628480
339,37,26,-628477
390,1,67,-628426
399,24,58,-628417
400,1,57,-628416
402,26,55,-628414
406,1,51,-628410
409,2,48,-628407
413,16,44,-628403
423,25,34,-628393
433,12,24,-628383
437,11,20,-628379
440,12,17,-628376
442,57,15,-628374
448,2,9,-628368
459,1,2,-628357
463,11,6,-628353
465,10,8,-628351
467,18,10,-628349
472,29,15,-628344
478,4,21,-628338
492,17,35,-628324
498,4,41,-628318
506,2,49,-628310
522,5,63,-628294
530,9,55,-628286
541,1,44,-628275
545,1,40,-628271
547,20,38,-628269
574,2,11,-628242
589,1,4,-628227
591,1,6,-628225
602,5,17,-628214
604,17,19,-628212
606,8,21,-628210
608,3,23,-628208
614,42,29,-628202
615,4,30,-628201
616,1,31,-628200
621,1,36,-628195
625,5,40,-628191
626,29,41,-628190
627,6,42,-628189
633,19,48,-628183
635,11,50,-628181
638,4,53,-628178
641,11,56,-628175
646,7,61,-628170
663,5,66,-628153
681,29,48,-628135
685,3,44,-628131
691,11,38,-628125
692,6,37,-628124
695,21,34,-628121
699,11,30,-628117
700,4,29,-628116
716,15,13,-628100
718,1,11,-628098
721,1,8,-628095
730,15,1,-628086
736,7,7,-628080
737,1,8,-628079
742,8,13,-628074
749,12,20,-628067
756,2,27,-628060
760,1,31,-628056
761,3,32,-628055
763,2,34,-628053
764,1,35,-628052
768,4,39,-628048
769,1,40,-628047
771,3,42,-628045
772,10,43,-628044
776,6,47,-628040
777,9,48,-628039
779,24,50,-628037
785,16,56,-628031
788,2,59,-628028
789,2,60,-628027
790,12,61,-628026
791,34,62,-628025
795,16,66,-628021
797,12,68,-628019
805,3,68,-628011
808,1,65,-628008
838,9,35,-627978
839,4,34,-627977
850,1,23,-627966
853,4,20,-627963
869,9,4,-627947
887,9,14,-627929
902,2,29,-627914
906,5,33,-627910
909,3,36,-627907
910,1,37,-627906
915,38,42,-627901
918,3,45,-627898
922,8,49,-627894
924,5,51,-627892
934,2,61,-627882
939,20,62,-627877
946,6,55,-627870
954,8,47,-627862
965,50,36,-627851
970,30,31,-627846
980,43,21,-627836
984,58,17,-627832
995,2,6,-627821
1000,5,1,-627816
1008,3,7,-627808
1009,13,8,-627807
1022,1,21,-627794
1044,4,43,-627772
1047,49,46,-627769
1052,5,51,-627764
1057,22,56,-627759
1058,3,57,-627758
1065,10,64,-627751
1070,9,69,-627746
1081,4,64,-627735
1087,13,58,-627729
1095,23,50,-627721
1098,80,47,-627718
1104,3,41,-627712
1136,14,9,-627680
1149,33,4,-627667
1181,2,36,-627635
1198,5,53,-627618
1208,10,63,-627608
1211,2,66,-627605
1241,20,64,-627575
1254,27,51,-627562
1262,23,43,-627554
1268,1,37,-627548
1272,2,33,-627544
1302,1,3,-627514
1334,13,29,-627482
1348,5,43,-627468
1352,1,47,-627464
1357,7,52,-627459
1375,2,70,-627441
1414,2,51,-627402
1448,11,17,-627368
1470,5,5,-627346
1481,6,16,-627335
1506,2,41,-627310
1534,1,69,-627282
1540,1,75,-627276
1549,2,76,-627267
1565,1,60,-627251
1589,4,36,-627227
1590,2,35,-627226
1594,1,31,-627222
1601,1,24,-627215
1604,1,21,-627212
1614,4,11,-627202
1619,1,6,-627197
1662,1,37,-627154
1665,4,40,-627151
1667,1,42,-627149
1691,2,66,-627125
1695,3,70,-627121
1698,4,73,-627118
1706,9,79,-627110
1724,10,61,-627092
1740,1,45,-627076
1746,2,39,-627070
1773,8,12,-627043
1778,1,7,-627038
1793,4,8,-627023
