Position,Value,Nucleosome_Distance,Centromere_Distance
13,3,220,556002
16,1,217,555999
23,5,210,555992
55,8,178,555960
58,9,175,555957
61,8,172,555954
62,1,171,555953
65,5,168,555950
66,94,167,555949
68,13,165,555947
69,1,164,555946
75,259,158,555940
80,5,153,555935
82,27,151,555933
88,51,145,555927
92,3,141,555923
98,18,135,555917
101,1,132,555914
103,9,130,555912
105,2,128,555910
107,7,126,555908
108,3,125,555907
109,7,124,555906
112,1,121,555903
113,4,120,555902
114,3,119,555901
115,11,118,555900
116,7,117,555899
117,5,116,555898
118,4,115,555897
119,14,114,555896
120,1,113,555895
121,1,112,555894
123,32,110,555892
125,8,108,555890
127,22,106,555888
129,9,104,555886
130,5,103,555885
133,14,100,555882
136,12,97,555879
137,6,96,555878
139,7,94,555876
141,15,92,555874
144,18,89,555871
147,5,86,555868
152,52,81,555863
161,2,72,555854
162,4,71,555853
164,11,69,555851
166,11,67,555849
172,6,61,555843
174,6,59,555841
175,8,58,555840
177,1,56,555838
178,4,55,555837
179,5,54,555836
181,2,52,555834
182,4,51,555833
184,3,49,555831
185,12,48,555830
188,7,45,555827
189,1,44,555826
191,11,42,555824
193,1,40,555822
195,19,38,555820
197,3,36,555818
198,5,35,555817
202,5,31,555813
205,3,28,555810
209,3,24,555806
217,1,16,555798
222,6,11,555793
229,1,4,555786
231,1,2,555784
234,3,1,555781
237,2,4,555778
238,1,5,555777
239,2,6,555776
242,1,9,555773
243,3,10,555772
244,1,11,555771
256,1,23,555759
258,1,25,555757
265,1,32,555750
274,6,41,555741
280,4,47,555735
283,3,50,555732
287,1,54,555728
293,7,60,555722
297,1,64,555718
303,4,70,555712
308,2,75,555707
311,5,78,555704
312,1,79,555703
314,1,79,555701
317,1,76,555698
322,21,71,555693
328,12,65,555687
336,63,57,555679
340,1,53,555675
341,4,52,555674
348,95,45,555667
359,8,34,555656
368,37,25,555647
378,3,15,555637
381,1,12,555634
386,32,7,555629
391,5,2,555624
403,6,10,555612
410,8,17,555605
414,1,21,555601
418,18,25,555597
423,3,30,555592
428,9,35,555587
431,1,38,555584
438,2,45,555577
439,10,46,555576
443,1,50,555572
444,7,51,555571
447,10,54,555568
448,2,55,555567
450,8,57,555565
455,5,62,555560
456,2,63,555559
458,4,65,555557
465,7,72,555550
469,1,68,555546
472,1,65,555543
474,32,63,555541
475,1,62,555540
476,1,61,555539
477,1,60,555538
482,9,55,555533
495,3,42,555520
499,25,38,555516
500,2,37,555515
505,5,32,555510
510,16,27,555505
511,5,26,555504
515,33,22,555500
520,3,17,555495
522,15,15,555493
524,10,13,555491
525,12,12,555490
526,19,11,555489
527,28,10,555488
532,21,5,555483
533,12,4,555482
534,4,3,555481
535,12,2,555480
536,36,1,555479
537,8,0,555478
539,2,2,555476
541,12,4,555474
542,8,5,555473
543,1,6,555472
544,52,7,555471
548,23,11,555467
555,14,18,555460
559,8,22,555456
561,10,24,555454
562,2,25,555453
566,20,29,555449
590,4,53,555425
594,14,57,555421
599,10,62,555416
600,1,63,555415
602,12,65,555413
604,8,67,555411
605,9,68,555410
608,2,71,555407
612,1,69,555403
613,3,68,555402
616,4,65,555399
618,13,63,555397
624,13,57,555391
625,3,56,555390
629,28,52,555386
633,1,48,555382
634,7,47,555381
636,2,45,555379
637,5,44,555378
638,2,43,555377
639,2,42,555376
640,1,41,555375
647,15,34,555368
650,19,31,555365
653,2,28,555362
657,12,24,555358
659,6,22,555356
663,18,18,555352
665,6,16,555350
669,44,12,555346
670,2,11,555345
671,6,10,555344
674,6,7,555341
678,7,3,555337
687,51,6,555328
698,1,17,555317
703,13,22,555312
708,1,27,555307
709,10,28,555306
710,8,29,555305
714,4,33,555301
722,18,41,555293
724,1,43,555291
729,1,48,555286
731,3,50,555284
741,1,60,555274
743,2,62,555272
745,1,64,555270
746,1,65,555269
748,1,67,555267
749,2,68,555266
754,2,73,555261
760,7,79,555255
764,3,77,555251
769,13,72,555246
773,8,68,555242
777,7,64,555238
783,4,58,555232
789,1,52,555226
796,2,45,555219
799,3,42,555216
802,1,39,555213
806,1,35,555209
810,3,31,555205
816,14,25,555199
819,3,22,555196
822,16,19,555193
826,3,15,555189
827,3,14,555188
830,17,11,555185
836,8,5,555179
837,7,4,555178
839,4,2,555176
840,7,1,555175
841,4,0,555174
844,1,3,555171
847,276,6,555168
852,3,11,555163
856,17,15,555159
858,3,17,555157
860,4,19,555155
863,3,22,555152
868,1,27,555147
878,1,37,555137
882,1,41,555133
887,3,46,555128
890,1,49,555125
903,1,62,555112
908,3,67,555107
915,1,70,555100
916,2,69,555099
919,1,66,555096
926,4,59,555089
927,1,58,555088
936,13,49,555079
942,2,43,555073
952,3,33,555063
953,1,32,555062
955,2,30,555060
959,7,26,555056
961,1,24,555054
965,1,20,555050
967,3,18,555048
969,1,16,555046
977,37,8,555038
987,1,2,555028
990,4,5,555025
996,4,11,555019
999,1,14,555016
1001,1,16,555014
