Bin_Center,Mean_Nonzero,Std_Nonzero,Count_Nonzero
-450000.0,,,0
-440000.0,19.14727011494253,25.492116931856827,348
-430000.0,18.757387988560534,26.628482233130416,2098
-420000.0,23.3953154875717,27.844023214184528,1046
-410000.0,31.598733233979136,35.56941702498631,671
-400000.0,32.18709677419355,34.58535244939323,930
-390000.0,28.814990512333967,33.027910094335816,527
-380000.0,32.436630602782074,37.11919189443435,647
-370000.0,28.287760416666668,33.65135803735343,576
-360000.0,27.433135215453195,34.26341719044542,673
-350000.0,28.48209169054441,34.85713877522937,698
-340000.0,28.12751677852349,34.86249842131498,596
-330000.0,30.508384146341463,34.07489682626948,656
-320000.0,32.556361085126284,36.578073300682355,1069
-310000.0,32.56615017878427,36.433619857556195,839
-300000.0,33.166133162612034,38.19452373356063,781
-290000.0,28.440522875816992,34.425654848791574,765
-280000.0,29.27435265104809,35.69092211821265,811
-270000.0,28.50693430656934,33.58963752944816,685
-260000.0,28.937961595273265,35.40489634900418,677
-250000.0,28.67573623559539,34.38747335842651,781
-240000.0,26.973259762309,34.166820590990795,1178
-230000.0,19.19196843082637,26.75146997710231,1077
-220000.0,20.02,26.44556973099552,525
-210000.0,28.21969696969697,32.60035362607627,792
-200000.0,30.69440406976744,35.738516156289634,688
-190000.0,32.28285420944559,38.05682545414719,487
-180000.0,24.425233644859812,29.753812248923417,535
-170000.0,32.56487889273357,36.94948755965611,578
-160000.0,29.088379705400982,34.5300439982037,611
-150000.0,27.145680147058822,32.39001128762417,544
-140000.0,30.940637720488468,36.61438793802862,737
-130000.0,28.742631578947368,33.55288898282737,475
-120000.0,31.634306569343067,35.8915381790624,685
-110000.0,25.613317757009344,31.543124620369976,642
-100000.0,31.649104320337198,36.979405429031374,949
-90000.0,27.53748280605227,35.892900859149854,727
-80000.0,28.083985765124556,34.530938991506225,1405
-70000.0,26.333539603960396,32.947562218995905,404
-60000.0,24.713956170703575,31.184607074569744,867
-50000.0,31.328096947935368,35.13591231406499,557
-40000.0,34.800666032350144,38.71308520671849,1051
-30000.0,33.83617234468938,37.60938695511768,998
-20000.0,30.416285452881976,34.61957485988064,1093
-10000.0,32.97959183673469,38.535666983734394,833
0.0,33.16199432221433,37.51963583729996,1409
10000.0,37.46772968868641,40.09158994072834,1317
20000.0,36.97118429385687,39.50547994977031,1579
30000.0,32.97477578475336,38.255307571032915,1338
40000.0,10.786228571428571,15.497477616577507,4375
50000.0,17.36658815612382,26.827168356379243,1486
60000.0,28.45689655172414,34.30582321306363,696
70000.0,30.505172413793105,35.89542088448576,725
80000.0,28.851788756388416,35.44174799669314,587
90000.0,34.680350553505534,39.12324698596274,1084
100000.0,21.913373161764707,30.264183274215174,1088
110000.0,29.111136158701534,34.365061608526155,1109
120000.0,29.918374816983896,34.326407524138986,683
130000.0,26.92472266244057,34.33674969887627,631
140000.0,29.388669950738915,34.66351418544932,1015
150000.0,32.745535714285715,37.41384286292164,784
160000.0,24.78181818181818,30.390856799637316,550
170000.0,31.05569815195072,36.0309054401903,974
180000.0,30.53495260663507,34.9705026335932,844
190000.0,31.51421113689095,35.93050886613346,862
200000.0,29.0071277719113,34.20594865286799,947
210000.0,33.4667701863354,37.067422914809974,805
220000.0,28.909328358208956,34.939022885250026,670
230000.0,28.2576112412178,33.57224499013327,854
240000.0,28.38651877133106,33.221033999517275,586
250000.0,29.340493601462523,33.2867480029674,547
260000.0,26.5145202020202,32.32480448251007,396
270000.0,31.626421923474663,36.76340556922697,967
280000.0,28.361350574712645,35.18512695371245,696
290000.0,28.365942028985508,33.91764847540413,1035
300000.0,23.78692380056444,29.708095925245754,1063
310000.0,25.006155303030305,32.02209322405736,528
320000.0,,,0
330000.0,,,0
340000.0,,,0
350000.0,,,0
360000.0,,,0
370000.0,,,0
380000.0,,,0
390000.0,,,0
400000.0,,,0
410000.0,,,0
420000.0,,,0
430000.0,,,0
440000.0,,,0
450000.0,,,0
