distance,median_nonzero,std_nonzero,count_nonzero
0,4.0,13.588337406773993,242.0
1,3.0,12.488685173879714,466.0
2,3.0,14.140793972542573,456.0
3,3.0,12.962894289590563,466.0
4,3.0,13.627227782556517,443.0
5,3.0,12.337963311364392,485.0
6,3.0,12.991549353969226,461.0
7,3.0,10.557328076210043,491.0
8,3.0,13.922040163337096,475.0
9,3.0,13.259814659092948,454.0
10,3.0,13.809959902059461,455.0
11,2.0,11.306317337130011,468.0
12,3.0,13.387632852464522,474.0
13,3.0,12.928780911120644,445.0
14,3.0,12.560270297609895,434.0
15,3.0,12.096719366309948,442.0
16,2.0,12.302585500068869,456.0
17,3.0,11.488824894229024,486.0
18,3.0,13.39596686110086,501.0
19,3.0,11.951269065532644,429.0
20,3.0,13.270492807218444,448.0
21,4.0,13.494960987564518,501.0
22,3.0,12.126749525407828,457.0
23,3.0,13.870742736839338,452.0
24,3.0,13.377576734365466,490.0
25,3.0,14.298721071069892,460.0
26,3.0,12.69481374677907,471.0
27,3.0,12.479874889154514,507.0
28,3.0,12.347591686170485,451.0
29,3.0,13.406990529941956,475.0
30,3.0,12.063149269709614,488.0
31,3.0,12.13634723021755,505.0
32,3.0,11.974893298579982,520.0
33,3.0,12.889655796379662,483.0
34,4.0,12.908271847180925,480.0
35,5.0,12.71953847260385,489.0
36,3.0,11.664784162224533,488.0
37,4.0,12.581720923574453,505.0
38,4.0,13.342677615909041,524.0
39,4.0,14.351390527876436,527.0
40,4.0,12.929695573824178,514.0
41,4.0,12.633023826065617,523.0
42,4.0,13.883420022679367,531.0
43,4.0,14.218601566293527,556.0
44,3.0,14.549138165444292,539.0
45,3.0,13.40325936081813,549.0
46,4.0,13.681609930297382,596.0
47,3.0,14.00906110991401,516.0
48,4.0,13.656936337910068,516.0
49,5.0,13.167885800665081,582.0
50,4.0,13.593345066025094,591.0
51,4.0,13.168861339028865,552.0
52,4.0,13.605124966491518,603.0
53,4.0,14.842398686966963,619.0
54,4.0,12.562651104079789,602.0
55,5.0,13.86956061929162,623.0
56,5.0,13.771850356684139,567.0
57,4.0,14.619447587573532,553.0
58,4.0,13.930494093785248,603.0
59,4.0,14.484609182253694,588.0
60,4.0,12.862150748930695,596.0
61,4.0,14.213376324790314,596.0
62,4.0,12.849295775221016,574.0
63,5.0,14.326369712509925,565.0
64,5.0,14.617509436480749,576.0
65,5.0,15.166268717330672,573.0
66,4.0,13.147481788658375,569.0
67,5.0,14.589297731730815,587.0
68,6.0,13.92174309807057,531.0
69,6.0,14.233696785692526,541.0
70,5.0,15.134916568639701,536.0
71,5.0,14.753172978671282,513.0
72,4.0,14.05363167076386,522.0
73,5.0,14.716623264245092,489.0
74,6.0,14.005616010313679,489.0
75,6.0,15.436936672458703,510.0
76,6.0,14.458099043293885,459.0
77,5.0,14.94989742855333,439.0
78,6.0,13.995165253341382,432.0
79,6.0,15.584096418223048,429.0
80,6.0,15.643699302648137,418.0
81,6.0,15.071031548280374,411.0
82,7.0,15.96553425062478,365.0
83,6.0,13.786897804747488,351.0
84,7.0,14.497283605832122,344.0
85,6.0,14.496293009213776,323.0
86,5.0,14.622114844917268,287.0
87,6.0,15.85818999233262,291.0
88,7.0,15.429689831859656,257.0
89,6.0,15.468263495703688,263.0
90,6.0,14.731296867342573,245.0
91,6.5,15.560817683741963,252.0
92,6.5,15.077240102085966,212.0
93,5.0,16.00407339672944,227.0
94,7.0,15.610596668730247,208.0
95,5.0,14.858014242786556,231.0
96,6.0,18.029528927230654,211.0
97,7.0,15.564691439587428,179.0
98,7.0,15.597392123270549,190.0
99,8.0,13.441234669529992,181.0
100,8.5,14.448255123391833,158.0
101,6.0,14.729761247398304,157.0
102,7.0,17.702663611039117,172.0
103,6.0,15.08304725224597,171.0
104,6.5,13.922111004627668,144.0
105,10.0,16.437995622986318,141.0
106,8.5,15.892537609766805,150.0
107,6.0,15.761906710227944,143.0
