distance,density
76,0.08093797276853253
68,0.07062569033850952
60,0.06487571062311893
39,0.05339427042693122
38,0.05595808716976926
35,0.053171329840597484
33,0.050105896778508525
30,0.04949281016609074
23,0.0509976591238435
11,0.04832237208783859
1,0.046873258276669265
18,0.04809943150150485
21,0.04809943150150485
75,0.07667346560356017
116,0.2264406779661017
97,0.16100573445081606
74,0.07370717077160774
71,0.06642988687187583
57,0.065265856649203
37,0.05406309218593245
27,0.04932560472634043
20,0.04508973358599933
19,0.047876490915171106
17,0.04988295619217478
13,0.048656782967339204
10,0.04826663694125516
9,0.04653884739716865
2,0.049771485899007914
8,0.04726340430275332
12,0.04726340430275332
16,0.04648311225058522
43,0.056849849515104224
51,0.058298963326273545
64,0.06236559139784946
69,0.06897900638935976
72,0.07092037541628822
73,0.07718360071301247
77,0.08113061933243296
79,0.08048755918202881
80,0.08555014362432871
62,0.0668301655426119
61,0.06225615873369747
55,0.061029985508861885
52,0.060082488016943485
49,0.058354698472856986
46,0.05545647085051834
41,0.05707279010143797
32,0.050105896778508525
28,0.050607513097759446
5,0.04497826329283246
15,0.04508973358599933
42,0.05985954743060974
58,0.06420688886411771
66,0.06855151045701006
84,0.10155787813054624
92,0.1378032345013477
99,0.16224046354418156
102,0.19860440150295222
109,0.2
115,0.2120401337792642
117,0.20549828178694157
120,0.2124728063814358
119,0.19828815977175462
118,0.21693491952414276
114,0.19986807387862796
112,0.1957501609787508
111,0.20905035054174634
110,0.1984924623115578
106,0.19237536656891496
95,0.15840386940749698
89,0.12662068965517242
67,0.06837606837606838
47,0.058800579645524466
40,0.05417456247909932
34,0.052892654107680306
25,0.05166648088284472
78,0.07962944712722972
81,0.09314933464760966
83,0.09459208325590039
85,0.10880067212770426
94,0.1532319391634981
103,0.18815716657443277
129,0.1969823973176865
131,0.18110236220472442
134,0.1824953445065177
138,0.18578680203045686
137,0.2102665350444225
108,0.19476567255021301
104,0.19932241671372106
93,0.14789492623245773
91,0.1289198606271777
82,0.09766306243460063
45,0.05629249804926987
24,0.052892654107680306
59,0.062200423587114036
63,0.06950947603121516
4,0.045925760784750864
3,0.04486679299966559
14,0.04837810723442203
22,0.04926986957975699
44,0.061698807267863115
56,0.0662133541411214
48,0.06114145580202876
87,0.11709992845218221
96,0.15880370682392586
100,0.1849624060150376
105,0.2011527377521614
107,0.19569120287253142
123,0.19018867924528302
128,0.1942622950819672
126,0.2143987341772152
124,0.21872601688411358
