Bin_Center,Mean_Nonzero,Std_Nonzero,Count_Nonzero
-640000.0,,,0
-630000.0,12.919931856899488,16.43059852572138,587
-620000.0,21.353083434099155,28.96292402510199,827
-610000.0,26.574285714285715,32.48431707001897,350
-600000.0,25.41588785046729,37.230154998694275,214
-590000.0,25.69111969111969,33.86917887141055,259
-580000.0,28.641860465116277,35.49249119323599,215
-570000.0,29.24822695035461,36.67645516394886,282
-560000.0,32.4337899543379,36.13099192898241,219
-550000.0,32.23111111111111,40.062115956607116,225
-540000.0,31.01048951048951,36.826428750238335,286
-530000.0,11.850793650793651,20.423429806685327,945
-520000.0,27.33231707317073,34.511123829995,328
-510000.0,29.400621118012424,37.89020537242327,322
-500000.0,19.272727272727273,26.18619229034009,121
-490000.0,26.83127572016461,32.44245269389422,243
-480000.0,27.672340425531914,35.93618335902589,235
-470000.0,27.029239766081872,34.579733421995776,171
-460000.0,31.880851063829788,38.249108353932705,235
-450000.0,23.75722543352601,31.144244631269725,173
-440000.0,24.89767441860465,31.98873552008387,215
-430000.0,28.05191256830601,37.5271961167745,366
-420000.0,26.400881057268723,30.50261267090536,227
-410000.0,29.96232876712329,36.15680748080858,292
-400000.0,28.5990990990991,35.39175197389908,222
-390000.0,32.15723270440252,37.887270044628934,318
-380000.0,24.035398230088497,33.282075043092505,226
-370000.0,26.33613445378151,35.57218306175929,238
-360000.0,28.40221402214022,36.53031002654517,271
-350000.0,21.707165109034268,29.56446735104117,321
-340000.0,26.116591928251122,30.88141869741673,223
-330000.0,29.0,34.13910618965546,281
-320000.0,31.248945147679326,40.125772194707416,237
-310000.0,22.247899159663866,30.014931161244753,238
-300000.0,26.291666666666668,34.22623942410677,216
-290000.0,27.477941176470587,35.01427583447568,408
-280000.0,32.68021680216802,38.649985431639074,369
-270000.0,29.41907514450867,35.90116198935127,346
-260000.0,27.946969696969695,36.507161523369284,264
-250000.0,30.406474820143885,39.04755354781861,278
-240000.0,28.20967741935484,37.58558906228129,248
-230000.0,24.99576271186441,31.54523909607537,236
-220000.0,29.423180592991915,35.895364477012464,371
-210000.0,25.84192439862543,31.63698885592823,291
-200000.0,30.371929824561402,38.27562086959276,285
-190000.0,30.98611111111111,37.47982958441408,432
-180000.0,31.72753623188406,39.710521876339904,345
-170000.0,25.645833333333332,31.573890454998157,192
-160000.0,28.98841698841699,34.796137474485235,259
-150000.0,28.87887323943662,37.27337516112494,355
-140000.0,30.853896103896105,38.75793184869218,308
-130000.0,25.469248291571756,33.97142684856952,439
-120000.0,26.055350553505534,35.32086623563918,271
-110000.0,14.128672745694022,21.5697993965028,987
-100000.0,19.731046931407942,29.03931755087537,554
-90000.0,29.19093851132686,38.64447233820322,309
-80000.0,29.350622406639005,35.522817615405664,482
-70000.0,24.545325779036826,36.140291057144715,706
-60000.0,21.958333333333332,29.869378511141875,888
-50000.0,29.93634496919918,36.60041789249739,487
-40000.0,36.245472837022135,41.896330684516734,497
-30000.0,29.190573770491802,34.8490813880665,488
-20000.0,26.40674603174603,34.60546208462534,504
-10000.0,34.87779690189329,39.20292748525105,581
0.0,33.95783132530121,39.794247569387835,996
10000.0,31.79001468428781,38.15311590274138,681
20000.0,33.36964285714286,39.48588398227255,560
30000.0,32.441326530612244,39.29294042885157,392
40000.0,32.053333333333335,37.3243986551236,450
50000.0,29.454810495626823,35.298851494771725,343
60000.0,31.483478260869564,37.445188584908614,575
70000.0,23.827485380116958,32.39079652951594,342
80000.0,26.695156695156694,33.59499885256655,351
90000.0,25.369565217391305,35.132637936945564,322
100000.0,30.154255319148938,37.72828865935779,564
110000.0,34.32228360957643,39.47339242029558,543
120000.0,30.02760736196319,37.205489732802455,326
130000.0,27.297157622739018,33.724686414631734,387
140000.0,33.72093023255814,44.39519082666784,86
150000.0,26.523012552301257,33.83794942277822,239
160000.0,5.611111111111111,10.76562551877305,18
170000.0,,,0
180000.0,,,0
190000.0,,,0
200000.0,,,0
210000.0,,,0
220000.0,,,0
230000.0,,,0
240000.0,,,0
250000.0,,,0
260000.0,,,0
270000.0,,,0
280000.0,,,0
290000.0,,,0
300000.0,,,0
310000.0,,,0
320000.0,,,0
330000.0,,,0
340000.0,,,0
350000.0,,,0
360000.0,,,0
370000.0,,,0
380000.0,,,0
390000.0,,,0
400000.0,,,0
410000.0,,,0
420000.0,,,0
430000.0,,,0
440000.0,,,0
450000.0,,,0
460000.0,,,0
470000.0,,,0
480000.0,,,0
490000.0,,,0
500000.0,,,0
510000.0,,,0
520000.0,,,0
530000.0,,,0
540000.0,,,0
550000.0,,,0
560000.0,,,0
570000.0,,,0
580000.0,,,0
590000.0,,,0
600000.0,,,0
610000.0,,,0
620000.0,,,0
630000.0,,,0
640000.0,,,0
