distance,median_nonzero,std_nonzero,count_nonzero
0,3.0,20.227828392928775,241.0
1,4.0,19.1555161560291,476.0
2,4.0,17.900121852636026,519.0
3,3.0,17.719382512775404,512.0
4,3.0,17.606271014840203,509.0
5,3.0,17.32800023322042,516.0
6,4.0,16.993692459974945,525.0
7,4.5,19.133183558652398,482.0
8,3.0,17.717099649713003,454.0
9,4.0,18.743642912213076,510.0
10,3.5,19.187174548813935,478.0
11,4.0,19.346502974844505,491.0
12,4.0,18.39911048095742,507.0
13,3.0,17.78477625241245,506.0
14,3.0,17.604739920313662,555.0
15,4.0,17.79896125481998,516.0
16,4.0,16.968812123919825,478.0
17,3.0,18.797314881773328,509.0
18,3.0,16.364981898692037,488.0
19,3.0,19.976192989768904,484.0
20,3.0,17.284399983124036,480.0
21,4.0,18.533211417177707,494.0
22,4.0,14.852434790867958,470.0
23,3.0,15.606474373532542,470.0
24,3.0,16.501935107429283,509.0
25,4.0,18.27686280235974,497.0
26,4.0,18.559982276817202,501.0
27,4.0,18.775877989954743,480.0
28,3.0,15.521723319871148,495.0
29,4.0,17.429331730993894,505.0
30,3.0,17.189477383753008,473.0
31,3.0,17.92345697320998,446.0
32,4.0,18.716595272874073,490.0
33,4.0,17.969563112406743,531.0
34,3.0,18.602492486256825,505.0
35,3.0,16.063303274429078,538.0
36,4.0,19.33066503716974,543.0
37,4.0,17.352505120652292,531.0
38,4.0,18.276203649170878,574.0
39,4.0,18.382766772853255,575.0
40,4.0,18.228883762490494,547.0
41,3.0,20.772799403794547,577.0
42,4.0,16.039863060665034,583.0
43,4.0,18.652096850214942,530.0
44,5.0,19.485489888666784,608.0
45,3.0,17.70752681008931,578.0
46,4.0,18.717175286002536,578.0
47,5.0,17.667109396381186,591.0
48,5.0,18.308674989797606,556.0
49,5.0,18.675286108525505,583.0
50,4.0,17.110235020442364,544.0
51,4.0,17.72306358825637,541.0
52,5.0,19.025866179124712,552.0
53,4.0,18.503439647551303,520.0
54,4.0,17.19964304364453,525.0
55,4.0,19.346627716912856,565.0
56,4.0,19.631117486085422,543.0
57,5.0,17.497451922883535,558.0
58,5.0,17.80508742554486,572.0
59,4.0,18.631884791955656,538.0
60,5.0,20.256925386633696,556.0
61,4.0,19.035549763462082,519.0
62,5.0,18.363722568603677,559.0
63,4.0,17.05879664971272,508.0
64,4.0,19.802415544279526,549.0
65,5.0,18.746503105141755,555.0
66,4.0,19.293899982057273,525.0
67,5.0,19.818312974204417,564.0
68,5.0,18.50813672185643,548.0
69,5.0,18.448996306398147,490.0
70,6.0,18.102309799310017,538.0
71,5.0,19.651621327411963,506.0
72,4.0,18.983280939945445,489.0
73,6.0,19.900223074367297,506.0
74,5.0,19.973694283360352,488.0
75,5.0,19.365534824338546,492.0
76,4.0,19.495105375752424,480.0
77,5.0,17.94194946387286,436.0
78,6.0,18.21149176167336,457.0
79,7.0,20.060110238164505,471.0
80,5.0,19.52522196916774,436.0
81,4.0,18.753536063926642,408.0
82,7.0,19.758539027950494,365.0
83,5.0,18.40280459265413,370.0
84,5.0,18.93293664421021,399.0
85,7.0,20.002471567115624,348.0
86,7.0,21.259963561103177,288.0
87,8.0,20.23990605413258,286.0
88,6.0,18.512933595572477,287.0
89,6.0,18.081350259406896,314.0
90,7.0,19.754379113661717,277.0
91,6.5,20.40856132111282,252.0
92,6.0,20.090125975722117,238.0
93,6.0,18.446485190263882,227.0
94,8.0,21.386419162267153,210.0
95,7.0,19.160045909219196,202.0
96,5.0,18.753928545076757,227.0
97,5.0,20.12242502562723,222.0
98,7.0,19.339835734337456,200.0
99,5.0,18.38979578253354,171.0
100,6.0,20.382000760410733,196.0
101,7.0,18.2671959468659,201.0
102,7.0,22.420902507368776,181.0
103,4.0,16.868595187069307,148.0
104,7.5,21.904132891667945,160.0
105,7.0,20.573867188879856,157.0
106,7.0,18.582390431798043,121.0
107,7.0,20.825362774555426,142.0
108,5.0,18.660343194183348,146.0
109,7.0,21.065162824120605,142.0
110,7.0,21.389838061810064,142.0
111,6.0,20.55170930374506,149.0
112,5.0,20.243117833689734,117.0
113,8.0,19.284151228968465,137.0
114,7.0,21.645944930663063,143.0
115,8.0,19.575809635500608,137.0
116,6.0,20.262581405950126,109.0
117,7.0,22.190262532304093,117.0
118,5.0,21.380011079328323,131.0
119,8.0,20.05437141238462,124.0
120,4.0,20.48767695192989,127.0
121,5.0,16.48744188138226,114.0
122,9.0,19.083481381254362,123.0
123,7.0,19.896098614079147,109.0
124,7.0,18.09014144508598,112.0
125,7.0,21.058005991711457,110.0
126,7.0,18.995219742649166,93.0
127,4.0,18.164398645461965,85.0
128,8.0,21.18394825960322,85.0
129,6.0,16.925499427319636,81.0
130,9.0,20.34851835356783,74.0
131,7.0,19.039271211288685,77.0
132,7.0,19.09473469877202,79.0
133,5.0,19.684207647008225,69.0
134,5.0,16.99712692133687,84.0
135,10.0,18.731589918436203,78.0
136,5.0,17.846758532670762,81.0
137,8.0,19.564053560056507,59.0
138,6.0,19.300438141202815,63.0
139,5.0,21.182689373965808,80.0
140,7.0,20.561102172765995,55.0
141,3.0,19.968985303471555,59.0
142,8.0,20.675882324033108,59.0
143,2.5,17.179183643274513,56.0
144,5.0,22.069321209144125,59.0
145,4.0,18.954288105702755,57.0
146,8.0,19.000065954245112,57.0
147,4.0,24.251248096285007,47.0
148,3.0,20.70219473407617,44.0
149,6.5,22.969820628338073,42.0
150,3.5,17.142176663983506,56.0
151,14.0,18.789592344907454,41.0
152,4.0,16.728612155419967,45.0
153,9.5,14.214113607292775,40.0
154,5.0,19.4747535450651,40.0
155,9.0,21.82128196908224,32.0
156,7.5,22.964510821243312,42.0
157,6.0,12.863325750360449,38.0
158,5.0,20.920226347851596,39.0
159,5.0,27.264323452697912,25.0
160,4.0,17.218911911597516,32.0
161,11.0,21.07611687912891,37.0
162,4.0,23.130067012440755,36.0
163,9.0,20.536522794107732,29.0
164,5.5,17.304256747612754,36.0
165,7.5,16.33735262853474,34.0
166,5.0,22.064129406156336,31.0
167,6.0,19.581753643572775,33.0
