distance,density
80,0.09007981755986318
79,0.08680367766360195
78,0.09215813350615684
77,0.09197577592732778
76,0.088644334260491
75,0.0944092219020173
74,0.09204419889502763
73,0.08930112165660052
72,0.08104089219330855
71,0.08651056775797762
70,0.0826147984760377
69,0.07649253731343283
68,0.07007355787843593
67,0.07982791586998088
66,0.08100216633700669
65,0.08262476894639556
64,0.07912948461118194
63,0.08297297297297297
62,0.07895677027509825
61,0.08202366236976867
60,0.08063392546151167
59,0.07443059733562526
58,0.06990803814713896
57,0.07614942528735633
56,0.07246618801135415
55,0.0728051391862955
54,0.0744576741151525
53,0.07862805371299142
52,0.07725287170360783
51,0.07660572722860379
50,0.07765733700048535
49,0.07458340074421614
48,0.0694871380035593
47,0.06600873645041255
46,0.07215660896295098
45,0.06859731435042873
44,0.07312732567545704
43,0.07110499919106941
42,0.06875910046917974
41,0.06649409480666559
40,0.0681119559941757
39,0.06608962950978806
38,0.06358194466914739
37,0.06212586960038829
36,0.06422908914415143
35,0.0622876557191393
34,0.061236045947257726
33,0.06317747937226986
32,0.05977997087849862
31,0.06511891279728199
30,0.06447176832227795
29,0.05759585827535997
28,0.05605889014722537
27,0.05638246238472739
26,0.05848568192849053
25,0.05484549425659278
24,0.059375505581621094
23,0.055330852612845816
22,0.058647468047241545
21,0.060669794531629184
20,0.05670603462222941
19,0.05977997087849862
18,0.060346222294127165
17,0.056625141562853906
16,0.05419834978158874
15,0.05921371946287009
14,0.05630156932535189
13,0.05436013590033975
12,0.05961818475974762
11,0.06058890147225368
10,0.06018443617537615
9,0.05969907781912312
8,0.05727228603785795
7,0.05460281507846627
6,0.05565442485034784
5,0.056625141562853906
4,0.05678692768160492
3,0.0580003235722375
2,0.06042711535350267
1,0.06212586960038829
0,0.06358194466914739
81,0.10136482134641926
82,0.09932465821116784
83,0.11157311157311157
84,0.10395500725689405
85,0.11726259131103421
86,0.10969494358545759
87,0.11098629521455852
88,0.10836501901140684
89,0.1123088493356731
90,0.10358672376873662
91,0.11528608027327071
92,0.12142422398052344
93,0.11945065474289364
94,0.12516688918558078
95,0.12242042672263029
96,0.12201396545387726
97,0.1237873496313543
98,0.12699060841159657
99,0.1296928327645051
100,0.126514131897712
101,0.1204311152764761
102,0.13751214771622935
103,0.127208480565371
104,0.13979057591623037
105,0.13828633405639915
106,0.1423728813559322
107,0.14886164623467601
108,0.14164133738601822
109,0.1279290690310323
110,0.15840938722294653
111,0.14458641560188298
112,0.15056022408963585
113,0.141399416909621
114,0.15082956259426847
115,0.16318638824439288
116,0.1389776357827476
117,0.15828524319868095
118,0.14995715509854327
119,0.15336879432624115
120,0.15069767441860465
121,0.1611328125
122,0.17474747474747473
123,0.16457023060796647
124,0.1655773420479303
125,0.14965986394557823
126,0.16627358490566038
127,0.16064757160647572
128,0.16276041666666666
129,0.15498652291105122
130,0.17433751743375175
131,0.17221418234442837
132,0.14925373134328357
133,0.18711656441717792
134,0.17295597484276728
135,0.15171288743882544
136,0.16666666666666666
137,0.18563922942206654
138,0.1774193548387097
139,0.14102564102564102
140,0.1650853889943074
141,0.18590998043052837
142,0.17479674796747968
143,0.16458333333333333
144,0.15483870967741936
145,0.19599109131403117
146,0.14157303370786517
147,0.15704387990762125
148,0.176056338028169
149,0.1783132530120482
150,0.1630170316301703
151,0.181360201511335
152,0.12894736842105264
