Running with noise_level=0.15
Running with mu_offset=0
Device: cuda

Preprocessing with chromosome split:
  Train chromosomes: ['ChrIII', 'ChrIV', 'ChrIX', 'ChrVI', 'ChrVII', 'ChrX', 'ChrXI', 'ChrXIII', 'ChrXVI']
  Val chromosomes: None
  Test chromosomes: ['ChrI', 'ChrII', 'ChrV', 'ChrXII']

Clipping outliers using 95th percentile * 1.5...
strain_yTW001: Clipping values above 134.25 (P95=89.50). Clipped 27529/1193409 values (2.31%)
strain_FD: Clipping values above 71.92 (P95=47.94). Clipped 95791/4127807 values (2.32%)
strain_dnrp: Clipping values above 243.00 (P95=162.00). Clipped 25649/1119454 values (2.29%)
strain_yEK19: Clipping values above 77.10 (P95=51.40). Clipped 83713/3893623 values (2.15%)
strain_yEK23: Clipping values above 72.00 (P95=48.00). Clipped 86381/3558407 values (2.43%)
strain_yWT03a: Clipping values above 15.00 (P95=10.00). Clipped 10602/347679 values (3.05%)
strain_yWT04a: Clipping values above 58.50 (P95=39.00). Clipped 21095/725406 values (2.91%)
strain_ylic137: Clipping values above 142.50 (P95=95.00). Clipped 28746/1112684 values (2.58%)

Splitting data using pre-determined chromosomes...
Standardizing features: ['Centr']
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 61992
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 24128

Dataset sizes after preprocessing:
  Train: 61992
  Val: 0
  Test: 24128
  Eval strategy: TEST

Randomly sampled 58272/61992 samples (94.0%)
Applied denoising with 15.0% masking

Creating test dataloader:
  Test set size: 24128
  Batch size: 128
Applied denoising with 15.0% masking
  Dataloader created: 24128 samples, 189 batches
Number of encoder layers: 1
Number of decoder layers (excluding heads): 1
Total number of layers including latent layer: 3
Epoch [1/141], Total Loss: 2.1601, NLL: 2.1013, Masked: 6.7520
Epoch [2/141], Total Loss: 1.8540, NLL: 1.8211, Masked: 3.7757
Epoch [3/141], Total Loss: 1.5808, NLL: 1.5576, Masked: 2.6686
Epoch [4/141], Total Loss: 1.5379, NLL: 1.5157, Masked: 2.5488
Epoch [5/141], Total Loss: 1.5047, NLL: 1.4834, Masked: 2.4487
Epoch [6/141], Total Loss: 1.4887, NLL: 1.4679, Masked: 2.3881
Epoch [7/141], Total Loss: 1.4736, NLL: 1.4533, Masked: 2.3255
Epoch [8/141], Total Loss: 1.4600, NLL: 1.4404, Masked: 2.2558
Epoch [9/141], Total Loss: 1.4441, NLL: 1.4251, Masked: 2.1742
Epoch [10/141], Total Loss: 1.4248, NLL: 1.4067, Masked: 2.0713
Epoch [11/141], Total Loss: 1.4034, NLL: 1.3862, Masked: 1.9802
Epoch [12/141], Total Loss: 1.3843, NLL: 1.3676, Masked: 1.9197
Epoch [13/141], Total Loss: 1.3681, NLL: 1.3518, Masked: 1.8715
Epoch [14/141], Total Loss: 1.3541, NLL: 1.3381, Masked: 1.8302
Epoch [15/141], Total Loss: 1.3436, NLL: 1.3280, Masked: 1.7948
Epoch [16/141], Total Loss: 1.3342, NLL: 1.3189, Masked: 1.7559
Epoch [17/141], Total Loss: 1.3269, NLL: 1.3119, Masked: 1.7253
Epoch [18/141], Total Loss: 1.3207, NLL: 1.3059, Masked: 1.6999
Epoch [19/141], Total Loss: 1.3149, NLL: 1.3003, Masked: 1.6765
Epoch [20/141], Total Loss: 1.3093, NLL: 1.2949, Masked: 1.6579
Epoch [21/141], Total Loss: 1.3043, NLL: 1.2900, Masked: 1.6386
Epoch [22/141], Total Loss: 1.2997, NLL: 1.2856, Masked: 1.6213
Epoch [23/141], Total Loss: 1.2939, NLL: 1.2800, Masked: 1.5997
Epoch [24/141], Total Loss: 1.2891, NLL: 1.2753, Masked: 1.5822
