Running with noise_level=0.15
Running with mu_offset=2
Device: cuda

Preprocessing with chromosome split:
  Train chromosomes: ['ChrIII', 'ChrIV', 'ChrIX', 'ChrVI', 'ChrVII', 'ChrX', 'ChrXI', 'ChrXIII', 'ChrXVI']
  Val chromosomes: None
  Test chromosomes: ['ChrI', 'ChrII', 'ChrV', 'ChrXII']

Clipping outliers using 95th percentile * 1.5...
strain_yTW001: Clipping values above 134.25 (P95=89.50). Clipped 27529/1193409 values (2.31%)
strain_FD: Clipping values above 71.92 (P95=47.94). Clipped 95791/4127807 values (2.32%)
strain_dnrp: Clipping values above 243.00 (P95=162.00). Clipped 25649/1119454 values (2.29%)
strain_yEK19: Clipping values above 77.10 (P95=51.40). Clipped 83713/3893623 values (2.15%)
strain_yEK23: Clipping values above 72.00 (P95=48.00). Clipped 86381/3558407 values (2.43%)
strain_yWT03a: Clipping values above 15.00 (P95=10.00). Clipped 10602/347679 values (3.05%)
strain_yWT04a: Clipping values above 58.50 (P95=39.00). Clipped 21095/725406 values (2.91%)
strain_ylic137: Clipping values above 142.50 (P95=95.00). Clipped 28746/1112684 values (2.58%)

Splitting data using pre-determined chromosomes...
Standardizing features: ['Centr']
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 61992
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 24128

Dataset sizes after preprocessing:
  Train: 61992
  Val: 0
  Test: 24128
  Eval strategy: TEST

Randomly sampled 58272/61992 samples (94.0%)
Applied denoising with 15.0% masking

Creating test dataloader:
  Test set size: 24128
  Batch size: 128
Applied denoising with 15.0% masking
  Dataloader created: 24128 samples, 189 batches
Number of encoder layers: 1
Number of decoder layers (excluding heads): 1
Total number of layers including latent layer: 3
Epoch [1/141], Total Loss: 2.0546, NLL: 2.0168, Masked: 4.3497
Epoch [2/141], Total Loss: 1.9603, NLL: 1.9328, Masked: 3.1628
Epoch [3/141], Total Loss: 1.8877, NLL: 1.8610, Masked: 3.0689
Epoch [4/141], Total Loss: 1.8129, NLL: 1.7872, Masked: 2.9538
Epoch [5/141], Total Loss: 1.7866, NLL: 1.7613, Masked: 2.9026
Epoch [6/141], Total Loss: 1.7810, NLL: 1.7559, Masked: 2.8793
Epoch [7/141], Total Loss: 1.7687, NLL: 1.7442, Masked: 2.8233
Epoch [8/141], Total Loss: 1.7549, NLL: 1.7309, Masked: 2.7623
Epoch [9/141], Total Loss: 1.7443, NLL: 1.7207, Masked: 2.7108
Epoch [10/141], Total Loss: 1.7383, NLL: 1.7150, Masked: 2.6769
Epoch [11/141], Total Loss: 1.7320, NLL: 1.7090, Masked: 2.6378
Epoch [12/141], Total Loss: 1.7252, NLL: 1.7026, Masked: 2.5925
Epoch [13/141], Total Loss: 1.7174, NLL: 1.6952, Masked: 2.5465
Epoch [14/141], Total Loss: 1.7094, NLL: 1.6877, Masked: 2.5010
Epoch [15/141], Total Loss: 1.7028, NLL: 1.6814, Masked: 2.4643
Epoch [16/141], Total Loss: 1.6971, NLL: 1.6760, Masked: 2.4326
Epoch [17/141], Total Loss: 1.6912, NLL: 1.6703, Masked: 2.4005
Epoch [18/141], Total Loss: 1.6852, NLL: 1.6646, Masked: 2.3692
Epoch [19/141], Total Loss: 1.6799, NLL: 1.6596, Masked: 2.3409
Epoch [20/141], Total Loss: 1.6751, NLL: 1.6550, Masked: 2.3168
Epoch [21/141], Total Loss: 1.6705, NLL: 1.6505, Masked: 2.2973
Epoch [22/141], Total Loss: 1.6662, NLL: 1.6464, Masked: 2.2768
Epoch [23/141], Total Loss: 1.6622, NLL: 1.6426, Masked: 2.2556
Epoch [24/141], Total Loss: 1.6579, NLL: 1.6385, Masked: 2.2378
Epoch [25/141], Total Loss: 1.6546, NLL: 1.6352, Masked: 2.2248
Epoch [26/141], Total Loss: 1.6509, NLL: 1.6317, Masked: 2.2104
Epoch [27/141], Total Loss: 1.6486, NLL: 1.6294, Masked: 2.1996
Epoch [28/141], Total Loss: 1.6442, NLL: 1.6252, Masked: 2.1845
Epoch [29/141], Total Loss: 1.6420, NLL: 1.6231, Masked: 2.1768
Epoch [30/141], Total Loss: 1.6387, NLL: 1.6198, Masked: 2.1638
Epoch [31/141], Total Loss: 1.6357, NLL: 1.6169, Masked: 2.1536
