Running with noise_level=0.75
Device: cuda

Preprocessing with chromosome split:
  Train chromosomes: ['ChrIII', 'ChrIV', 'ChrIX', 'ChrVI', 'ChrVII', 'ChrX', 'ChrXI', 'ChrXIII', 'ChrXVI']
  Val chromosomes: None
  Test chromosomes: ['ChrI', 'ChrII', 'ChrV', 'ChrXII']

Clipping outliers using 95th percentile * 1.5...
strain_yTW001: Clipping values above 134.25 (P95=89.50). Clipped 27529/1193409 values (2.31%)
strain_FD: Clipping values above 71.92 (P95=47.94). Clipped 95791/4127807 values (2.32%)
strain_dnrp: Clipping values above 243.00 (P95=162.00). Clipped 25649/1119454 values (2.29%)
strain_yEK19: Clipping values above 77.10 (P95=51.40). Clipped 83713/3893623 values (2.15%)
strain_yEK23: Clipping values above 72.00 (P95=48.00). Clipped 86381/3558407 values (2.43%)
strain_yWT03a: Clipping values above 15.00 (P95=10.00). Clipped 10602/347679 values (3.05%)
strain_yWT04a: Clipping values above 58.50 (P95=39.00). Clipped 21095/725406 values (2.91%)
strain_ylic137: Clipping values above 142.50 (P95=95.00). Clipped 28746/1112684 values (2.58%)

Splitting data using pre-determined chromosomes...
Standardizing features: ['Centr']
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 61992
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 24128

Dataset sizes after preprocessing:
  Train: 61992
  Val: 0
  Test: 24128
  Eval strategy: TEST

Randomly sampled 58272/61992 samples (94.0%)
Applied denoising with 75.0% masking

Creating test dataloader:
  Test set size: 24128
  Batch size: 128
Applied denoising with 75.0% masking
  Dataloader created: 24128 samples, 189 batches
Number of encoder layers: 1
Number of decoder layers (excluding heads): 1
Total number of layers including latent layer: 3
Epoch [1/141], Total Loss: 2.0906, NLL: 2.0482, Masked: 4.8775
Epoch [2/141], Total Loss: 1.8681, NLL: 1.8408, Masked: 3.1317
Epoch [3/141], Total Loss: 1.7746, NLL: 1.7493, Masked: 2.9009
Epoch [4/141], Total Loss: 1.7375, NLL: 1.7132, Masked: 2.7883
Epoch [5/141], Total Loss: 1.6865, NLL: 1.6634, Masked: 2.6580
Epoch [6/141], Total Loss: 1.6754, NLL: 1.6526, Masked: 2.6297
Epoch [7/141], Total Loss: 1.6723, NLL: 1.6495, Masked: 2.6206
Epoch [8/141], Total Loss: 1.6632, NLL: 1.6408, Masked: 2.5751
Epoch [9/141], Total Loss: 1.6480, NLL: 1.6260, Masked: 2.5200
Epoch [10/141], Total Loss: 1.6411, NLL: 1.6194, Masked: 2.4917
Epoch [11/141], Total Loss: 1.6374, NLL: 1.6159, Masked: 2.4761
Epoch [12/141], Total Loss: 1.6325, NLL: 1.6112, Masked: 2.4495
Epoch [13/141], Total Loss: 1.6284, NLL: 1.6073, Masked: 2.4251
Epoch [14/141], Total Loss: 1.6231, NLL: 1.6022, Masked: 2.3935
Epoch [15/141], Total Loss: 1.6186, NLL: 1.5981, Masked: 2.3618
Epoch [16/141], Total Loss: 1.6135, NLL: 1.5933, Masked: 2.3273
Epoch [17/141], Total Loss: 1.6076, NLL: 1.5877, Masked: 2.2901
Epoch [18/141], Total Loss: 1.6019, NLL: 1.5822, Masked: 2.2576
Epoch [19/141], Total Loss: 1.5973, NLL: 1.5779, Masked: 2.2316
Epoch [20/141], Total Loss: 1.5924, NLL: 1.5732, Masked: 2.2052
Epoch [21/141], Total Loss: 1.5874, NLL: 1.5685, Masked: 2.1803
Epoch [22/141], Total Loss: 1.5829, NLL: 1.5641, Masked: 2.1588
Epoch [23/141], Total Loss: 1.5787, NLL: 1.5601, Masked: 2.1382
