Bin_Center,Mean_Nonzero,Std_Nonzero,Count_Nonzero
-940000.0,,,0
-930000.0,,,0
-920000.0,,,0
-910000.0,,,0
-900000.0,,,0
-890000.0,,,0
-880000.0,,,0
-870000.0,,,0
-860000.0,,,0
-850000.0,,,0
-840000.0,,,0
-830000.0,,,0
-820000.0,,,0
-810000.0,,,0
-800000.0,,,0
-790000.0,,,0
-780000.0,,,0
-770000.0,,,0
-760000.0,,,0
-750000.0,,,0
-740000.0,,,0
-730000.0,,,0
-720000.0,,,0
-710000.0,,,0
-700000.0,,,0
-690000.0,,,0
-680000.0,,,0
-670000.0,,,0
-660000.0,,,0
-650000.0,,,0
-640000.0,,,0
-630000.0,,,0
-620000.0,,,0
-610000.0,,,0
-600000.0,,,0
-590000.0,,,0
-580000.0,,,0
-570000.0,,,0
-560000.0,,,0
-550000.0,,,0
-540000.0,,,0
-530000.0,,,0
-520000.0,,,0
-510000.0,,,0
-500000.0,,,0
-490000.0,,,0
-480000.0,,,0
-470000.0,,,0
-460000.0,,,0
-450000.0,,,0
-440000.0,,,0
-430000.0,,,0
-420000.0,,,0
-410000.0,,,0
-400000.0,,,0
-390000.0,,,0
-380000.0,,,0
-370000.0,,,0
-360000.0,,,0
-350000.0,,,0
-340000.0,,,0
-330000.0,,,0
-320000.0,,,0
-310000.0,,,0
-300000.0,,,0
-290000.0,,,0
-280000.0,,,0
-270000.0,,,0
-260000.0,,,0
-250000.0,,,0
-240000.0,,,0
-230000.0,,,0
-220000.0,,,0
-210000.0,,,0
-200000.0,,,0
-190000.0,,,0
-180000.0,,,0
-170000.0,,,0
-160000.0,,,0
-150000.0,9.603355704697986,12.238358682907421,1490
-140000.0,10.00267522739433,13.245640602879684,1869
-130000.0,14.433856502242152,17.68438529332389,892
-120000.0,13.877040261153427,16.971432666171307,919
-110000.0,12.3840877914952,17.173742712685343,729
-100000.0,12.549382716049383,15.913802293932799,810
-90000.0,9.830827067669173,13.464242554383011,532
-80000.0,11.849056603773585,16.406360095711943,424
-70000.0,13.168704156479217,16.147602480956532,818
-60000.0,11.453416149068323,15.305280214368585,1127
-50000.0,12.753639417693169,16.248138930057884,893
-40000.0,11.736898395721925,15.253506530035262,935
-30000.0,11.665850673194614,15.361245530785771,817
-20000.0,11.34610472541507,14.936661056042114,783
-10000.0,12.260791366906474,16.35403276996469,556
0.0,12.777777777777779,15.90206919796098,1071
10000.0,15.162629757785467,18.09033191374282,1156
20000.0,12.683823529411764,17.1657536963546,816
30000.0,11.55906432748538,15.746705809602568,855
40000.0,14.645241038318913,18.283831525963013,809
50000.0,12.851162790697675,15.675067470550083,860
60000.0,10.443812233285918,14.527581125789752,703
70000.0,7.525694034258712,10.777519405355163,1693
80000.0,11.818501170960188,15.168644298333124,854
90000.0,11.5552,15.599573958679374,625
100000.0,11.13375796178344,14.640285288688876,785
110000.0,12.122171945701357,16.86498294265934,663
120000.0,9.220588235294118,13.972844580006786,544
130000.0,11.479930191972077,16.32595316813892,573
140000.0,12.711664482306684,15.802611423536636,763
150000.0,9.702078521939955,15.489435477462912,433
160000.0,5.566265060240964,8.214191199715438,332
170000.0,11.551575931232092,15.04296301909287,698
180000.0,11.894039735099337,15.394094564215195,755
190000.0,11.439655172413794,16.243127306103045,580
200000.0,9.9044776119403,15.676075757294914,335
210000.0,8.372549019607844,14.267873968449418,306
220000.0,12.38631090487239,16.079230313249585,862
230000.0,10.336170212765957,14.84955722932506,470
240000.0,12.25432098765432,14.771335363665932,810
250000.0,11.0,15.141602562539044,594
260000.0,11.019900497512438,14.521593566971296,603
270000.0,14.23370233702337,17.78925606163897,813
280000.0,10.514598540145986,15.508851232961796,548
290000.0,11.858520900321544,16.007523887133416,622
300000.0,22.795327410332344,20.309056260155273,3039
310000.0,23.831967213114755,20.13759718455723,5612
320000.0,16.675586389164188,18.08768597556035,3027
330000.0,7.795254496747034,10.178451045215414,2613
340000.0,14.781980742778542,17.517072350734125,1454
350000.0,11.572390572390573,16.12458803507307,594
360000.0,10.808306709265176,14.300936853513438,626
370000.0,9.252609603340293,14.019892788582178,479
380000.0,11.2,15.315540008950574,445
