chrom,Bin_Center,mean_density,sd_density,n_datasets,se_density
ChrXV,-780000.0,0.0,0.0,35,0.0
ChrXV,-770000.0,0.0,0.0,35,0.0
ChrXV,-760000.0,0.0,0.0,35,0.0
ChrXV,-750000.0,0.0,0.0,35,0.0
ChrXV,-740000.0,0.0,0.0,35,0.0
ChrXV,-730000.0,0.0,0.0,35,0.0
ChrXV,-720000.0,0.0,0.0,35,0.0
ChrXV,-710000.0,0.0,0.0,35,0.0
ChrXV,-700000.0,0.0,0.0,35,0.0
ChrXV,-690000.0,0.0,0.0,35,0.0
ChrXV,-680000.0,0.0,0.0,35,0.0
ChrXV,-670000.0,0.0,0.0,35,0.0
ChrXV,-660000.0,0.0,0.0,35,0.0
ChrXV,-650000.0,0.0,0.0,35,0.0
ChrXV,-640000.0,0.0,0.0,35,0.0
ChrXV,-630000.0,0.0,0.0,35,0.0
ChrXV,-620000.0,0.0,0.0,35,0.0
ChrXV,-610000.0,0.0,0.0,35,0.0
ChrXV,-600000.0,0.0,0.0,35,0.0
ChrXV,-590000.0,0.0,0.0,35,0.0
ChrXV,-580000.0,0.0,0.0,35,0.0
ChrXV,-570000.0,0.0,0.0,35,0.0
ChrXV,-560000.0,0.0,0.0,35,0.0
ChrXV,-550000.0,0.0,0.0,35,0.0
ChrXV,-540000.0,0.0,0.0,35,0.0
ChrXV,-530000.0,0.0,0.0,35,0.0
ChrXV,-520000.0,0.0,0.0,35,0.0
ChrXV,-510000.0,0.0,0.0,35,0.0
ChrXV,-500000.0,0.0,0.0,35,0.0
ChrXV,-490000.0,0.0,0.0,35,0.0
ChrXV,-480000.0,0.0,0.0,35,0.0
ChrXV,-470000.0,0.0,0.0,35,0.0
ChrXV,-460000.0,0.0,0.0,35,0.0
ChrXV,-450000.0,0.0,0.0,35,0.0
ChrXV,-440000.0,0.0,0.0,35,0.0
ChrXV,-430000.0,0.0,0.0,35,0.0
ChrXV,-420000.0,0.0,0.0,35,0.0
ChrXV,-410000.0,0.0,0.0,35,0.0
ChrXV,-400000.0,0.0,0.0,35,0.0
ChrXV,-390000.0,0.0,0.0,35,0.0
ChrXV,-380000.0,0.0,0.0,35,0.0
ChrXV,-370000.0,0.0,0.0,35,0.0
ChrXV,-360000.0,0.0,0.0,35,0.0
ChrXV,-350000.0,0.0,0.0,35,0.0
ChrXV,-340000.0,0.0,0.0,35,0.0
ChrXV,-330000.0,0.013571428571428571,0.004625159547554671,35,0.0007817946540828102
ChrXV,-320000.0,0.07065428571428571,0.02788835243754411,35,0.0047139919439917605
ChrXV,-310000.0,0.07292285714285714,0.031013460888822467,35,0.00524223168480895
ChrXV,-300000.0,0.07034571428571429,0.027746185141672475,35,0.004689961284993929
ChrXV,-290000.0,0.07468,0.031540373752867744,35,0.00533129621459276
ChrXV,-280000.0,0.04128571428571429,0.015264340275086032,35,0.002580144425822563
ChrXV,-270000.0,0.04919142857142857,0.01603861831053175,35,0.0027110213010225204
ChrXV,-260000.0,0.05253714285714286,0.016879662069977545,35,0.0028531836433642165
ChrXV,-250000.0,0.062414285714285714,0.023617368270694637,35,0.003992063855893568
ChrXV,-240000.0,0.07071428571428572,0.024493302119957122,35,0.004140123699806551
ChrXV,-230000.0,0.06897428571428571,0.025123733129981993,35,0.004246685989893615
ChrXV,-220000.0,0.07673428571428571,0.027907883588451386,35,0.004717293311049566
ChrXV,-210000.0,0.14276285714285714,0.04538571999904742,35,0.00767158687222241
ChrXV,-200000.0,0.07526285714285715,0.026562413578702718,35,0.004489867370379825
ChrXV,-190000.0,0.04528,0.014922363793195453,35,0.002522339850085181
ChrXV,-180000.0,0.04909142857142857,0.017582919041410808,35,0.0029720557676790786
ChrXV,-170000.0,0.058571428571428566,0.016258854084296774,35,0.0027482479412707077
ChrXV,-160000.0,0.08340285714285714,0.029616941551935377,35,0.005006176832932796
ChrXV,-150000.0,0.021814285714285713,0.006077303139171038,35,0.0010272517210690745
ChrXV,-140000.0,0.03679428571428572,0.012480948843481951,35,0.002109665403623546
ChrXV,-130000.0,0.04842571428571429,0.01570120532760131,35,0.00265398809739766
ChrXV,-120000.0,0.055394285714285715,0.020324571377538868,35,0.00343547959505208
ChrXV,-110000.0,0.08648285714285714,0.030833437595402507,35,0.005211802194332126
ChrXV,-100000.0,0.07727714285714285,0.02844986390657293,35,0.004808904705417474
ChrXV,-90000.0,0.07127714285714286,0.02797327596237571,35,0.004728346639659354
ChrXV,-80000.0,0.06619428571428572,0.024905184233020086,35,0.0042097444838668984
ChrXV,-70000.0,0.05765714285714285,0.019781546446927062,35,0.0033436916289460356
ChrXV,-60000.0,0.057954285714285715,0.019913568280965428,35,0.0033660073918969527
ChrXV,-50000.0,0.07359142857142857,0.027338029657351284,35,0.004620970416160962
ChrXV,-40000.0,0.07874857142857142,0.027548335824922148,35,0.004656518646624594
ChrXV,-30000.0,0.08243428571428571,0.029092013689399395,35,0.004917447829643229
ChrXV,-20000.0,0.12113142857142858,0.043475617043475356,35,0.007348720544248162
ChrXV,-10000.0,0.07568571428571429,0.025250511268640308,35,0.0042681154065523415
ChrXV,0.0,0.11188,0.03847951173714931,35,0.006504224612905526
ChrXV,10000.0,0.1078,0.041200699594288716,35,0.006964189311980916
ChrXV,20000.0,0.09538571428571428,0.03653675943369864,35,0.006175839537876535
ChrXV,30000.0,0.07122285714285714,0.025179205773045034,35,0.004256062577954767
ChrXV,40000.0,0.07706285714285714,0.029885635795324085,35,0.005051594449537001
ChrXV,50000.0,0.08381714285714285,0.032891886052144034,35,0.0055597434886030155
ChrXV,60000.0,0.09768285714285714,0.03789585951086512,35,0.006405569380440355
ChrXV,70000.0,0.08466857142857143,0.03338151805863777,35,0.005642506403310904
ChrXV,80000.0,0.0733057142857143,0.02737960751294703,35,0.004627998356472808
ChrXV,90000.0,0.05638,0.020652785027975396,35,0.0034909578276773622
ChrXV,100000.0,0.08212571428571429,0.03090453367518546,35,0.005223819625196742
ChrXV,110000.0,0.05528,0.020286112317079785,35,0.0034289788273361094
ChrXV,120000.0,0.06572285714285714,0.024624976389529273,35,0.004162380713639986
ChrXV,130000.0,0.04718571428571428,0.016617268531421706,35,0.0028088310402594684
ChrXV,140000.0,0.0668257142857143,0.02455354704047682,35,0.004150306949987152
ChrXV,150000.0,0.07866285714285715,0.03134364637477948,35,0.005298043218470184
ChrXV,160000.0,0.06263142857142857,0.022035636530650177,35,0.003724702393906025
ChrXV,170000.0,0.06178857142857142,0.020862544137740236,35,0.003526413588494526
ChrXV,180000.0,0.054625714285714284,0.020538047087083535,35,0.003471563575892653
ChrXV,190000.0,0.07866857142857143,0.030119612248779144,35,0.005091143688565767
ChrXV,200000.0,0.05343714285714286,0.0197407027366762,35,0.0033367877818465523
ChrXV,210000.0,0.03386857142857143,0.011458769347446664,35,0.001936885533589451
ChrXV,220000.0,0.04591428571428571,0.016735804219013283,35,0.0028288672284005065
ChrXV,230000.0,0.04737428571428571,0.0178908840221057,35,0.003024111350427413
ChrXV,240000.0,0.22218,0.03521253787402167,35,0.00595200524080369
ChrXV,250000.0,0.059928571428571435,0.021728181367666705,35,0.0036727329860792787
ChrXV,260000.0,0.05701428571428572,0.02123767660463416,35,0.0035898225485909672
ChrXV,270000.0,0.15524,0.04846864480684152,35,0.008192696275885467
ChrXV,280000.0,0.043077142857142856,0.014481836203739249,35,0.002447877096774339
ChrXV,290000.0,0.04176,0.01511561716745106,35,0.0025550056323837343
ChrXV,300000.0,0.04243714285714286,0.015218450213170729,35,0.0025723875896070682
ChrXV,310000.0,0.04912285714285714,0.017025034952271034,35,0.0028777561453627145
ChrXV,320000.0,0.04991142857142857,0.017196353434044423,35,0.0029067142541195964
ChrXV,330000.0,0.050960000000000005,0.019013342064734123,35,0.0032138413885237447
ChrXV,340000.0,0.06798,0.025944519992612283,35,0.004385424291729067
ChrXV,350000.0,0.054497142857142855,0.02183544724301567,35,0.0036908642282669503
ChrXV,360000.0,0.06429428571428572,0.025330636447928885,35,0.004281659033789667
ChrXV,370000.0,0.04492,0.016476646574862894,35,0.002785061591280683
ChrXV,380000.0,0.11275714285714285,0.03576663155474819,35,0.00604566416716053
ChrXV,390000.0,0.03836,0.01399491924613652,35,0.0023655731090908567
ChrXV,400000.0,0.03972571428571429,0.013011450677749031,35,0.0021993365800979667
ChrXV,410000.0,0.03271428571428572,0.010623147391625594,35,0.0017956396433281027
ChrXV,420000.0,0.05734857142857143,0.02025427146566971,35,0.003423596741127428
ChrXV,430000.0,0.05766857142857144,0.02081742442435821,35,0.003518786964947136
ChrXV,440000.0,0.07088857142857143,0.027210462644191188,35,0.004599407655373909
ChrXV,450000.0,0.05668857142857143,0.02100495419753008,35,0.003550485282084032
ChrXV,460000.0,0.04487714285714286,0.016275262457706382,35,0.002751021462590769
ChrXV,470000.0,0.03359714285714285,0.013471833049525433,35,0.002277155404159733
ChrXV,480000.0,0.032702857142857145,0.010715724721292584,35,0.001811288068139995
ChrXV,490000.0,0.04206571428571428,0.014326116481635143,35,0.0024215556596380535
ChrXV,500000.0,0.04726571428571428,0.016309397198388108,35,0.0027567912868550117
ChrXV,510000.0,0.06899428571428572,0.0249019836542386,35,0.004209203487311945
ChrXV,520000.0,0.05811428571428571,0.02209168252928667,35,0.0037341758967476537
ChrXV,530000.0,0.04297714285714286,0.016982847501043445,35,0.0028706251645824843
ChrXV,540000.0,0.042865714285714285,0.016428954763521894,35,0.002777000203826572
ChrXV,550000.0,0.06464857142857143,0.023088568236105014,35,0.003902680336066767
ChrXV,560000.0,0.054811428571428567,0.019581815865875204,35,0.00330993099887096
ChrXV,570000.0,0.051762857142857145,0.02058183216154602,35,0.0034789646042877685
ChrXV,580000.0,0.06695714285714287,0.02552485853753835,35,0.004314488558868808
ChrXV,590000.0,0.05529428571428571,0.020812778072435142,35,0.003518001588127787
ChrXV,600000.0,0.035545714285714285,0.012144675494106166,35,0.002052824833228195
ChrXV,610000.0,0.03482285714285714,0.013758015539918489,35,0.0023255290740366317
ChrXV,620000.0,0.03380285714285714,0.010548110667577496,35,0.0017829561220100748
ChrXV,630000.0,0.046625714285714284,0.01620153120681432,35,0.0027385586065111923
ChrXV,640000.0,0.06705428571428572,0.023296242348563968,35,0.0039377836680150975
ChrXV,650000.0,0.12410285714285715,0.043266224333389974,35,0.007313326716280603
ChrXV,660000.0,0.08928,0.03583484830358818,35,0.006057194902265703
ChrXV,670000.0,0.04546571428571428,0.017034583212103663,35,0.0028793700958472746
ChrXV,680000.0,0.06680571428571429,0.02661296613281869,35,0.0044984123116195264
ChrXV,690000.0,0.03896285714285714,0.013061710673349249,35,0.0022078320699227987
ChrXV,700000.0,0.04539428571428571,0.01690814184066959,35,0.0028579976032390314
ChrXV,710000.0,0.03970571428571428,0.014545909933665864,35,0.0024587075338671
ChrXV,720000.0,0.07507714285714286,0.029275808982787112,35,0.00494851490448437
ChrXV,730000.0,0.06973428571428572,0.030649968264614056,35,0.005180790217226516
ChrXV,740000.0,0.05354285714285715,0.02169450032929579,35,0.0036670398515027077
ChrXV,750000.0,0.08756857142857144,0.03383569965921455,35,0.0057192771057402786
ChrXV,760000.0,0.18034,0.060261675461372344,35,0.010186082282649576
ChrXV,770000.0,0.0,0.0,35,0.0
ChrXV,780000.0,0.0,0.0,35,0.0
