chrom,Bin_Center,mean_density,sd_density,n_datasets,se_density
ChrXIV,-640000.0,0.0,0.0,35,0.0
ChrXIV,-630000.0,0.0849657142857143,0.027648496851569716,35,0.004673448950190428
ChrXIV,-620000.0,0.1339942857142857,0.04702017053323807,35,0.007947859436845317
ChrXIV,-610000.0,0.06477428571428571,0.02295571622849144,35,0.003880224248169999
ChrXIV,-600000.0,0.03847428571428572,0.014450632855206251,35,0.002442602768219451
ChrXIV,-590000.0,0.04989142857142857,0.017997620290873286,35,0.0030421530727639677
ChrXIV,-580000.0,0.04057428571428571,0.013843757201185601,35,0.0023400220600021102
ChrXIV,-570000.0,0.060462857142857145,0.02593228836473814,35,0.004383356769261049
ChrXIV,-560000.0,0.04084857142857143,0.014229058325846308,35,0.0024051498369738462
ChrXIV,-550000.0,0.04562857142857143,0.016736479555126273,35,0.00282898138103836
ChrXIV,-540000.0,0.056902857142857144,0.02084773207744932,35,0.0035239098933392936
ChrXIV,-530000.0,0.10632,0.03271826077644247,35,0.005530395460505499
ChrXIV,-520000.0,0.07051142857142857,0.02799157196086594,35,0.004731439227853059
ChrXIV,-510000.0,0.07237714285714285,0.02966172108086433,35,0.005013745954812605
ChrXIV,-500000.0,0.02112,0.00754479953345349,35,0.001275303885354389
ChrXIV,-490000.0,0.04333142857142857,0.01687821030776893,35,0.0028529382507627233
ChrXIV,-480000.0,0.035854285714285714,0.009755069356558184,35,0.0016489076743733842
ChrXIV,-470000.0,0.03259142857142857,0.011231451936639448,35,0.0018984618782059333
ChrXIV,-460000.0,0.047805714285714285,0.01720890574600227,35,0.0029088359820911673
ChrXIV,-450000.0,0.03208857142857143,0.010276122278156784,35,0.0017369816930989407
ChrXIV,-440000.0,0.03787714285714286,0.012386688436388802,35,0.002093732486802102
ChrXIV,-430000.0,0.06647142857142857,0.024257461816552712,35,0.004100259412634811
ChrXIV,-420000.0,0.043328571428571425,0.01437537869431766,35,0.002429882493367247
ChrXIV,-410000.0,0.05962285714285715,0.022221638708492145,35,0.0037561425003044065
ChrXIV,-400000.0,0.03928857142857143,0.01317347538736504,35,0.0022267237546385915
ChrXIV,-390000.0,0.05671428571428572,0.01993584036584455,35,0.0033697720613564057
ChrXIV,-380000.0,0.044582857142857146,0.0167535507336467,35,0.0028318669368703137
ChrXIV,-370000.0,0.04856,0.019720431328059385,35,0.0033333612883981838
ChrXIV,-360000.0,0.05048285714285714,0.01962629517216314,35,0.003317449373862284
