distance,mean_nonzero,std_nonzero,count_nonzero
0,11.775725593667547,16.942787065089604,379.0
1,10.981767180925667,14.892723270887936,713.0
2,11.593267882187938,16.100197486655812,713.0
3,12.385269121813032,18.02666294741402,706.0
4,11.417256011315418,17.147828737779047,707.0
5,12.390691114245415,17.651314293080247,709.0
6,12.269679300291545,17.501579045734193,686.0
7,11.961059190031152,17.52306376233779,642.0
8,11.611961057023644,16.185499250309466,719.0
9,11.534506089309879,16.533937755094087,739.0
10,12.4,17.92520659713769,730.0
11,11.69359331476323,16.612349027399954,718.0
12,11.301075268817204,15.771695482244022,744.0
13,11.629575402635432,17.046137262361032,683.0
14,11.46065808297568,17.03029779890285,699.0
15,11.559032716927454,16.205996750800693,703.0
16,11.049490538573508,15.963164473326128,687.0
17,12.510928961748634,17.753938796072845,732.0
18,11.311688311688311,15.5534076765697,693.0
19,11.102011494252874,15.907002990805905,696.0
20,10.28954802259887,15.197038843523162,708.0
21,11.353185595567867,15.753692637733382,722.0
22,11.832624113475177,16.89288823119798,705.0
23,11.343661971830986,16.29134196315113,710.0
24,11.061983471074381,17.027774906525885,726.0
25,11.234260614934113,15.975628354528329,683.0
26,11.291139240506329,16.13109734822927,711.0
27,12.844537815126051,18.087357897292208,714.0
28,11.680059523809524,16.441841357931075,672.0
29,10.983717774762551,16.55219858529969,737.0
30,12.469849246231156,17.654841528917988,796.0
31,11.38618925831202,16.68136926232545,782.0
32,11.936170212765957,16.628106416435052,752.0
33,11.730627306273062,17.1166674517928,813.0
34,11.897158322056834,17.46433392355974,739.0
35,12.316856780735108,17.496148445077942,789.0
36,12.558457711442786,17.809852608099945,804.0
37,11.902187902187903,16.74761739788332,777.0
38,12.36019536019536,17.540966453370444,819.0
39,13.617751479289941,18.337461130706053,845.0
40,12.182382133995038,16.265048066455343,806.0
41,12.31353919239905,17.467320452007943,842.0
42,13.370948379351741,18.401451949100977,833.0
43,13.36723163841808,18.02297583784339,885.0
44,12.938869665513264,17.629028132628502,867.0
45,12.319124423963133,17.30860412790336,868.0
46,13.287173666288309,18.134483257746474,881.0
47,14.10781990521327,19.58838558453889,844.0
48,13.21824480369515,18.155072277500675,866.0
49,12.881062355658198,17.551205001947448,866.0
50,13.831389183457052,18.454517191084104,943.0
51,13.842684268426842,18.248544201497076,909.0
52,12.922912205567451,17.042549666051418,934.0
53,14.68482905982906,19.05185787037563,936.0
54,12.825526932084308,16.867006283065376,854.0
55,14.20771850170261,18.634248390646327,881.0
56,14.74141876430206,19.105769405073193,874.0
57,14.235955056179776,17.889626904274184,890.0
58,12.421894218942189,16.46582856101142,813.0
59,14.58542413381123,19.10532198000984,837.0
60,14.233108108108109,18.47502798644463,888.0
61,14.505827505827506,18.70006679371042,858.0
62,14.074941451990632,18.568437582733235,854.0
63,13.63961038961039,17.239973148787083,924.0
64,14.587822014051522,18.763441086161162,854.0
65,14.444954128440367,18.329906857836242,872.0
66,13.791154791154792,18.091692667085255,814.0
67,14.673803526448363,19.01570715698311,794.0
68,13.13517060367454,17.26956706711853,762.0
69,13.003802281368822,17.18919019721361,789.0
70,14.360248447204969,18.67826336483821,805.0
71,15.0935960591133,18.584193285514846,812.0
72,14.513307984790874,17.889008843242376,789.0
