Position,Value,Nucleosome_Distance,Centromere_Distance
2,2,33,440185
10,9,25,440177
17,3,18,440170
21,12,14,440166
60,1,25,440127
66,17,31,440121
69,2,34,440118
76,2,41,440111
85,5,50,440102
95,8,60,440092
99,4,64,440088
108,42,73,440079
119,68,84,440068
126,2,91,440061
162,6,63,440025
164,270,61,440023
167,9,58,440020
170,55,55,440017
172,25,53,440015
173,1,52,440014
174,55,51,440013
176,68,49,440011
177,18,48,440010
178,74,47,440009
179,8,46,440008
180,66,45,440007
181,383,44,440006
183,114,42,440004
184,337,41,440003
186,39,39,440001
187,88,38,440000
189,41,36,439998
191,41,34,439996
192,23,33,439995
193,4,32,439994
196,32,29,439991
201,28,24,439986
202,10,23,439985
206,12,19,439981
208,28,17,439979
209,31,16,439978
210,5,15,439977
217,11,8,439970
220,5,5,439967
234,2,9,439953
238,4,13,439949
239,6,14,439948
244,11,19,439943
249,1,24,439938
251,24,26,439936
254,5,29,439933
258,3,33,439929
262,2,37,439925
263,1,38,439924
266,7,41,439921
272,1,47,439915
273,7,48,439914
281,14,56,439906
286,16,61,439901
295,46,70,439892
300,64,75,439887
302,36,77,439885
305,33,80,439882
309,5,76,439878
311,2,74,439876
315,26,70,439872
320,7,65,439867
323,3,62,439864
328,111,57,439859
335,38,50,439852
340,24,45,439847
342,46,43,439845
343,2,42,439844
346,1,39,439841
350,43,35,439837
352,11,33,439835
356,19,29,439831
358,2,27,439829
359,15,26,439828
361,7,24,439826
369,57,16,439818
376,7,9,439811
385,26,0,439802
394,19,9,439793
406,2,21,439781
415,1,30,439772
436,26,51,439751
439,2,54,439748
462,1,77,439725
463,5,78,439724
469,1,84,439718
476,2,91,439711
484,1,99,439703
492,4,107,439695
496,3,111,439691
501,1,116,439686
503,55,118,439684
504,9,117,439683
508,5,113,439679
515,159,106,439672
519,22,102,439668
520,17,101,439667
523,5,98,439664
526,79,95,439661
530,4,91,439657
539,30,82,439648
561,1,60,439626
566,5,55,439621
567,30,54,439620
571,12,50,439616
574,30,47,439613
584,42,37,439603
608,1,13,439579
612,1,9,439575
646,1,25,439541
693,27,72,439494
701,6,80,439486
709,37,88,439478
710,1,89,439477
727,33,106,439460
735,2,114,439452
738,1,117,439449
741,2,120,439446
754,1,131,439433
779,3,106,439408
782,14,103,439405
790,34,95,439397
802,3,83,439385
810,2,75,439377
818,8,67,439369
819,3,66,439368
826,11,59,439361
827,1,58,439360
830,9,55,439357
832,1,53,439355
838,1,47,439349
842,2,43,439345
855,2,30,439332
858,2,27,439329
863,2,22,439324
869,2,16,439318
874,5,11,439313
882,21,3,439305
886,3,1,439301
899,1,14,439288
907,3,22,439280
911,1,26,439276
920,1,35,439267
931,1,46,439256
948,4,63,439239
962,11,77,439225
973,1,76,439214
986,68,63,439201
989,2,60,439198
993,20,56,439194
1051,2,2,439136
1055,1,6,439132
1086,5,37,439101
1100,1,51,439087
1107,12,58,439080
1109,8,60,439078
1117,2,68,439070
1130,8,55,439057
1153,3,32,439034
1176,1,9,439011
1194,1,9,438993
1257,7,72,438930
1279,7,50,438908
1281,1,48,438906
1282,26,47,438905
1286,1,43,438901
1350,1,21,438837
1375,4,46,438812
1394,4,65,438793
1401,7,72,438786
1409,2,80,438778
1410,9,81,438777
1416,30,87,438771
1417,4,88,438770
1420,23,91,438767
1422,16,93,438765
1427,2,98,438760
1430,2,101,438757
1437,17,108,438750
1441,1,108,438746
1444,1,105,438743
1445,3,104,438742
1447,3,102,438740
1449,14,100,438738
1450,6,99,438737
1453,1,96,438734
1455,4,94,438732
1457,11,92,438730
1458,5,91,438729
1460,4,89,438727
1462,5,87,438725
1465,7,84,438722
1468,2,81,438719
1472,5,77,438715
1484,1,65,438703
1485,1,64,438702
1488,1,61,438699
1490,37,59,438697
1492,16,57,438695
1495,33,54,438692
1498,35,51,438689
1500,2,49,438687
1503,15,46,438684
1505,24,44,438682
1508,36,41,438679
1509,19,40,438678
1513,22,36,438674
1516,5,33,438671
1519,35,30,438668
1521,9,28,438666
1522,32,27,438665
1526,10,23,438661
1527,41,22,438660
1528,1,21,438659
1530,54,19,438657
1531,2,18,438656
1533,34,16,438654
1535,15,14,438652
1537,13,12,438650
1553,1,4,438634
1562,1,13,438625
1580,6,31,438607
1602,1,53,438585
1610,1,61,438577
1636,1,87,438551
1647,3,98,438540
1654,1,105,438533
1657,1,108,438530
1661,3,108,438526
1664,1,105,438523
1671,22,98,438516
1684,2,85,438503
1690,4,79,438497
1695,2,74,438492
1703,7,66,438484
1711,2,58,438476
1799,2,30,438388
1834,1,65,438353
1885,3,28,438302
1980,7,67,438207
1986,1,73,438201
1995,67,78,438192
1998,8,75,438189
2014,1,59,438173
2026,7,47,438161
2027,9,46,438160
2031,5,42,438156
2062,2,11,438125
2113,1,40,438074
2119,1,46,438068
2126,10,53,438061
2135,10,62,438052
2140,10,67,438047
2146,11,73,438041
2151,3,78,438036
2155,1,78,438032
2156,6,77,438031
2164,16,69,438023
2168,1,65,438019
2173,4,60,438014
2188,3,45,437999
2283,1,50,437904
2288,1,55,437899
2292,1,59,437895
2297,65,64,437890
2298,1,65,437889
2318,2,75,437869
2328,16,65,437859
2340,48,53,437847
2357,8,36,437830
2420,1,27,437767
2467,29,74,437720
2478,2,85,437709
2494,6,101,437693
2495,11,102,437692
2500,1,107,437687
2501,2,108,437686
2505,13,112,437682
2506,6,113,437681
2511,88,118,437676
2514,1,121,437673
2520,1,127,437667
2521,12,128,437666
2524,4,131,437663
2531,1,138,437656
2540,1,147,437647
2541,2,148,437646
2544,2,149,437643
2558,77,135,437629
2566,81,127,437621
2574,34,119,437613
2575,10,118,437612
2581,35,112,437606
2585,80,108,437602
2588,67,105,437599
2596,54,97,437591
2599,108,94,437588
2601,2,92,437586
2602,4,91,437585
2603,1,90,437584
2604,6,89,437583
2606,18,87,437581
2612,50,81,437575
2620,4,73,437567
2621,7,72,437566
2623,13,70,437564
2635,4,58,437552
2638,1,55,437549
2651,1,42,437536
2653,7,40,437534
2698,2,5,437489
2703,3,10,437484
2704,1,11,437483
2725,1,32,437462
2727,1,34,437460
2739,6,46,437448
2751,13,58,437436
2754,53,61,437433
2765,2,72,437422
2768,23,75,437419
2769,6,76,437418
2778,14,71,437409
2779,5,70,437408
2791,9,58,437396
2799,1,50,437388
2804,9,45,437383
2813,1,36,437374
2816,1,33,437371
2827,3,22,437360
2852,1,3,437335
2878,2,29,437309
2880,1,31,437307
2897,1,48,437290
2961,3,76,437226
3100,4,63,437087
3145,2,72,437042
3287,2,70,436900
3322,7,67,436865
3331,1,58,436856
3343,2,46,436844
3367,9,22,436820
3496,2,37,436691
3502,7,31,436685
3545,2,12,436642
3549,10,16,436638
3560,3,27,436627
3680,11,13,436507
3780,5,73,436407
3875,3,22,436312
3904,1,51,436283
3909,20,56,436278
3932,7,79,436255
3958,13,105,436229
3961,35,104,436226
3985,2,80,436202
4075,13,10,436112
4079,1,14,436108
4098,95,33,436089
4099,2,34,436088
4194,3,15,435993
4219,4,10,435968
4233,1,24,435954
4237,20,28,435950
4245,5,36,435942
4289,2,48,435898
4307,3,30,435880
4343,28,6,435844
4353,7,16,435834
4416,2,53,435771
4536,6,61,435651
4544,2,53,435643
4591,19,6,435596
4610,1,13,435577
4613,5,16,435574
4646,13,49,435541
4676,4,65,435511
4680,1,61,435507
4691,5,50,435496
4702,3,39,435485
4712,6,29,435475
4743,2,2,435444
4754,1,13,435433
4794,8,53,435393
4797,10,56,435390
4800,1,59,435387
4815,44,70,435372
4835,10,50,435352
4845,1,40,435342
4856,7,29,435331
4862,2,23,435325
4924,1,39,435263
4951,10,66,435236
4955,3,70,435232
4959,1,74,435228
5017,2,44,435170
5085,22,24,435102
5086,44,25,435101
5101,2,40,435086
5108,1,47,435079
5117,2,56,435070
5176,1,13,435011
5240,1,51,434947
5241,44,52,434946
