Bin_Center,Mean_Nonzero,Std_Nonzero,Count_Nonzero
-220000.0,,,0
-210000.0,,,0
-200000.0,,,0
-190000.0,,,0
-180000.0,,,0
-170000.0,,,0
-160000.0,,,0
-150000.0,,,0
-140000.0,,,0
-130000.0,,,0
-120000.0,,,0
-110000.0,9.721518987341772,15.712849222888432,316
-100000.0,12.011933174224344,18.283188367347385,419
-90000.0,15.652452025586355,22.887982032910333,469
-80000.0,13.028985507246377,18.227620008429575,414
-70000.0,14.938671209540034,20.5028838462513,587
-60000.0,16.672199170124482,22.985220808768993,723
-50000.0,17.709637046307886,23.351102322859635,799
-40000.0,15.443127962085308,20.76651739059828,844
-30000.0,10.919518963922295,16.22886084150193,1081
-20000.0,13.102259215219977,18.683364312476687,841
-10000.0,17.376116071428573,22.281997866452425,896
0.0,16.563049853372434,22.964564059266753,682
10000.0,20.091608929946112,24.18986433660854,1299
20000.0,16.566887417218542,22.56306729039668,755
30000.0,15.434482758620689,21.654394439074444,580
40000.0,16.295336787564768,21.62108805784443,579
50000.0,14.090575275397796,19.66263555696701,817
60000.0,16.20545746388443,21.930601644646647,623
70000.0,16.5544794188862,22.249360425686927,413
80000.0,17.6375,22.10673796399011,400
90000.0,12.558558558558559,19.64873061506668,333
100000.0,16.427710843373493,22.723422248703656,498
110000.0,17.062080536912752,22.44682616932416,596
120000.0,14.97985347985348,19.79392819460017,546
130000.0,14.101239669421487,20.95158765762518,484
140000.0,14.31910569105691,20.32971100394892,492
150000.0,14.684807256235828,20.79582498574571,441
160000.0,13.275956284153006,18.469755241260142,366
170000.0,12.278810408921933,16.20048014067941,269
180000.0,13.747916666666667,20.4334296642225,480
190000.0,15.383886255924171,20.658070557942132,633
200000.0,16.869811320754717,21.873757787300516,530
210000.0,,,0
220000.0,,,0
