Position,Value,Nucleosome_Distance,Centromere_Distance
3,1,32,-436363
10,4,25,-436356
46,1,11,-436320
65,2,30,-436301
70,6,35,-436296
78,6,43,-436288
114,7,79,-436252
126,2,91,-436240
129,2,94,-436237
135,1,100,-436231
143,5,108,-436223
170,1,135,-436196
202,9,167,-436164
209,16,174,-436157
232,6,177,-436134
249,43,160,-436117
254,1,155,-436112
255,25,154,-436111
256,28,153,-436110
258,10,151,-436108
260,3,149,-436106
263,4,146,-436103
266,375,143,-436100
270,36,139,-436096
286,1,123,-436080
293,5,116,-436073
298,54,111,-436068
301,2,108,-436065
305,2,104,-436061
308,20,101,-436058
315,68,94,-436051
316,1,93,-436050
319,8,90,-436047
325,79,84,-436041
329,3,80,-436037
332,3,77,-436034
333,3,76,-436033
335,9,74,-436031
343,10,66,-436023
345,1,64,-436021
357,14,52,-436009
364,16,45,-436002
369,34,40,-435997
378,136,31,-435988
383,1,26,-435983
390,53,19,-435976
391,47,18,-435975
394,40,15,-435972
404,3,5,-435962
430,1,21,-435936
438,7,29,-435928
452,90,43,-435914
487,58,78,-435879
495,1,74,-435871
509,73,60,-435857
523,4,46,-435843
532,11,37,-435834
547,3,22,-435819
568,32,1,-435798
570,2,1,-435796
572,7,3,-435794
595,6,26,-435771
599,10,30,-435767
636,7,67,-435730
641,81,72,-435725
645,1,76,-435721
674,167,55,-435692
677,110,52,-435689
686,1,43,-435680
698,1,31,-435668
700,10,29,-435666
704,128,25,-435662
707,72,22,-435659
708,29,21,-435658
710,13,19,-435656
723,35,6,-435643
724,24,5,-435642
728,30,1,-435638
736,39,7,-435630
741,20,12,-435625
746,24,17,-435620
757,679,28,-435609
762,1,33,-435604
765,1,36,-435601
770,50,41,-435596
779,68,50,-435587
791,1,62,-435575
809,1,64,-435557
811,26,62,-435555
817,5,56,-435549
823,6,50,-435543
828,1,45,-435538
832,13,41,-435534
833,2,40,-435533
844,22,29,-435522
846,11,27,-435520
848,5,25,-435518
853,15,20,-435513
858,72,15,-435508
859,1,14,-435507
864,46,9,-435502
867,8,6,-435499
871,115,2,-435495
875,31,2,-435491
886,8,13,-435480
891,36,18,-435475
900,2,27,-435466
955,2,62,-435411
1027,79,10,-435339
1059,72,42,-435307
1062,137,45,-435304
1064,1,47,-435302
1065,30,48,-435301
1075,28,58,-435291
1079,18,62,-435287
1081,11,64,-435285
1084,8,67,-435282
1093,14,76,-435273
1103,6,74,-435263
1104,7,73,-435262
1123,1,54,-435243
1127,5,50,-435239
1129,8,48,-435237
1140,1,37,-435226
1150,25,27,-435216
1155,3,22,-435211
1161,2,16,-435205
1187,1379,10,-435179
1201,13,24,-435165
1238,7,61,-435128
1241,1,64,-435125
1243,69,66,-435123
1248,3,71,-435118
1257,15,64,-435109
1303,1,18,-435063
1309,2,12,-435057
1315,1,6,-435051
1323,7,2,-435043
1340,3,19,-435026
1379,58,58,-434987
1388,2,61,-434978
1406,1,43,-434960
1448,66,1,-434918
1453,39,4,-434913
1460,82,11,-434906
1478,47,29,-434888
1493,6,44,-434873
1519,9,58,-434847
1538,8,39,-434828
1548,1,29,-434818
1569,3,8,-434797
1578,7,1,-434788
1610,2,33,-434756
1616,10,39,-434750
1618,1,41,-434748
1634,4,57,-434732
1635,3,58,-434731
1661,2,60,-434705
1662,3,59,-434704
1673,1,48,-434693
1682,1,39,-434684
1699,1,22,-434667
1705,4,16,-434661
1717,1,4,-434649
1722,38,1,-434644
1749,1,28,-434617
1753,31,32,-434613
1768,1,47,-434598
1785,1,64,-434581
1789,1,68,-434577
1792,5,71,-434574
1804,1,77,-434562
1807,1,74,-434559
1825,1,56,-434541
1832,80,49,-434534
1870,39,11,-434496
1878,1,3,-434488
1913,86,32,-434453
1940,4,59,-434426
2010,1,15,-434356
2041,5,16,-434325
2069,1,44,-434297
2108,3,61,-434258
2129,9,40,-434237
2141,39,28,-434225
2149,7,20,-434217
2155,1,14,-434211
2273,35,56,-434093
2293,45,36,-434073
2324,142,5,-434042
2328,1,1,-434038
2339,4,10,-434027
2348,101,19,-434018
2353,14,24,-434013
2359,2,30,-434007
2366,58,37,-434000
2376,287,47,-433990
2418,1,71,-433948
2421,83,68,-433945
2425,33,64,-433941
2429,1,60,-433937
2470,7,19,-433896
2476,50,13,-433890
2480,62,9,-433886
2483,7,6,-433883
2501,16,12,-433865
2505,6,16,-433861
2521,43,32,-433845
2525,10,36,-433841
2531,1,42,-433835
2534,17,45,-433832
2536,18,47,-433830
2541,1,52,-433825
2544,12,55,-433822
2548,3,59,-433818
2555,2,66,-433811
2561,1,72,-433805
2563,1,74,-433803
2566,5,77,-433800
2574,56,75,-433792
2578,45,71,-433788
2614,8,35,-433752
2640,1,9,-433726
2657,1,8,-433709
2668,5,19,-433698
2672,1,23,-433694
2683,1,34,-433683
2707,23,58,-433659
2723,1,70,-433643
2734,10,59,-433632
2744,12,49,-433622
2746,43,47,-433620
2781,66,12,-433585
2782,2,11,-433584
2785,15,8,-433581
2786,55,7,-433580
2788,1,5,-433578
2789,15,4,-433577
2794,1,1,-433572
2802,1,9,-433564
2830,18,37,-433536
2834,1,41,-433532
2838,85,45,-433528
2843,11,50,-433523
2845,2,52,-433521
2849,14,56,-433517
2850,1,57,-433516
2851,32,58,-433515
2852,1,59,-433514
2854,2,61,-433512
2855,143,62,-433511
2858,8,65,-433508
2861,24,68,-433505
2868,8,69,-433498
2879,5,58,-433487
2882,3,55,-433484
2884,102,53,-433482
2890,19,47,-433476
2894,12,43,-433472
2897,3,40,-433469
2900,2,37,-433466
2904,4,33,-433462
2919,3,18,-433447
2982,17,45,-433384
2984,56,47,-433382
2989,604,52,-433377
2992,8,55,-433374
2995,19,58,-433371
3000,14,63,-433366
3003,5,66,-433363
3006,5,69,-433360
3010,5,73,-433356
3074,110,23,-433292
3087,1,10,-433279
3092,29,5,-433274
3104,24,7,-433262
3119,3,22,-433247
3131,49,34,-433235
3134,1,37,-433232
3139,3,42,-433227
3142,2,45,-433224
3145,11,48,-433221
3149,5,52,-433217
3152,16,55,-433214
3157,6,60,-433209
3165,28,68,-433201
3169,11,72,-433197
3200,14,57,-433166
3264,54,7,-433102
3298,1,41,-433068
3306,16,49,-433060
3307,5,50,-433059
3314,28,57,-433052
3321,149,64,-433045
3324,6,67,-433042
3328,11,71,-433038
3330,22,73,-433036
3334,15,77,-433032
3335,6,78,-433031
3338,2,79,-433028
3339,3,78,-433027
3342,8,75,-433024
3347,38,70,-433019
3368,1,49,-432998
3370,17,47,-432996
3379,8,38,-432987
3383,3,34,-432983
3387,6,30,-432979
3394,7,23,-432972
3415,8,2,-432951
3420,5,3,-432946
3426,4,9,-432940
3432,5,15,-432934
3439,7,22,-432927
3443,6,26,-432923
3449,4,32,-432917
3467,1,50,-432899
3471,11,54,-432895
3475,29,58,-432891
3479,31,62,-432887
3480,4,63,-432886
3482,177,65,-432884
3486,1,69,-432880
3489,79,72,-432877
3497,1,80,-432869
3501,2,76,-432865
3508,1,69,-432858
3517,29,60,-432849
3533,20,44,-432833
3541,18,36,-432825
3542,3,35,-432824
3554,56,23,-432812
3574,7,3,-432792
3575,1,2,-432791
3576,44,1,-432790
3577,19,0,-432789
3579,111,2,-432787
3602,1,25,-432764
3623,15,46,-432743
3632,15,55,-432734
3637,74,60,-432729
3640,3,63,-432726
3644,6,67,-432722
3650,17,73,-432716
3654,8,77,-432712
3655,262,78,-432711
3657,42,80,-432709
3658,64,79,-432708
3659,25,78,-432707
3661,7,76,-432705
3662,6,75,-432704
3669,21,68,-432697
