distance,mean_nonzero,std_nonzero,count_nonzero
0,1.5757575757575757,1.6961408960914595,33.0
1,1.537313432835821,1.1458536345391248,67.0
2,1.8985507246376812,1.273542160047552,69.0
3,1.8181818181818181,1.6758915359268893,77.0
4,1.631578947368421,1.2526463215998138,76.0
5,1.7714285714285714,1.298510055559538,70.0
6,2.364705882352941,2.61336791836716,85.0
7,2.10989010989011,1.9174667863300467,91.0
8,1.9324324324324325,1.5468136146238767,74.0
9,1.8125,1.4416389231739435,80.0
10,1.9264705882352942,1.3528982319404914,68.0
11,2.0476190476190474,1.8088364771094316,63.0
12,1.8571428571428572,1.6914201889652072,77.0
13,1.9529411764705882,1.617654698224895,85.0
14,1.9210526315789473,1.5122888427346308,76.0
15,1.84,1.9385143377952712,75.0
16,1.875,1.3629961924707108,88.0
17,1.536231884057971,1.255338132851857,69.0
18,2.596774193548387,2.5054673162437644,62.0
19,1.835164835164835,1.3355293271353437,91.0
20,1.7534246575342465,1.614008311952026,73.0
21,1.5416666666666667,1.0200455665049863,72.0
22,1.880952380952381,1.4921865730495782,84.0
23,1.5813953488372092,1.2505539128399419,86.0
24,1.6774193548387097,1.0366116548148285,62.0
25,2.1794871794871793,1.9456484229037332,78.0
26,2.0588235294117645,1.691791887109301,68.0
27,1.5333333333333334,0.8123342942715872,60.0
28,1.872093023255814,1.378801795489428,86.0
29,1.957142857142857,1.6891444904835253,70.0
30,1.5,0.8366600265340755,86.0
31,1.5942028985507246,0.9597616214412173,69.0
32,2.2586206896551726,2.2754243469873203,58.0
33,1.7468354430379747,1.3818266842822051,79.0
34,1.7974683544303798,1.6899381481280726,79.0
35,1.9113924050632911,1.5207106420567507,79.0
36,1.7804878048780488,1.5477932538422459,82.0
37,1.595959595959596,1.577386057330627,99.0
38,1.838235294117647,1.5023394107206234,68.0
39,1.8571428571428572,1.3447195531752072,77.0
40,2.189189189189189,2.0452127576345487,74.0
41,1.7160493827160495,1.2672269715922493,81.0
42,1.9555555555555555,1.6619408655843102,90.0
43,1.9746835443037976,1.5768735990211264,79.0
44,1.6527777777777777,1.0897696128433212,72.0
45,1.953125,1.6274401703093446,64.0
46,1.8405797101449275,1.641584496452751,69.0
47,1.7108433734939759,1.2349594688908274,83.0
48,1.87012987012987,1.7041022435863509,77.0
49,1.9864864864864864,1.7555644859128485,74.0
50,2.1466666666666665,2.0381054619115946,75.0
51,1.8481012658227849,1.459615400651449,79.0
52,2.183333333333333,1.7991680437684283,60.0
53,2.151898734177215,1.6647830966358743,79.0
54,1.783132530120482,1.47373916985271,83.0
55,1.7228915662650603,1.3820562006507813,83.0
56,1.8395061728395061,1.400506962883948,81.0
57,1.901098901098901,1.6934838847440108,91.0
58,2.0128205128205128,1.7394848449490805,78.0
59,2.3466666666666667,2.379491958797504,75.0
60,2.25,2.0920484379350937,76.0
61,2.1666666666666665,1.699119080499514,60.0
62,1.8840579710144927,1.7023878721308416,69.0
63,1.6794871794871795,1.2113488215068222,78.0
64,1.8,1.2861715624813022,60.0
65,2.485294117647059,2.384606398003184,68.0
66,2.3230769230769233,1.9454087962727487,65.0
67,1.8157894736842106,1.6710118795970261,76.0
68,1.7727272727272727,1.2126950855962806,66.0
69,2.1186440677966103,1.661789083287916,59.0
70,1.7704918032786885,1.4876541110413943,61.0
71,2.0350877192982457,1.8989180404406023,57.0
72,2.0476190476190474,1.5905828859417197,63.0
73,1.9538461538461538,1.4079103446105998,65.0
74,2.0517241379310347,2.0725644238445486,58.0
75,2.033333333333333,1.7366114156712058,60.0
76,2.018181818181818,2.0411589762509843,55.0
77,1.98,1.8460105909882576,50.0
78,1.7755102040816326,1.4033487645991785,49.0
79,2.128205128205128,1.9759006897520135,39.0
80,1.880952380952381,1.5334065528142578,42.0
81,1.9024390243902438,1.6248827349809045,41.0
82,2.4313725490196076,1.8682066476788304,51.0
83,2.6222222222222222,2.4335616331258643,45.0
84,2.275,2.0253204874594726,40.0
85,2.5588235294117645,2.4641819156403577,34.0
86,2.081081081081081,2.2032599379906026,37.0
87,2.5,2.5015146926563836,34.0
88,2.6,2.5166114784235827,25.0
89,2.3043478260869565,2.0765964857012733,23.0
90,2.7,2.561653560791787,30.0
91,2.0,1.7126976771553504,31.0
92,1.6896551724137931,0.9298021400838102,29.0
93,1.6363636363636365,0.9534625892455924,22.0
94,1.88,1.855622087962237,25.0
95,2.1052631578947367,2.051956704170308,19.0
96,2.7222222222222223,2.1640255395784296,18.0
97,1.9523809523809523,1.499206139134658,21.0
98,2.3684210526315788,2.476792870624552,19.0
99,2.411764705882353,2.209604702469759,17.0
100,1.736842105263158,1.6276126096272245,19.0
101,1.3846153846153846,1.1208970766356101,13.0
102,1.9,1.3703203194062976,10.0
103,2.6666666666666665,1.7182493859684491,15.0
104,2.0,1.5275252316519468,19.0
105,2.4166666666666665,1.5050420310248864,12.0
106,2.3333333333333335,1.4960264830861913,15.0
107,2.0,1.6832508230603465,13.0
108,1.5,1.0690449676496976,8.0
109,2.3333333333333335,1.9227505550564006,12.0
110,2.2142857142857144,2.1547290184283363,14.0
111,2.5384615384615383,2.1061570302086774,13.0
112,1.6153846153846154,1.325296290046213,13.0
113,1.1111111111111112,0.33333333333333337,9.0
114,2.066666666666667,1.3345232785352157,15.0
115,2.4285714285714284,2.4405007592795287,14.0
