chromosome,window_size,threshold,tolerance_type,tolerance_value,precision,recall,F1,num_detected,num_true,annotation_error,hausdorff_distance,rand_index,adjusted_rand_index,mae_localization
II,50,0.0,full_window,50,0.32142857142857145,1.0,0.4864864864864865,28,5,23,325.0,0.8117066466766617,0.6222444908343034,9.0
II,50,0.0,half_window,25,0.17857142857142858,1.0,0.30303030303030304,28,5,23,325.0,0.8117066466766617,0.6222444908343034,9.0
II,50,0.0,quarter_window,12,0.14285714285714285,0.8,0.24242424242424243,28,5,23,325.0,0.8117066466766617,0.6222444908343034,9.0
II,50,1.0,full_window,50,0.32142857142857145,1.0,0.4864864864864865,28,5,23,325.0,0.8117066466766617,0.6222444908343034,9.0
II,50,1.0,half_window,25,0.17857142857142858,1.0,0.30303030303030304,28,5,23,325.0,0.8117066466766617,0.6222444908343034,9.0
II,50,1.0,quarter_window,12,0.14285714285714285,0.8,0.24242424242424243,28,5,23,325.0,0.8117066466766617,0.6222444908343034,9.0
II,50,10.0,full_window,50,0.2631578947368421,1.0,0.4166666666666667,19,5,14,325.0,0.8148300849575213,0.6285295427113577,9.0
II,50,10.0,half_window,25,0.2631578947368421,1.0,0.4166666666666667,19,5,14,325.0,0.8148300849575213,0.6285295427113577,9.0
II,50,10.0,quarter_window,12,0.21052631578947367,0.8,0.3333333333333333,19,5,14,325.0,0.8148300849575213,0.6285295427113577,9.0
II,50,11.0,full_window,50,0.2631578947368421,1.0,0.4166666666666667,19,5,14,325.0,0.8148300849575213,0.6285295427113577,9.0
II,50,11.0,half_window,25,0.2631578947368421,1.0,0.4166666666666667,19,5,14,325.0,0.8148300849575213,0.6285295427113577,9.0
II,50,11.0,quarter_window,12,0.21052631578947367,0.8,0.3333333333333333,19,5,14,325.0,0.8148300849575213,0.6285295427113577,9.0
II,50,12.0,full_window,50,0.2777777777777778,1.0,0.4347826086956522,18,5,13,325.0,0.8185782108945527,0.6360707658929252,9.0
II,50,12.0,half_window,25,0.2777777777777778,1.0,0.4347826086956522,18,5,13,325.0,0.8185782108945527,0.6360707658929252,9.0
II,50,12.0,quarter_window,12,0.2222222222222222,0.8,0.3478260869565218,18,5,13,325.0,0.8185782108945527,0.6360707658929252,9.0
II,50,13.0,full_window,50,0.2777777777777778,1.0,0.4347826086956522,18,5,13,325.0,0.8185782108945527,0.6360707658929252,9.0
II,50,13.0,half_window,25,0.2777777777777778,1.0,0.4347826086956522,18,5,13,325.0,0.8185782108945527,0.6360707658929252,9.0
II,50,13.0,quarter_window,12,0.2222222222222222,0.8,0.3478260869565218,18,5,13,325.0,0.8185782108945527,0.6360707658929252,9.0
II,50,14.0,full_window,50,0.2777777777777778,1.0,0.4347826086956522,18,5,13,325.0,0.8185782108945527,0.6360707658929252,9.0
II,50,14.0,half_window,25,0.2777777777777778,1.0,0.4347826086956522,18,5,13,325.0,0.8185782108945527,0.6360707658929252,9.0
