chromosome,window_size,threshold,tolerance_type,tolerance_value,precision,recall,F1,num_detected,num_true,annotation_error,hausdorff_distance,rand_index,adjusted_rand_index,mae_localization
IX,50,0.0,full_window,50,0.41379310344827586,1.0,0.5853658536585366,29,6,23,550.0,0.8451699150424787,0.6755598918871287,14.166666666666666
IX,50,0.0,half_window,25,0.2413793103448276,1.0,0.3888888888888889,29,6,23,550.0,0.8451699150424787,0.6755598918871287,14.166666666666666
IX,50,0.0,quarter_window,12,0.06896551724137931,0.3333333333333333,0.1142857142857143,29,6,23,550.0,0.8451699150424787,0.6755598918871287,14.166666666666666
IX,50,1.0,full_window,50,0.45454545454545453,1.0,0.625,22,6,16,550.0,0.8733058470764617,0.7363447707353551,14.166666666666666
IX,50,1.0,half_window,25,0.2727272727272727,1.0,0.42857142857142855,22,6,16,550.0,0.8733058470764617,0.7363447707353551,14.166666666666666
IX,50,1.0,quarter_window,12,0.09090909090909091,0.3333333333333333,0.14285714285714288,22,6,16,550.0,0.8733058470764617,0.7363447707353551,14.166666666666666
IX,50,10.0,full_window,50,1.0,0.6666666666666666,0.8,5,6,1,485.0,0.6889755122438781,0.41032040335996706,17.5
IX,50,10.0,half_window,25,0.8,0.6666666666666666,0.7272727272727272,5,6,1,485.0,0.6889755122438781,0.41032040335996706,17.5
IX,50,10.0,quarter_window,12,0.2,0.16666666666666666,0.1818181818181818,5,6,1,485.0,0.6889755122438781,0.41032040335996706,17.5
IX,50,11.0,full_window,50,1.0,0.6666666666666666,0.8,5,6,1,485.0,0.6889755122438781,0.41032040335996706,17.5
IX,50,11.0,half_window,25,0.8,0.6666666666666666,0.7272727272727272,5,6,1,485.0,0.6889755122438781,0.41032040335996706,17.5
IX,50,11.0,quarter_window,12,0.2,0.16666666666666666,0.1818181818181818,5,6,1,485.0,0.6889755122438781,0.41032040335996706,17.5
IX,50,12.0,full_window,50,1.0,0.6666666666666666,0.8,4,6,2,485.0,0.6898500749625187,0.4122853499821559,17.5
IX,50,12.0,half_window,25,1.0,0.6666666666666666,0.8,4,6,2,485.0,0.6898500749625187,0.4122853499821559,17.5
IX,50,12.0,quarter_window,12,0.25,0.16666666666666666,0.2,4,6,2,485.0,0.6898500749625187,0.4122853499821559,17.5
IX,50,13.0,full_window,50,1.0,0.5,0.6666666666666666,3,6,3,535.0,0.6479710144927536,0.338881567338159,15.0
IX,50,13.0,half_window,25,1.0,0.5,0.6666666666666666,3,6,3,535.0,0.6479710144927536,0.338881567338159,15.0
IX,50,13.0,quarter_window,12,0.3333333333333333,0.16666666666666666,0.2222222222222222,3,6,3,535.0,0.6479710144927536,0.338881567338159,15.0
IX,50,14.0,full_window,50,1.0,0.5,0.6666666666666666,3,6,3,535.0,0.6479710144927536,0.338881567338159,15.0
IX,50,14.0,half_window,25,1.0,0.5,0.6666666666666666,3,6,3,535.0,0.6479710144927536,0.338881567338159,15.0
IX,50,14.0,quarter_window,12,0.3333333333333333,0.16666666666666666,0.2222222222222222,3,6,3,535.0,0.6479710144927536,0.338881567338159,15.0
IX,50,15.0,full_window,50,1.0,0.5,0.6666666666666666,3,6,3,535.0,0.6479710144927536,0.338881567338159,15.0
IX,50,15.0,half_window,25,1.0,0.5,0.6666666666666666,3,6,3,535.0,0.6479710144927536,0.338881567338159,15.0
