chromosome,window_size,threshold,tolerance_type,tolerance_value,precision,recall,F1,num_detected,num_true,annotation_error,hausdorff_distance,rand_index,adjusted_rand_index,mae_localization
XVI,50,0.0,full_window,50,0.20689655172413793,1.0,0.34285714285714286,29,4,25,845.0,0.3805247376311844,0.06977003544779907,8.75
XVI,50,0.0,half_window,25,0.13793103448275862,1.0,0.2424242424242424,29,4,25,845.0,0.3805247376311844,0.06977003544779907,8.75
XVI,50,0.0,quarter_window,12,0.10344827586206896,0.75,0.18181818181818182,29,4,25,845.0,0.3805247376311844,0.06977003544779907,8.75
XVI,50,1.0,full_window,50,0.20833333333333334,1.0,0.3448275862068966,24,4,20,720.0,0.45186406796601697,0.09450638512713672,8.75
XVI,50,1.0,half_window,25,0.16666666666666666,1.0,0.2857142857142857,24,4,20,720.0,0.45186406796601697,0.09450638512713672,8.75
XVI,50,1.0,quarter_window,12,0.125,0.75,0.21428571428571427,24,4,20,720.0,0.45186406796601697,0.09450638512713672,8.75
XVI,50,10.0,full_window,50,0.36363636363636365,1.0,0.5333333333333333,11,4,7,570.0,0.5554497751124438,0.1405460550566894,8.75
XVI,50,10.0,half_window,25,0.36363636363636365,1.0,0.5333333333333333,11,4,7,570.0,0.5554497751124438,0.1405460550566894,8.75
XVI,50,10.0,quarter_window,12,0.2727272727272727,0.75,0.39999999999999997,11,4,7,570.0,0.5554497751124438,0.1405460550566894,8.75
XVI,50,11.0,full_window,50,0.42857142857142855,0.75,0.5454545454545454,7,4,3,495.0,0.6060869565217392,0.16963977812283174,10.0
XVI,50,11.0,half_window,25,0.42857142857142855,0.75,0.5454545454545454,7,4,3,495.0,0.6060869565217392,0.16963977812283174,10.0
XVI,50,11.0,quarter_window,12,0.2857142857142857,0.5,0.36363636363636365,7,4,3,495.0,0.6060869565217392,0.16963977812283174,10.0
XVI,50,12.0,full_window,50,0.42857142857142855,0.75,0.5454545454545454,7,4,3,495.0,0.6060869565217392,0.16963977812283174,10.0
XVI,50,12.0,half_window,25,0.42857142857142855,0.75,0.5454545454545454,7,4,3,495.0,0.6060869565217392,0.16963977812283174,10.0
XVI,50,12.0,quarter_window,12,0.2857142857142857,0.5,0.36363636363636365,7,4,3,495.0,0.6060869565217392,0.16963977812283174,10.0
XVI,50,13.0,full_window,50,0.6,0.75,0.6666666666666665,5,4,1,495.0,0.6458170914542729,0.19410789762937178,10.0
XVI,50,13.0,half_window,25,0.6,0.75,0.6666666666666665,5,4,1,495.0,0.6458170914542729,0.19410789762937178,10.0
XVI,50,13.0,quarter_window,12,0.4,0.5,0.4444444444444445,5,4,1,495.0,0.6458170914542729,0.19410789762937178,10.0
XVI,50,14.0,full_window,50,0.6,0.75,0.6666666666666665,5,4,1,495.0,0.6458170914542729,0.19410789762937178,10.0
XVI,50,14.0,half_window,25,0.6,0.75,0.6666666666666665,5,4,1,495.0,0.6458170914542729,0.19410789762937178,10.0
XVI,50,14.0,quarter_window,12,0.4,0.5,0.4444444444444445,5,4,1,495.0,0.6458170914542729,0.19410789762937178,10.0
XVI,50,15.0,full_window,50,0.5,0.5,0.5,4,4,0,495.0,0.6458170914542729,0.19410789762937178,5.0
XVI,50,15.0,half_window,25,0.5,0.5,0.5,4,4,0,495.0,0.6458170914542729,0.19410789762937178,5.0
XVI,50,15.0,quarter_window,12,0.5,0.5,0.5,4,4,0,495.0,0.6458170914542729,0.19410789762937178,5.0
XVI,50,16.0,full_window,50,0.5,0.5,0.5,4,4,0,495.0,0.6458170914542729,0.19410789762937178,5.0
XVI,50,16.0,half_window,25,0.5,0.5,0.5,4,4,0,495.0,0.6458170914542729,0.19410789762937178,5.0
XVI,50,16.0,quarter_window,12,0.5,0.5,0.5,4,4,0,495.0,0.6458170914542729,0.19410789762937178,5.0
XVI,50,17.0,full_window,50,0.5,0.5,0.5,4,4,0,495.0,0.6458170914542729,0.19410789762937178,5.0
XVI,50,17.0,half_window,25,0.5,0.5,0.5,4,4,0,495.0,0.6458170914542729,0.19410789762937178,5.0
XVI,50,17.0,quarter_window,12,0.5,0.5,0.5,4,4,0,495.0,0.6458170914542729,0.19410789762937178,5.0
XVI,50,18.0,full_window,50,0.6666666666666666,0.5,0.5714285714285715,3,4,1,505.0,0.6458170914542729,0.19410789762937178,5.0
XVI,50,18.0,half_window,25,0.6666666666666666,0.5,0.5714285714285715,3,4,1,505.0,0.6458170914542729,0.19410789762937178,5.0
XVI,50,18.0,quarter_window,12,0.6666666666666666,0.5,0.5714285714285715,3,4,1,505.0,0.6458170914542729,0.19410789762937178,5.0
XVI,50,19.0,full_window,50,0.6666666666666666,0.5,0.5714285714285715,3,4,1,505.0,0.6458170914542729,0.19410789762937178,5.0
XVI,50,19.0,half_window,25,0.6666666666666666,0.5,0.5714285714285715,3,4,1,505.0,0.6458170914542729,0.19410789762937178,5.0
XVI,50,19.0,quarter_window,12,0.6666666666666666,0.5,0.5714285714285715,3,4,1,505.0,0.6458170914542729,0.19410789762937178,5.0
XVI,50,2.0,full_window,50,0.21739130434782608,1.0,0.3571428571428571,23,4,19,720.0,0.4541129435282359,0.09505976587475112,8.75
XVI,50,2.0,half_window,25,0.17391304347826086,1.0,0.29629629629629634,23,4,19,720.0,0.4541129435282359,0.09505976587475112,8.75
XVI,50,2.0,quarter_window,12,0.13043478260869565,0.75,0.22222222222222218,23,4,19,720.0,0.4541129435282359,0.09505976587475112,8.75
XVI,50,20.0,full_window,50,1.0,0.5,0.6666666666666666,2,4,2,505.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,20.0,half_window,25,1.0,0.5,0.6666666666666666,2,4,2,505.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,20.0,quarter_window,12,1.0,0.5,0.6666666666666666,2,4,2,505.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,21.0,full_window,50,1.0,0.5,0.6666666666666666,2,4,2,505.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,21.0,half_window,25,1.0,0.5,0.6666666666666666,2,4,2,505.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,21.0,quarter_window,12,1.0,0.5,0.6666666666666666,2,4,2,505.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,22.0,full_window,50,1.0,0.5,0.6666666666666666,2,4,2,505.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,22.0,half_window,25,1.0,0.5,0.6666666666666666,2,4,2,505.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,22.0,quarter_window,12,1.0,0.5,0.6666666666666666,2,4,2,505.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,23.0,full_window,50,1.0,0.5,0.6666666666666666,2,4,2,505.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,23.0,half_window,25,1.0,0.5,0.6666666666666666,2,4,2,505.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,23.0,quarter_window,12,1.0,0.5,0.6666666666666666,2,4,2,505.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,24.0,full_window,50,1.0,0.5,0.6666666666666666,2,4,2,505.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,24.0,half_window,25,1.0,0.5,0.6666666666666666,2,4,2,505.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,24.0,quarter_window,12,1.0,0.5,0.6666666666666666,2,4,2,505.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,25.0,full_window,50,1.0,0.25,0.4,1,4,3,655.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,25.0,half_window,25,1.0,0.25,0.4,1,4,3,655.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,25.0,quarter_window,12,1.0,0.25,0.4,1,4,3,655.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,26.0,full_window,50,1.0,0.25,0.4,1,4,3,655.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,26.0,half_window,25,1.0,0.25,0.4,1,4,3,655.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,26.0,quarter_window,12,1.0,0.25,0.4,1,4,3,655.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,27.0,full_window,50,1.0,0.25,0.4,1,4,3,655.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,27.0,half_window,25,1.0,0.25,0.4,1,4,3,655.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,27.0,quarter_window,12,1.0,0.25,0.4,1,4,3,655.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,28.0,full_window,50,1.0,0.25,0.4,1,4,3,655.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,28.0,half_window,25,1.0,0.25,0.4,1,4,3,655.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,28.0,quarter_window,12,1.0,0.25,0.4,1,4,3,655.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,29.0,full_window,50,1.0,0.25,0.4,1,4,3,655.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,29.0,half_window,25,1.0,0.25,0.4,1,4,3,655.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,29.0,quarter_window,12,1.0,0.25,0.4,1,4,3,655.0,0.9950124937531234,0.9638329817522558,5.0
XVI,50,3.0,full_window,50,0.23809523809523808,1.0,0.3846153846153846,21,4,17,720.0,0.4566116941529235,0.09603272653985702,8.75
XVI,50,3.0,half_window,25,0.19047619047619047,1.0,0.32,21,4,17,720.0,0.4566116941529235,0.09603272653985702,8.75
XVI,50,3.0,quarter_window,12,0.14285714285714285,0.75,0.24,21,4,17,720.0,0.4566116941529235,0.09603272653985702,8.75
