chromosome,window_size,threshold,tolerance_type,tolerance_value,precision,recall,F1,num_detected,num_true,annotation_error,hausdorff_distance,rand_index,adjusted_rand_index,mae_localization
IV,50,0.0,full_window,50,0.34615384615384615,1.0,0.5142857142857142,26,7,19,840.0,0.3784407796101949,0.05543980391422522,6.428571428571429
IV,50,0.0,half_window,25,0.2692307692307692,1.0,0.42424242424242425,26,7,19,840.0,0.3784407796101949,0.05543980391422522,6.428571428571429
IV,50,0.0,quarter_window,12,0.19230769230769232,0.7142857142857143,0.30303030303030304,26,7,19,840.0,0.3784407796101949,0.05543980391422522,6.428571428571429
IV,50,1.0,full_window,50,0.391304347826087,1.0,0.5625,23,7,16,790.0,0.405952023988006,0.06261955541297544,6.428571428571429
IV,50,1.0,half_window,25,0.30434782608695654,1.0,0.4666666666666667,23,7,16,790.0,0.405952023988006,0.06261955541297544,6.428571428571429
IV,50,1.0,quarter_window,12,0.21739130434782608,0.7142857142857143,0.3333333333333333,23,7,16,790.0,0.405952023988006,0.06261955541297544,6.428571428571429
IV,50,10.0,full_window,50,0.8333333333333334,0.7142857142857143,0.7692307692307692,6,7,1,665.0,0.5706196901549225,0.12054030795185405,17.0
IV,50,10.0,half_window,25,0.6666666666666666,0.5714285714285714,0.6153846153846153,6,7,1,665.0,0.5706196901549225,0.12054030795185405,17.0
IV,50,10.0,quarter_window,12,0.3333333333333333,0.2857142857142857,0.30769230769230765,6,7,1,665.0,0.5706196901549225,0.12054030795185405,17.0
IV,50,11.0,full_window,50,0.75,0.42857142857142855,0.5454545454545454,4,7,3,665.0,0.5706196901549225,0.12054030795185405,11.666666666666666
IV,50,11.0,half_window,25,0.75,0.42857142857142855,0.5454545454545454,4,7,3,665.0,0.5706196901549225,0.12054030795185405,11.666666666666666
IV,50,11.0,quarter_window,12,0.25,0.14285714285714285,0.18181818181818182,4,7,3,665.0,0.5706196901549225,0.12054030795185405,11.666666666666666
IV,50,12.0,full_window,50,1.0,0.42857142857142855,0.6,3,7,4,525.0,0.9851124437781109,0.8779577327137422,11.666666666666666
IV,50,12.0,half_window,25,1.0,0.42857142857142855,0.6,3,7,4,525.0,0.9851124437781109,0.8779577327137422,11.666666666666666
IV,50,12.0,quarter_window,12,0.3333333333333333,0.14285714285714285,0.2,3,7,4,525.0,0.9851124437781109,0.8779577327137422,11.666666666666666
IV,50,13.0,full_window,50,1.0,0.2857142857142857,0.4444444444444445,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,13.0,half_window,25,1.0,0.2857142857142857,0.4444444444444445,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,13.0,quarter_window,12,0.0,0.0,0.0,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,14.0,full_window,50,1.0,0.2857142857142857,0.4444444444444445,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,14.0,half_window,25,1.0,0.2857142857142857,0.4444444444444445,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,14.0,quarter_window,12,0.0,0.0,0.0,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,15.0,full_window,50,1.0,0.2857142857142857,0.4444444444444445,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,15.0,half_window,25,1.0,0.2857142857142857,0.4444444444444445,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,15.0,quarter_window,12,0.0,0.0,0.0,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,16.0,full_window,50,1.0,0.2857142857142857,0.4444444444444445,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,16.0,half_window,25,1.0,0.2857142857142857,0.4444444444444445,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,16.0,quarter_window,12,0.0,0.0,0.0,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,17.0,full_window,50,1.0,0.2857142857142857,0.4444444444444445,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,17.0,half_window,25,1.0,0.2857142857142857,0.4444444444444445,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,17.0,quarter_window,12,0.0,0.0,0.0,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,18.0,full_window,50,1.0,0.2857142857142857,0.4444444444444445,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,18.0,half_window,25,1.0,0.2857142857142857,0.4444444444444445,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,18.0,quarter_window,12,0.0,0.0,0.0,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,19.0,full_window,50,1.0,0.2857142857142857,0.4444444444444445,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,19.0,half_window,25,1.0,0.2857142857142857,0.4444444444444445,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
IV,50,19.0,quarter_window,12,0.0,0.0,0.0,2,7,5,825.0,0.9851124437781109,0.8779577327137422,15.0
