distance,mean_nonzero,std_nonzero,count_nonzero
0,12.378277153558052,17.991935746546545,267.0
1,12.26843100189036,17.358949028075973,529.0
2,12.511066398390343,17.07775087265785,497.0
3,12.371171171171172,16.820003709844045,555.0
4,13.29746835443038,17.83735876704869,474.0
5,12.263056092843327,16.30726192275669,517.0
6,13.202334630350194,19.04109422781889,514.0
7,12.78611632270169,17.559973349183576,533.0
8,12.929924242424242,17.640862044029753,528.0
9,14.130824372759857,19.52135735178253,558.0
10,12.205769230769231,16.31440742351846,520.0
11,12.495029821073558,17.100111691729587,503.0
12,12.008316008316008,17.478437116437615,481.0
13,14.321495327102804,18.969653609368702,535.0
14,12.718095238095238,16.30214932764499,525.0
15,13.267924528301887,17.48917865353858,530.0
16,13.026476578411405,17.877283259596197,491.0
17,14.055350553505535,18.68427925013026,542.0
18,13.27766990291262,17.591964760425963,515.0
19,12.862857142857143,17.046866567204873,525.0
20,12.960992907801419,18.392945103028094,564.0
21,12.072978303747535,16.426522213215655,507.0
22,13.501838235294118,18.049553141893423,544.0
23,12.703839122486288,17.292147211885347,547.0
24,13.02868068833652,17.780729688516228,523.0
25,12.848148148148148,17.275759081784273,540.0
26,13.47834274952919,17.811301317052305,531.0
27,12.419117647058824,16.96016572205198,544.0
28,12.458407079646017,16.10131225470005,565.0
29,11.560311284046692,15.998454503220222,514.0
30,12.610412926391382,16.106014538848147,557.0
31,13.782857142857143,17.152395383551383,525.0
32,12.772727272727273,17.757880002443468,572.0
33,13.397388059701493,18.372997066412424,536.0
34,12.203971119133573,17.09731487349497,554.0
35,12.843575418994414,17.213045010567207,537.0
36,13.532846715328468,17.995551388071966,548.0
37,12.920353982300885,17.896937806596895,565.0
38,12.478476821192054,16.54566624949248,604.0
39,12.73952641165756,16.93761375251305,549.0
40,12.655109489051094,17.027229278913595,548.0
41,12.341726618705035,17.27108044437635,556.0
42,13.284629981024668,18.02887974218762,527.0
43,13.549371633752244,18.524138067699894,557.0
44,12.73952641165756,17.35585853027012,549.0
45,12.784148397976391,17.113017162685644,593.0
46,13.49415692821369,17.78070285154849,599.0
47,11.594306049822064,15.080384833843803,562.0
48,13.823426573426573,17.718719067723377,572.0
49,13.299474605954465,17.678304169800004,571.0
50,13.923469387755102,17.996571513465167,588.0
51,13.626,17.41564622593528,500.0
52,13.80887372013652,18.13117416710907,586.0
53,13.194957983193277,17.684638508653027,595.0
54,13.117263843648209,16.711229240044172,614.0
55,13.659498207885305,17.494154174134827,558.0
56,13.573214285714286,18.12493899634595,560.0
57,14.282952548330405,17.46664046962894,569.0
58,13.847426470588236,18.154256987597908,544.0
59,14.071929824561403,17.88235578133715,570.0
60,13.184643510054844,16.779017891461525,547.0
61,14.514705882352942,19.111569411341726,544.0
62,14.1,18.370572176116937,540.0
63,15.608303249097473,19.810403398974895,554.0
64,12.760589318600369,16.574714916396346,543.0
65,13.98981324278438,18.438809396809365,589.0
66,15.194139194139193,19.502877757328182,546.0
67,14.150709219858156,18.17607730926124,564.0
68,14.62257495590829,18.66494754496033,567.0
69,12.907637655417407,17.530410646482572,563.0
70,14.183673469387756,17.89201480872081,539.0
71,13.995983935742972,17.474902495841796,498.0
72,15.499058380414313,18.204433916110087,531.0
73,13.60762331838565,18.552466390487044,446.0
74,15.187242798353909,18.732845673344457,486.0
75,13.756818181818181,17.376638386263267,440.0
76,15.065359477124183,19.049925168948736,459.0
77,14.717724288840262,18.374788841921966,457.0
78,14.330097087378642,18.180970961421178,412.0
79,13.961139896373057,17.2532260938444,386.0
80,15.84841075794621,18.22480812098033,409.0
81,16.43888888888889,18.217247907537164,360.0
82,12.447802197802197,14.641915777510047,364.0
83,16.429447852760735,19.35020391867216,326.0
84,17.02364864864865,20.34522677202068,296.0
85,13.758064516129032,17.742025405726437,310.0
86,13.647457627118644,16.747355928300586,295.0
87,15.936974789915967,18.88316896430212,238.0
88,14.022522522522523,17.58455814090313,222.0
89,13.924,18.300652434218634,250.0
90,16.031390134529147,18.770397945963,223.0
91,16.923076923076923,19.841621118952776,195.0
92,16.36,19.883615388543912,175.0
93,14.741758241758241,17.373514903321265,182.0
94,15.973821989528796,18.475712237527812,191.0
95,14.525423728813559,16.35857705129934,177.0
96,14.9,18.407750623551696,160.0
97,14.611510791366907,17.454085021359724,139.0
98,13.853846153846154,15.885789826941572,130.0
99,16.142857142857142,18.924948603726232,133.0
