distance,median_nonzero,std_nonzero,count_nonzero
0,2.0,20.694202086574876,225.0
1,2.0,18.889413369159726,495.0
2,2.0,17.363326338971838,506.0
3,2.0,19.497083101590317,510.0
4,2.0,18.84002197423276,496.0
5,2.0,17.381503930489746,496.0
6,2.0,17.185257211646004,508.0
7,3.0,19.060654100531643,495.0
8,2.0,19.362557877259835,516.0
9,2.0,18.91957744730179,508.0
10,2.0,21.001992179846972,493.0
11,2.0,20.61494788138706,500.0
12,2.0,18.24046189189901,485.0
13,2.0,18.51215489032869,506.0
14,3.0,19.65650849981568,481.0
15,2.0,21.419206674999682,485.0
16,2.0,15.7165098805504,489.0
17,2.0,19.230443475844858,472.0
18,2.0,19.28831712806011,504.0
19,2.0,17.516188490825986,508.0
20,2.0,15.162167016368173,473.0
21,2.0,20.035398524782927,503.0
22,2.0,19.025870894786117,483.0
23,2.0,19.532964577122208,472.0
24,2.0,20.783156941759625,510.0
25,2.0,20.758541675162547,474.0
26,2.0,19.027970925874236,499.0
27,2.0,19.489857003265715,502.0
28,2.0,19.14459016642385,481.0
29,2.0,20.23499744570278,476.0
30,2.0,21.43363970868529,439.0
31,2.0,18.986137580830498,472.0
32,2.0,21.180276337949188,511.0
33,2.0,22.287505737225302,506.0
34,2.0,19.895137649159455,481.0
35,2.0,20.759567732587843,503.0
36,2.0,20.329009694410527,510.0
37,2.0,22.872041816120845,554.0
38,2.0,20.503602807244768,532.0
39,3.0,19.35854988328227,509.0
40,3.0,20.1266817685487,529.0
41,2.0,20.8726265239876,494.0
42,2.0,19.49381966811698,537.0
43,2.0,20.06051308414922,547.0
44,2.0,19.978490154600138,528.0
45,2.0,20.027956460177716,564.0
46,2.0,22.538503601353185,541.0
47,3.0,19.679287918654413,553.0
48,2.0,20.656284607054882,565.0
49,2.0,20.394371632914286,567.0
50,2.0,18.109984708480344,545.0
51,2.0,21.644220193038223,515.0
52,3.0,21.576201666967137,508.0
53,2.0,19.529946040883665,541.0
54,3.0,20.283592829817,559.0
55,2.0,19.693360150057238,540.0
56,2.5,20.976663912479058,532.0
57,3.0,21.50694522133906,558.0
58,3.0,21.441348549862504,495.0
59,3.0,21.170488378609065,508.0
60,2.0,19.7177320718036,520.0
61,2.0,18.938777668366807,521.0
62,3.0,20.39473918403805,485.0
63,2.0,19.68147192588483,508.0
64,2.0,20.400146468883595,500.0
65,2.0,23.12081838172309,535.0
66,3.0,23.64314963440937,506.0
67,2.0,21.370299051192923,483.0
68,2.0,20.234570654057947,531.0
69,3.0,20.901937792784096,457.0
70,2.5,21.04328998537481,446.0
71,3.0,20.853908806563183,453.0
72,3.0,20.13466183483448,444.0
73,2.0,20.524326186707007,491.0
74,3.0,21.38472902504735,442.0
75,3.0,21.535304439011412,422.0
76,3.0,19.413020389627064,393.0
77,2.0,19.742597814415184,426.0
78,3.0,22.471540954431777,407.0
79,4.0,23.611696150889955,410.0
80,4.0,24.903103174180817,359.0
81,3.0,20.54268016150553,361.0
82,4.0,22.588578093633785,339.0
83,4.0,22.533540960462556,298.0
84,3.0,21.487459492944144,297.0
85,3.0,23.82052606681774,274.0
86,3.0,21.84079117502829,261.0
87,3.0,19.931525567513205,266.0
88,6.0,22.279701350250118,234.0
89,4.0,24.72324312444261,244.0
90,4.0,21.445585942305442,231.0
91,5.0,21.72691936046768,241.0
92,6.0,23.241236293638128,181.0
93,3.0,24.821738665704643,191.0
94,4.0,18.32240560829835,188.0
95,4.0,20.860320610750268,170.0
96,7.0,25.149565783375575,179.0
97,5.0,25.29340175793556,188.0
98,6.0,25.3873401345266,180.0
99,2.0,18.696427251969038,173.0
100,4.0,22.19350399671629,167.0
101,5.0,23.217760089242972,146.0
102,2.0,19.83515080277733,146.0
103,4.5,27.943174962074668,122.0
104,3.0,19.540504545755525,146.0
105,3.0,24.72741719812892,125.0
106,4.0,21.081922248317085,131.0
107,4.0,24.99052870987204,117.0
108,6.0,22.773226708605648,119.0
109,5.0,24.873375777680035,148.0
110,4.0,22.327296854907626,118.0
111,3.0,24.09261651974971,128.0
112,3.0,24.450380411547343,117.0
113,5.0,20.777728595836475,120.0
114,3.5,21.86056489482057,122.0
115,4.0,25.202101404201276,122.0
116,3.0,22.834930316363824,95.0
117,7.0,20.858520706343764,116.0
