Bin_Center,Mean_Nonzero,Std_Nonzero,Count_Nonzero
-160000.0,,,0
-150000.0,9.095971563981042,11.637324207622067,844
-140000.0,12.275682704811443,14.817104680338403,1538
-130000.0,11.903225806451612,15.11951125180171,868
-120000.0,12.938202247191011,15.395995313070365,890
-110000.0,12.412151067323482,15.51005351388115,609
-100000.0,13.03139534883721,15.484272403983654,860
-90000.0,12.271317829457365,17.23656169979464,516
-80000.0,11.624203821656051,14.51190525402958,628
-70000.0,12.43764705882353,15.046891578164525,850
-60000.0,11.268428372739917,14.926243611913952,719
-50000.0,13.181297709923664,15.66194791975086,1048
-40000.0,12.844444444444445,15.66689368297489,1260
-30000.0,12.624324324324323,15.317901568877906,740
-20000.0,12.21244131455399,14.444616386879904,852
-10000.0,8.301917808219178,11.569172287440727,1825
0.0,11.162689804772235,14.831869776006863,922
10000.0,12.406719717064545,14.530800638465292,1131
20000.0,13.086343612334801,15.49630263479643,1135
30000.0,14.882446386020652,16.990566026917655,1259
40000.0,14.169333333333332,16.71785398143399,750
50000.0,13.525214081826832,15.722113084286029,1051
60000.0,14.051996285979573,16.43283864908618,1077
70000.0,11.359516616314199,13.958466327531081,662
80000.0,16.58015943312666,17.93776167603389,1129
90000.0,12.090909090909092,14.675467118373763,671
100000.0,13.118077324973877,14.97919258589711,957
110000.0,12.677083333333334,15.091445132836954,960
120000.0,12.334146341463414,15.0751355341229,410
130000.0,,,0
140000.0,,,0
150000.0,,,0
160000.0,,,0
