Position,Value,Nucleosome_Distance,Centromere_Distance
67,23,166,-555948
76,17,157,-555939
88,2,145,-555927
96,3,137,-555919
99,1,134,-555916
104,3,129,-555911
105,1,128,-555910
118,1,115,-555897
119,1,114,-555896
120,3,113,-555895
121,2,112,-555894
126,1,107,-555889
133,3,100,-555882
136,1,97,-555879
137,1,96,-555878
142,13,91,-555873
144,4,89,-555871
147,3,86,-555868
151,3,82,-555864
156,1,77,-555859
159,1,74,-555856
164,3,69,-555851
170,1,63,-555845
175,2,58,-555840
179,1,54,-555836
185,1,48,-555830
188,2,45,-555827
190,2,43,-555825
197,4,36,-555818
205,2,28,-555810
251,1,18,-555764
278,14,45,-555737
302,1,69,-555713
309,1,76,-555706
313,1,80,-555702
322,2,71,-555693
327,6,66,-555688
332,4,61,-555683
339,3,54,-555676
345,1,48,-555670
346,2,47,-555669
351,2,42,-555664
366,1,27,-555649
381,2,12,-555634
416,16,23,-555599
439,1,46,-555576
447,1,54,-555568
448,2,55,-555567
450,7,57,-555565
458,1,65,-555557
473,1,64,-555542
492,1,45,-555523
500,2,37,-555515
516,1,21,-555499
524,3,13,-555491
525,2,12,-555490
531,3,6,-555484
537,1,0,-555478
549,2,12,-555466
554,9,17,-555461
558,13,21,-555457
564,1,27,-555451
571,3,34,-555444
604,1,67,-555411
619,1,62,-555396
628,4,53,-555387
637,7,44,-555378
642,1,39,-555373
655,3,26,-555360
660,1,21,-555355
670,4,11,-555345
680,2,1,-555335
689,1,8,-555326
693,1,12,-555322
700,1,19,-555315
704,2,23,-555311
709,2,28,-555306
760,2,79,-555255
804,3,37,-555211
815,1,26,-555200
818,2,23,-555197
827,1,14,-555188
866,2,25,-555149
876,4,35,-555139
878,2,37,-555137
892,2,51,-555123
918,1,67,-555097
929,9,56,-555086
946,1,39,-555069
961,5,24,-555054
968,1,17,-555047
982,1,3,-555033
1007,3,22,-555008
1012,1,27,-555003
1022,1,37,-554993
1054,3,69,-554961
1057,1,72,-554958
1095,3,34,-554920
1121,1,8,-554894
1128,12,1,-554887
1136,1,7,-554879
1148,2,19,-554867
1173,2,44,-554842
1177,1,48,-554838
1186,2,57,-554829
1197,2,68,-554818
1229,1,60,-554786
1258,1,31,-554757
1263,6,26,-554752
1299,1,10,-554716
1303,1,14,-554712
1318,3,29,-554697
1376,1,57,-554639
1453,1,20,-554562
1479,1,46,-554536
1483,1,50,-554532
1488,1,55,-554527
1535,3,42,-554480
1587,1,10,-554428
1612,2,35,-554403
1640,4,63,-554375
1696,1,41,-554319
1735,1,2,-554280
1799,2,62,-554216
1810,2,73,-554205
1886,1,11,-554129
1914,6,17,-554101
1925,3,28,-554090
1942,8,45,-554073
1954,1,57,-554061
1962,3,65,-554053
1964,1,67,-554051
1983,1,74,-554032
2008,6,49,-554007
2014,4,43,-554001
2018,7,39,-553997
2040,2,17,-553975
2050,1,7,-553965
2054,1,3,-553961
2072,3,15,-553943
2074,2,17,-553941
2081,1,24,-553934
2103,3,46,-553912
2106,1,49,-553909
2113,2,56,-553902
2114,1,57,-553901
2115,5,58,-553900
2116,2,59,-553899
2118,2,61,-553897
2146,1,55,-553869
2163,1,38,-553852
2178,4,23,-553837
2206,5,5,-553809
2238,1,37,-553777
2248,6,47,-553767
2249,2,48,-553766
2253,2,52,-553762
2258,4,57,-553757
2264,1,63,-553751
2270,3,59,-553745
2276,1,53,-553739
2283,3,46,-553732
2295,2,34,-553720
2322,3,7,-553693
2323,1,6,-553692
2324,1,5,-553691
2328,1,1,-553687
2364,2,35,-553651
2372,1,43,-553643
2375,2,46,-553640
2388,2,59,-553627
2390,2,61,-553625
2393,1,64,-553622
2402,2,71,-553613
2410,1,63,-553605
2414,2,59,-553601
2435,1,38,-553580
2437,1,36,-553578
2443,3,30,-553572
2451,2,22,-553564
2455,5,18,-553560
2460,2,13,-553555
2491,1,18,-553524
2533,1,60,-553482
2539,3,66,-553476
2557,2,76,-553458
2564,4,69,-553451
2566,2,67,-553449
2572,1,61,-553443
2574,3,59,-553441
2580,1,53,-553435
2594,2,39,-553421
2611,1,22,-553404
2630,1,3,-553385
2651,1,18,-553364
2672,7,39,-553343
2702,6,69,-553313
2703,1,70,-553312
2706,1,73,-553309
2707,1,74,-553308
2708,1,75,-553307
2721,1,72,-553294
2747,5,46,-553268
2786,3,7,-553229
2800,3,7,-553215
2815,1,22,-553200
2821,1,28,-553194
2848,1,55,-553167
2852,2,59,-553163
2860,2,67,-553155
2865,4,72,-553150
2872,2,79,-553143
2873,4,80,-553142
2877,1,76,-553138
2888,2,65,-553127
2889,5,64,-553126
2913,1,40,-553102
2972,1,19,-553043
2976,1,23,-553039
3013,3,60,-553002
3018,4,65,-552997
3027,4,74,-552988
3044,1,69,-552971
3046,2,67,-552969
3067,1,46,-552948
3110,2,3,-552905
3116,3,3,-552899
3118,1,5,-552897
3153,2,40,-552862
