Position,Value,Nucleosome_Distance,Centromere_Distance
1,1,44,-355686
12,1,33,-355675
27,2,18,-355660
37,1,8,-355650
43,1,2,-355644
71,3,26,-355616
76,10,31,-355611
80,11,35,-355607
83,48,38,-355604
92,31,47,-355595
101,2,56,-355586
102,10,57,-355585
103,5,58,-355584
104,5,59,-355583
113,3,68,-355574
128,1,83,-355559
131,9,86,-355556
139,21,94,-355548
146,10,101,-355541
148,1,103,-355539
153,8,108,-355534
154,10,109,-355533
176,29,131,-355511
185,45,140,-355502
195,1,150,-355492
197,109,152,-355490
207,44,162,-355480
218,19,173,-355469
222,18,175,-355465
226,42,171,-355461
228,7,169,-355459
232,5,165,-355455
240,5,157,-355447
241,1,156,-355446
245,1,152,-355442
250,1,147,-355437
256,1,141,-355431
260,1,137,-355427
268,135,129,-355419
271,69,126,-355416
272,78,125,-355415
273,6,124,-355414
274,31,123,-355413
275,35,122,-355412
277,17,120,-355410
279,14,118,-355408
281,11,116,-355406
282,17,115,-355405
283,4,114,-355404
284,81,113,-355403
287,34,110,-355400
289,21,108,-355398
290,15,107,-355397
293,2,104,-355394
295,1,102,-355392
299,33,98,-355388
302,9,95,-355385
304,11,93,-355383
306,1,91,-355381
308,11,89,-355379
310,3,87,-355377
311,3,86,-355376
312,6,85,-355375
315,40,82,-355372
316,5,81,-355371
319,4,78,-355368
320,13,77,-355367
322,19,75,-355365
325,94,72,-355362
329,1,68,-355358
330,19,67,-355357
331,13,66,-355356
333,8,64,-355354
334,16,63,-355353
336,36,61,-355351
340,5,57,-355347
343,26,54,-355344
344,9,53,-355343
346,16,51,-355341
347,3,50,-355340
350,7,47,-355337
351,1,46,-355336
352,13,45,-355335
354,7,43,-355333
355,12,42,-355332
358,20,39,-355329
360,2,37,-355327
361,1,36,-355326
365,4,32,-355322
366,18,31,-355321
369,4,28,-355318
371,55,26,-355316
372,1,25,-355315
375,1,22,-355312
381,58,16,-355306
382,1,15,-355305
387,38,10,-355300
390,5,7,-355297
392,52,5,-355295
396,7,1,-355291
399,19,2,-355288
400,11,3,-355287
401,41,4,-355286
404,36,7,-355283
420,6,23,-355267
421,1,24,-355266
423,5,26,-355264
429,1,32,-355258
432,9,35,-355255
435,77,38,-355252
439,3,42,-355248
443,7,46,-355244
447,1,50,-355240
448,1,51,-355239
451,2,54,-355236
454,1,57,-355233
458,3,61,-355229
464,14,67,-355223
468,7,71,-355219
472,2,69,-355215
483,34,58,-355204
493,1,48,-355194
500,3,41,-355187
507,8,34,-355180
514,20,27,-355173
518,1,23,-355169
532,132,9,-355155
550,58,9,-355137
552,8,11,-355135
558,19,17,-355129
564,1,23,-355123
572,27,31,-355115
580,11,39,-355107
584,2,43,-355103
585,3,44,-355102
589,65,48,-355098
610,17,59,-355077
642,6,27,-355045
650,24,19,-355037
653,34,16,-355034
658,24,11,-355029
659,4,10,-355028
661,2,8,-355026
687,6,18,-355000
690,18,21,-354997
693,6,24,-354994
707,43,38,-354980
709,1,40,-354978
717,74,48,-354970
725,56,56,-354962
727,35,58,-354960
728,44,59,-354959
730,24,61,-354957
734,65,65,-354953
736,17,67,-354951
738,19,69,-354949
739,24,70,-354948
742,1,71,-354945
745,2,68,-354942
746,16,67,-354941
747,99,66,-354940
751,172,62,-354936
752,6,61,-354935
755,7,58,-354932
756,62,57,-354931
759,1,54,-354928
762,58,51,-354925
764,4,49,-354923
765,19,48,-354922
769,38,44,-354918
772,3,41,-354915
777,1,36,-354910
787,8,26,-354900
790,1,23,-354897
794,1,19,-354893
797,19,16,-354890
798,4,15,-354889
800,9,13,-354887
802,10,11,-354885
805,34,8,-354882
809,33,4,-354878
811,5,2,-354876
816,6,3,-354871
819,30,6,-354868
822,8,9,-354865
828,3,15,-354859
831,3,18,-354856
835,5,22,-354852
836,3,23,-354851
839,4,26,-354848
840,12,27,-354847
841,1,28,-354846
842,3,29,-354845
845,6,32,-354842
848,46,35,-354839
849,2,36,-354838
851,5,38,-354836
856,5,43,-354831
859,1,46,-354828
860,9,47,-354827
862,17,49,-354825
863,55,50,-354824
864,3,51,-354823
866,6,53,-354821
869,3,56,-354818
873,16,60,-354814
874,5,61,-354813
880,53,67,-354807
884,13,71,-354803
886,1,73,-354801
889,17,76,-354798
890,15,77,-354797
896,76,77,-354791
903,2,70,-354784
906,2,67,-354781
911,7,62,-354776
917,1,56,-354770
928,1,45,-354759
936,1,37,-354751
941,2,32,-354746
944,20,29,-354743
951,1,22,-354736
956,1,17,-354731
957,42,16,-354730
963,79,10,-354724
1005,1,32,-354682
1015,1,42,-354672
1027,36,54,-354660
1033,2,60,-354654
1042,29,69,-354645
1044,7,71,-354643
1054,14,63,-354633
1058,2,59,-354629
1059,1,58,-354628
1066,1,51,-354621
1082,12,35,-354605
1094,1,23,-354593
1095,1,22,-354592
1110,8,7,-354577
1112,1,5,-354575
1116,16,1,-354571
1118,1,1,-354569
1121,5,4,-354566
1127,16,10,-354560
1128,1,11,-354559
1130,8,13,-354557
1134,23,17,-354553
1138,6,21,-354549
1141,2,24,-354546
1144,1,27,-354543
1148,2,31,-354539
1152,1,35,-354535
1156,6,39,-354531
1162,3,45,-354525
1164,1,47,-354523
1166,1,49,-354521
1167,2,50,-354520
1168,1,51,-354519
1170,5,53,-354517
1176,7,59,-354511
1179,54,62,-354508
1194,2,67,-354493
1196,3,65,-354491
1197,5,64,-354490
1199,1,62,-354488
1200,1,61,-354487
1202,7,59,-354485
1203,11,58,-354484
1208,8,53,-354479
1210,2,51,-354477
1221,5,40,-354466
1224,2,37,-354463
1240,1,21,-354447
1244,5,17,-354443
1248,21,13,-354439
1254,7,7,-354433
1259,12,2,-354428
1268,6,7,-354419
1279,1,18,-354408
1290,2,29,-354397
1292,5,31,-354395
1299,3,38,-354388
1307,1,46,-354380
1314,24,53,-354373
1323,22,62,-354364
1329,1,68,-354358
1332,6,71,-354355
1338,16,77,-354349
