Position,Value,Nucleosome_Distance,Centromere_Distance
5,24,84,148563
15,30,74,148553
29,5,60,148539
41,8,48,148527
43,1,46,148525
46,5,43,148522
48,17,41,148520
55,1,34,148513
59,15,30,148509
63,1,26,148505
64,2,25,148504
65,1,24,148503
67,9,22,148501
69,1,20,148499
70,4,19,148498
72,1,17,148496
73,8,16,148495
76,4,13,148492
80,10,9,148488
81,3,8,148487
84,3,5,148484
87,2,2,148481
88,4,1,148480
91,1,2,148477
92,3,3,148476
96,2,7,148472
99,8,10,148469
102,1,13,148466
104,10,15,148464
110,1,21,148458
113,3,24,148455
114,3,25,148454
115,3,26,148453
118,3,29,148450
123,1,34,148445
124,1,35,148444
138,1,49,148430
141,5,52,148427
149,2,60,148419
150,3,61,148418
155,3,66,148413
158,1,69,148410
161,10,72,148407
164,7,75,148404
168,6,79,148400
173,14,76,148395
178,1,71,148390
186,16,63,148382
190,1,59,148378
191,4,58,148377
195,4,54,148373
205,2,44,148363
212,2,37,148356
214,1,35,148354
222,2,27,148346
226,10,23,148342
231,2,18,148337
234,10,15,148334
237,12,12,148331
239,2,10,148329
243,1,6,148325
245,8,4,148323
247,10,2,148321
249,3,0,148319
258,7,9,148310
262,3,13,148306
263,19,14,148305
266,16,17,148302
269,5,20,148299
272,3,23,148296
277,3,28,148291
284,2,35,148284
287,4,38,148281
288,7,39,148280
289,1,40,148279
292,3,43,148276
297,1,48,148271
299,1,50,148269
301,3,52,148267
317,4,68,148251
322,5,73,148246
325,2,76,148243
328,10,79,148240
333,4,76,148235
341,4,68,148227
346,1,63,148222
354,2,55,148214
359,5,50,148209
363,1,46,148205
369,1,40,148199
374,5,35,148194
377,5,32,148191
379,10,30,148189
385,64,24,148183
391,6,18,148177
409,35,0,148159
417,1,8,148151
458,26,49,148110
465,15,56,148103
499,9,54,148069
505,1,48,148063
521,8,32,148047
525,1,28,148043
531,37,22,148037
537,1,16,148031
539,6,14,148029
546,15,7,148022
552,1,1,148016
557,1,4,148011
561,8,8,148007
566,6,13,148002
569,1,16,147999
570,2,17,147998
578,2,25,147990
582,2,29,147986
583,2,30,147985
586,9,33,147982
590,6,37,147978
594,5,41,147974
600,3,47,147968
602,2,49,147966
611,19,58,147957
641,8,40,147927
649,3,32,147919
650,2,31,147918
655,1,26,147913
657,6,24,147911
659,1,22,147909
663,1,18,147905
668,5,13,147900
672,2,9,147896
679,1,2,147889
682,1,1,147886
695,1,14,147873
713,1,32,147855
725,1,44,147843
736,5,55,147832
740,7,59,147828
746,1,63,147822
759,1,50,147809
779,6,30,147789
793,1,16,147775
804,2,5,147764
815,2,6,147753
818,17,9,147750
819,3,10,147749
827,24,18,147741
830,1,21,147738
833,1,24,147735
834,4,25,147734
835,3,26,147733
838,2,29,147730
843,1,34,147725
851,2,42,147717
854,1,45,147714
857,1,48,147711
861,7,52,147707
866,2,57,147702
872,1,63,147696
877,1,60,147691
889,1,48,147679
893,2,44,147675
898,4,39,147670
899,1,38,147669
932,96,5,147636
944,7,7,147624
948,23,11,147620
950,3,13,147618
954,26,17,147614
957,35,20,147611
960,1,23,147608
965,22,28,147603
