Distance_Bin,Value,Bin_Center,Density_per_bp
"[-269047, -268047)",0,-268547.0,0.0
"[-268047, -267047)",3956,-267547.0,3.956
"[-267047, -266047)",922,-266547.0,0.922
"[-266047, -265047)",5071,-265547.0,5.071
"[-265047, -264047)",8083,-264547.0,8.083
"[-264047, -263047)",1394,-263547.0,1.394
"[-263047, -262047)",8249,-262547.0,8.249
"[-262047, -261047)",633,-261547.0,0.633
"[-261047, -260047)",999,-260547.0,0.999
"[-260047, -259047)",503,-259547.0,0.503
"[-259047, -258047)",1893,-258547.0,1.893
"[-258047, -257047)",1228,-257547.0,1.228
"[-257047, -256047)",223,-256547.0,0.223
"[-256047, -255047)",25,-255547.0,0.025
"[-255047, -254047)",1206,-254547.0,1.206
"[-254047, -253047)",3852,-253547.0,3.852
"[-253047, -252047)",696,-252547.0,0.696
"[-252047, -251047)",6630,-251547.0,6.63
"[-251047, -250047)",67,-250547.0,0.067
"[-250047, -249047)",191,-249547.0,0.191
"[-249047, -248047)",61,-248547.0,0.061
"[-248047, -247047)",2399,-247547.0,2.399
"[-247047, -246047)",977,-246547.0,0.977
"[-246047, -245047)",768,-245547.0,0.768
"[-245047, -244047)",1568,-244547.0,1.568
"[-244047, -243047)",661,-243547.0,0.661
"[-243047, -242047)",1212,-242547.0,1.212
"[-242047, -241047)",7140,-241547.0,7.14
"[-241047, -240047)",375,-240547.0,0.375
"[-240047, -239047)",1519,-239547.0,1.519
"[-239047, -238047)",3598,-238547.0,3.598
"[-238047, -237047)",2226,-237547.0,2.226
"[-237047, -236047)",830,-236547.0,0.83
"[-236047, -235047)",1741,-235547.0,1.741
"[-235047, -234047)",1826,-234547.0,1.826
"[-234047, -233047)",758,-233547.0,0.758
"[-233047, -232047)",127,-232547.0,0.127
"[-232047, -231047)",573,-231547.0,0.573
"[-231047, -230047)",1730,-230547.0,1.73
"[-230047, -229047)",950,-229547.0,0.95
"[-229047, -228047)",1070,-228547.0,1.07
"[-228047, -227047)",107,-227547.0,0.107
"[-227047, -226047)",1201,-226547.0,1.201
"[-226047, -225047)",777,-225547.0,0.777
"[-225047, -224047)",1151,-224547.0,1.151
"[-224047, -223047)",1774,-223547.0,1.774
"[-223047, -222047)",254,-222547.0,0.254
"[-222047, -221047)",2204,-221547.0,2.204
"[-221047, -220047)",602,-220547.0,0.602
"[-220047, -219047)",401,-219547.0,0.401
"[-219047, -218047)",477,-218547.0,0.477
"[-218047, -217047)",1134,-217547.0,1.134
"[-217047, -216047)",1713,-216547.0,1.713
"[-216047, -215047)",510,-215547.0,0.51
"[-215047, -214047)",638,-214547.0,0.638
"[-214047, -213047)",576,-213547.0,0.576
"[-213047, -212047)",435,-212547.0,0.435
"[-212047, -211047)",1178,-211547.0,1.178
"[-211047, -210047)",490,-210547.0,0.49
"[-210047, -209047)",641,-209547.0,0.641
"[-209047, -208047)",269,-208547.0,0.269
"[-208047, -207047)",56,-207547.0,0.056
"[-207047, -206047)",30,-206547.0,0.03
"[-206047, -205047)",1070,-205547.0,1.07
"[-205047, -204047)",196,-204547.0,0.196
"[-204047, -203047)",219,-203547.0,0.219
"[-203047, -202047)",96,-202547.0,0.096
"[-202047, -201047)",162,-201547.0,0.162
"[-201047, -200047)",3114,-200547.0,3.114
"[-200047, -199047)",3005,-199547.0,3.005
