chromosome,window_size,threshold,tolerance_type,tolerance_value,precision,recall,F1,num_detected,num_true,annotation_error,hausdorff_distance,rand_index,adjusted_rand_index,mae_localization
X,50,0.0,full_window,50,0.2916666666666667,1.0,0.45161290322580644,24,5,19,725.0,0.4908170914542729,0.18040129685505168,8.0
X,50,0.0,half_window,25,0.20833333333333334,1.0,0.3448275862068966,24,5,19,725.0,0.4908170914542729,0.18040129685505168,8.0
X,50,0.0,quarter_window,12,0.16666666666666666,0.8,0.27586206896551724,24,5,19,725.0,0.4908170914542729,0.18040129685505168,8.0
X,50,1.0,full_window,50,0.2857142857142857,1.0,0.4444444444444445,21,5,16,725.0,0.4920664667666167,0.1813725637292705,8.0
X,50,1.0,half_window,25,0.23809523809523808,1.0,0.3846153846153846,21,5,16,725.0,0.4920664667666167,0.1813725637292705,8.0
X,50,1.0,quarter_window,12,0.19047619047619047,0.8,0.3076923076923077,21,5,16,725.0,0.4920664667666167,0.1813725637292705,8.0
X,50,10.0,full_window,50,0.3333333333333333,0.4,0.3636363636363636,6,5,1,600.0,0.554160419790105,0.17758997639670748,12.5
X,50,10.0,half_window,25,0.3333333333333333,0.4,0.3636363636363636,6,5,1,600.0,0.554160419790105,0.17758997639670748,12.5
X,50,10.0,quarter_window,12,0.16666666666666666,0.2,0.1818181818181818,6,5,1,600.0,0.554160419790105,0.17758997639670748,12.5
X,50,11.0,full_window,50,0.4,0.4,0.4000000000000001,5,5,0,600.0,0.5569715142428786,0.16546557058469147,12.5
X,50,11.0,half_window,25,0.4,0.4,0.4000000000000001,5,5,0,600.0,0.5569715142428786,0.16546557058469147,12.5
X,50,11.0,quarter_window,12,0.2,0.2,0.20000000000000004,5,5,0,600.0,0.5569715142428786,0.16546557058469147,12.5
X,50,12.0,full_window,50,0.4,0.4,0.4000000000000001,5,5,0,600.0,0.5569715142428786,0.16546557058469147,12.5
X,50,12.0,half_window,25,0.4,0.4,0.4000000000000001,5,5,0,600.0,0.5569715142428786,0.16546557058469147,12.5
X,50,12.0,quarter_window,12,0.2,0.2,0.20000000000000004,5,5,0,600.0,0.5569715142428786,0.16546557058469147,12.5
X,50,13.0,full_window,50,0.5,0.4,0.4444444444444445,4,5,1,600.0,0.5757121439280359,0.1296111576737381,12.5
X,50,13.0,half_window,25,0.5,0.4,0.4444444444444445,4,5,1,600.0,0.5757121439280359,0.1296111576737381,12.5
X,50,13.0,quarter_window,12,0.25,0.2,0.22222222222222224,4,5,1,600.0,0.5757121439280359,0.1296111576737381,12.5
X,50,14.0,full_window,50,1.0,0.4,0.5714285714285715,2,5,3,445.0,0.815792103948026,0.0,12.5
X,50,14.0,half_window,25,1.0,0.4,0.5714285714285715,2,5,3,445.0,0.815792103948026,0.0,12.5
X,50,14.0,quarter_window,12,0.5,0.2,0.28571428571428575,2,5,3,445.0,0.815792103948026,0.0,12.5
X,50,15.0,full_window,50,1.0,0.2,0.33333333333333337,1,5,4,820.0,0.815792103948026,0.0,20.0
X,50,15.0,half_window,25,1.0,0.2,0.33333333333333337,1,5,4,820.0,0.815792103948026,0.0,20.0
X,50,15.0,quarter_window,12,0.0,0.0,0.0,1,5,4,820.0,0.815792103948026,0.0,20.0
X,50,16.0,full_window,50,1.0,0.2,0.33333333333333337,1,5,4,820.0,0.815792103948026,0.0,20.0
X,50,16.0,half_window,25,1.0,0.2,0.33333333333333337,1,5,4,820.0,0.815792103948026,0.0,20.0
X,50,16.0,quarter_window,12,0.0,0.0,0.0,1,5,4,820.0,0.815792103948026,0.0,20.0
X,50,17.0,full_window,50,1.0,0.2,0.33333333333333337,1,5,4,820.0,0.815792103948026,0.0,20.0
X,50,17.0,half_window,25,1.0,0.2,0.33333333333333337,1,5,4,820.0,0.815792103948026,0.0,20.0
X,50,17.0,quarter_window,12,0.0,0.0,0.0,1,5,4,820.0,0.815792103948026,0.0,20.0
X,50,18.0,full_window,50,1.0,0.2,0.33333333333333337,1,5,4,820.0,0.815792103948026,0.0,20.0
X,50,18.0,half_window,25,1.0,0.2,0.33333333333333337,1,5,4,820.0,0.815792103948026,0.0,20.0
X,50,18.0,quarter_window,12,0.0,0.0,0.0,1,5,4,820.0,0.815792103948026,0.0,20.0
X,50,19.0,full_window,50,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,19.0,half_window,25,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,19.0,quarter_window,12,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,2.0,full_window,50,0.3,1.0,0.4615384615384615,20,5,15,725.0,0.4920664667666167,0.1813725637292705,8.0
X,50,2.0,half_window,25,0.25,1.0,0.4,20,5,15,725.0,0.4920664667666167,0.1813725637292705,8.0
X,50,2.0,quarter_window,12,0.2,0.8,0.32000000000000006,20,5,15,725.0,0.4920664667666167,0.1813725637292705,8.0
X,50,20.0,full_window,50,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,20.0,half_window,25,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,20.0,quarter_window,12,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,21.0,full_window,50,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,21.0,half_window,25,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,21.0,quarter_window,12,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,22.0,full_window,50,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,22.0,half_window,25,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,22.0,quarter_window,12,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,23.0,full_window,50,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,23.0,half_window,25,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,23.0,quarter_window,12,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,24.0,full_window,50,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,24.0,half_window,25,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,24.0,quarter_window,12,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,25.0,full_window,50,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,25.0,half_window,25,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,25.0,quarter_window,12,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,26.0,full_window,50,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,26.0,half_window,25,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,26.0,quarter_window,12,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,27.0,full_window,50,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,27.0,half_window,25,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,27.0,quarter_window,12,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,28.0,full_window,50,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,28.0,half_window,25,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,28.0,quarter_window,12,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
X,50,29.0,full_window,50,0.0,0.0,0.0,0,5,5,inf,0.815792103948026,0.0,inf
