chrom,distance,mean_density,sd_density,n_datasets,se_density
ChrXII,0,0.05574803853633453,0.01604277207335732,35,0.002711723415087553
ChrXII,1,0.056881328654134124,0.016679067567383236,35,0.00281927698389567
ChrXII,2,0.054764512595837846,0.015925176040624614,35,0.002691846057606905
ChrXII,3,0.0571450924290855,0.016050815745067573,35,0.0027130830437614648
ChrXII,4,0.05487627690725793,0.016524279573328797,35,0.00279311303754447
ChrXII,5,0.056720388045689206,0.015898532399411965,35,0.002687342460260439
ChrXII,6,0.05507521738158567,0.016432383032373286,35,0.0027775796870277932
ChrXII,7,0.057241209736906766,0.016570577290427654,35,0.002800938780062533
ChrXII,8,0.0548472181862887,0.015767435583533537,35,0.002665183053916236
ChrXII,9,0.056020743456199514,0.016452588083395364,35,0.0027809949639954566
ChrXII,10,0.05666897646243596,0.01643969357639911,35,0.002778815394505354
ChrXII,11,0.05669579989717678,0.01603302323240409,35,0.002710075560205494
ChrXII,12,0.05486733576234432,0.01643464279176161,35,0.002777961656080134
ChrXII,13,0.05744685606991972,0.01635670602173049,35,0.0027647879375218144
ChrXII,14,0.05661085902049753,0.016798887405706304,35,0.0028395302331275948
ChrXII,15,0.05683662292956609,0.016767675953437325,35,0.002834254534791318
ChrXII,16,0.056534859288731885,0.016513553883014044,35,0.002791300064983587
ChrXII,17,0.056378389252743764,0.01703313907234033,35,0.0028791259916741935
ChrXII,18,0.055526745199722775,0.016384667741408784,35,0.0027695143307929415
ChrXII,19,0.057893913315600024,0.016686567797074493,35,0.0028205447541026713
ChrXII,20,0.056867916936763706,0.017061236353090495,35,0.002883875298948654
ChrXII,21,0.05722332744707957,0.01690275065085766,35,0.002857086325837511
ChrXII,22,0.057737443279611916,0.01684095817040894,35,0.002846641490285218
ChrXII,23,0.05720991572970915,0.016918442670566608,35,0.002859738761281971
ChrXII,24,0.05653485928873188,0.01729194924900485,35,0.002922872896069205
ChrXII,25,0.05837673514093475,0.016925316573624095,35,0.0028609006629650964
ChrXII,26,0.057330621186042825,0.017295329418319683,35,0.0029234442489648317
ChrXII,27,0.05985649462413658,0.017974568585566942,35,0.003038256623400287
ChrXII,28,0.0580079129132485,0.017158838638764044,35,0.0029003730963503
ChrXII,29,0.05977825960614252,0.016911035547439016,35,0.0028584867289566545
ChrXII,30,0.05894002727049195,0.017728314684881195,35,0.0029966321170186764
ChrXII,31,0.060287904866218066,0.018166764957120184,35,0.003070743739632608
ChrXII,32,0.05997720008047026,0.017691741282163505,35,0.002990450083635325
ChrXII,33,0.061524018150524135,0.01872434036456412,35,0.003164991185219254
ChrXII,34,0.06043543375729258,0.01823450959073577,35,0.0030821946726996554
ChrXII,35,0.0631781299595413,0.018387034154617038,35,0.0031079760295226284
ChrXII,36,0.06052708049265703,0.017245171726459906,35,0.0029149660516283016
ChrXII,37,0.06309095379663361,0.01893442687486341,35,0.003200502286827356
ChrXII,38,0.06273777857254617,0.018991454016531913,35,0.003210141633110584
ChrXII,39,0.06312224780383123,0.019002258154247973,35,0.0032119678657024646
ChrXII,40,0.063922480273599,0.018526808853505376,35,0.003131602265816404
ChrXII,41,0.06295952697642701,0.019229845295831858,35,0.0032504371139086886
ChrXII,42,0.06282092838700298,0.018848936186264324,35,0.0031860517229855183
ChrXII,43,0.0643321001039489,0.019088735500197622,35,0.0032265852050758596
ChrXII,44,0.06388277241888066,0.0195371335484369,35,0.0033023783087321374
ChrXII,45,0.06473001218326306,0.020029576762917105,35,0.0033856164043181637
ChrXII,46,0.06559960655884288,0.02028324061570497,35,0.0034284934212090623
ChrXII,47,0.06549453988621498,0.019946764524984693,35,0.0033716185812717302
ChrXII,48,0.065268758313121,0.02039437060917264,35,0.0034472778185704934
ChrXII,49,0.06717113572602185,0.020282531224030377,35,0.003428373512130652
ChrXII,50,0.06573596968714718,0.02089446462708832,35,0.003531809135971636
ChrXII,51,0.06691182223613172,0.02065489191877918,35,0.0034913139572227752
ChrXII,52,0.06560407748108237,0.020555904483456282,35,0.0034745820267972133
