Position,Value,Nucleosome_Distance,Centromere_Distance
3,1,52,-114440
9,1,46,-114434
28,1,27,-114415
36,3,19,-114407
40,2,15,-114403
56,2,1,-114387
60,2,5,-114383
66,3,11,-114377
71,1,16,-114372
74,9,19,-114369
81,1,26,-114362
87,4,32,-114356
95,4,40,-114348
104,4,49,-114339
106,1,51,-114337
117,4,48,-114326
119,1,46,-114324
121,2,44,-114322
127,12,38,-114316
130,32,35,-114313
131,1,34,-114312
133,2,32,-114310
134,8,31,-114309
135,1,30,-114308
142,3,23,-114301
144,2,21,-114299
150,1,15,-114293
154,1,11,-114289
160,89,5,-114283
162,1,3,-114281
164,4,1,-114279
176,4,11,-114267
179,5,14,-114264
190,1,25,-114253
198,7,33,-114245
206,18,41,-114237
209,70,44,-114234
215,1,50,-114228
216,12,51,-114227
226,1,61,-114217
227,14,62,-114216
233,7,60,-114210
237,1,56,-114206
240,1,53,-114203
243,1,50,-114200
246,3,47,-114197
247,5,46,-114196
250,1,43,-114193
253,1,40,-114190
255,1,38,-114188
261,2,32,-114182
262,1,31,-114181
264,2,29,-114179
274,6,19,-114169
282,1,11,-114161
283,1,10,-114160
287,7,6,-114156
297,2,4,-114146
305,5,12,-114138
312,1,19,-114131
333,1,40,-114110
337,9,44,-114106
343,2,50,-114100
349,20,56,-114094
354,1,61,-114089
362,6,69,-114081
388,2,95,-114055
404,2,111,-114039
410,2,117,-114033
415,1,118,-114028
459,1,74,-113984
467,1,66,-113976
471,51,62,-113972
473,4,60,-113970
474,2,59,-113969
475,2,58,-113968
477,19,56,-113966
479,1,54,-113964
481,147,52,-113962
482,2,51,-113961
483,4,50,-113960
485,1,48,-113958
486,3,47,-113957
489,2,44,-113954
493,2,40,-113950
494,4,39,-113949
497,1,36,-113946
500,5,33,-113943
508,2,25,-113935
525,3,8,-113918
539,1,6,-113904
557,1,24,-113886
640,11,37,-113803
644,1,33,-113799
689,3,12,-113754
691,2,14,-113752
696,3,19,-113747
704,4,27,-113739
720,5,43,-113723
724,1,47,-113719
728,2,51,-113715
735,2,58,-113708
745,4,68,-113698
750,5,73,-113693
755,150,78,-113688
770,2,93,-113673
783,1,106,-113660
789,10,112,-113654
793,118,116,-113650
795,1,114,-113648
796,123,113,-113647
799,16,110,-113644
803,4,106,-113640
805,4,104,-113638
807,1,102,-113636
808,2,101,-113635
809,9,100,-113634
810,27,99,-113633
859,1,50,-113584
862,3,47,-113581
865,1,44,-113578
873,1,36,-113570
876,5,33,-113567
901,8,8,-113542
907,24,2,-113536
920,1,11,-113523
943,1,34,-113500
974,1,65,-113469
985,13,76,-113458
994,17,85,-113449
1000,1,91,-113443
1015,27,106,-113428
1029,4,120,-113414
1073,22,108,-113370
1081,2,100,-113362
1084,30,97,-113359
1097,4,84,-113346
1108,4,73,-113335
1117,7,64,-113326
1121,4,60,-113322
1181,71,0,-113262
1202,23,21,-113241
1288,67,65,-113155
1291,3,62,-113152
1340,2,13,-113103
1354,2,1,-113089
1360,27,7,-113083
1407,19,54,-113036
1457,7,60,-112986
1482,1,35,-112961
1489,1,28,-112954
1504,1,13,-112939
1532,3,15,-112911
1691,28,2,-112752
1785,1,64,-112658
1786,23,63,-112657
1791,6,58,-112652
2032,2,23,-112411
2064,7,55,-112379
2090,19,63,-112353
2147,27,6,-112296
2151,14,2,-112292
2234,74,47,-112209
2239,21,42,-112204
2388,9,37,-112055
2394,2,31,-112049
2426,5,1,-112017
2427,1,2,-112016
2432,74,7,-112011
2481,33,56,-111962
2516,12,69,-111927
2563,1,22,-111880
2790,1,45,-111653
2798,1,53,-111645
2860,9,45,-111583
2867,10,38,-111576
2963,1,58,-111480
2985,1,80,-111458
3023,12,42,-111420
3169,6,40,-111274
3173,18,36,-111270
3233,1,24,-111210
3302,1,35,-111141
3325,72,12,-111118
3394,1,57,-111049
3502,1,37,-110941
3523,1,58,-110920
3551,9,42,-110892
3555,1,38,-110888
3593,4,0,-110850
3674,1,63,-110769
3677,132,60,-110766
3730,1,7,-110713
3738,85,1,-110705
3742,17,5,-110701
3756,1,19,-110687
3931,48,50,-110512
3936,26,55,-110507
3962,1,55,-110481
4015,89,2,-110428
4053,6,36,-110390
4096,4,49,-110347
4101,1,44,-110342
4148,1,3,-110295
4152,1,7,-110291
4181,1,36,-110262
4253,21,36,-110190
4257,7,32,-110186
4287,1,2,-110156
4300,16,11,-110143
4352,2,63,-110091
4399,6,34,-110044
4476,1,43,-109967
4526,2,51,-109917
4562,12,15,-109881
4892,2,29,-109551
4902,2,19,-109541
4919,1,2,-109524
4922,2,1,-109521
4983,1,62,-109460
5074,2,9,-109369
5075,1,10,-109368
5146,2,63,-109297
5290,7,79,-109153
5299,4,70,-109144
5510,14,19,-108933
5716,1,43,-108727
5784,1,33,-108659
5803,17,14,-108640
5849,1,32,-108594
5857,11,40,-108586
5893,1,76,-108550
5896,1,79,-108547
5927,3,50,-108516
5939,1,38,-108504
5950,1,27,-108493
5959,1,18,-108484
5968,1,9,-108475
5996,3,19,-108447
6007,1,30,-108436
6043,1,66,-108400
6048,1,71,-108395
6057,65,80,-108386
6072,52,65,-108371
6133,37,4,-108310
6156,2,19,-108287
6228,2,69,-108215
6238,170,59,-108205
6252,115,45,-108191
6257,2,40,-108186
6296,1,1,-108147
6300,1,3,-108143
6329,34,32,-108114
6341,24,44,-108102
6351,7,54,-108092
6354,11,57,-108089
6358,40,61,-108085
6364,2,67,-108079
6369,5,72,-108074
6433,2,24,-108010
6469,62,12,-107974
6477,4,20,-107966
6494,31,37,-107949
6500,23,43,-107943
6524,3,67,-107919
6619,1,2,-107824
6623,2,6,-107820
6627,28,10,-107816
6631,13,14,-107812
6657,102,40,-107786
6660,1,43,-107783
6729,2,48,-107714
6770,2,7,-107673
6786,1,9,-107657
6824,51,47,-107619
6828,28,51,-107615
6865,3,72,-107578
6875,20,62,-107568
6896,31,41,-107547
6936,60,1,-107507
6949,11,12,-107494
6986,1,49,-107457
6991,4,54,-107452
7025,3,72,-107418
7032,1,65,-107411
7101,1,4,-107342
7112,2,15,-107331
7113,13,16,-107330
7121,3,24,-107322
7130,5,33,-107313
7148,6,51,-107295
7153,41,56,-107290
7168,43,71,-107275
7185,2,72,-107258
7193,10,64,-107250
7228,7,29,-107215
7231,81,26,-107212
7244,1,13,-107199
7265,15,8,-107178
7283,2,26,-107160
7297,3,40,-107146
7300,2,43,-107143
7304,19,47,-107139
7309,2,52,-107134
7312,2,55,-107131
7346,1,55,-107097
7363,2,38,-107080
7378,2,23,-107065
7387,57,14,-107056
7394,16,7,-107049
7453,7,52,-106990
7578,4,33,-106865
7582,3,37,-106861
7624,1,65,-106819
7680,26,9,-106763
7734,26,45,-106709
7739,2,50,-106704
7838,1,5,-106605
7854,1,21,-106589
7863,24,30,-106580
7867,10,34,-106576
7930,1,59,-106513
7951,5,38,-106492
7991,1,2,-106452
7995,52,6,-106448
7999,14,10,-106444
8007,1,18,-106436
8076,1,57,-106367
8085,1,48,-106358
8089,17,44,-106354
8306,1,13,-106137
8347,1,54,-106096
8428,30,29,-106015
8480,1,23,-105963
8695,1,34,-105748
8710,11,49,-105733
8711,1,50,-105732
8871,4,66,-105572
8874,1,69,-105569
8882,1,67,-105561
8915,1,34,-105528
8940,21,9,-105503
9025,32,52,-105418
9053,212,24,-105390
9060,20,17,-105383
9065,4,12,-105378
9068,104,9,-105375
9071,158,6,-105372
9077,3,0,-105366
9081,1,4,-105362
9118,2,41,-105325
9119,1,42,-105324
9122,59,45,-105321
9171,6,66,-105272
9241,23,4,-105202
9289,1,52,-105154
9301,25,64,-105142
9324,2,73,-105119
9325,2,72,-105118
9356,20,41,-105087
9359,3,38,-105084
9376,1,21,-105067
9381,9,16,-105062
9384,1,13,-105059
9481,3,76,-104962
9539,2,18,-104904
9640,4,77,-104803
9652,4,65,-104791
9685,6,32,-104758
9720,12,3,-104723
9802,8,75,-104641
9892,2,15,-104551
9932,21,55,-104511
9960,1,61,-104483
9967,3,54,-104476
10081,2,60,-104362
10347,1,70,-104096
10353,62,76,-104090
10357,7,76,-104086
10409,1,24,-104034
10437,14,4,-104006
10439,7,6,-104004
10444,22,11,-103999
10475,17,42,-103968
10502,1,69,-103941
10513,1,64,-103930
10562,1,15,-103881
10630,1,53,-103813
10635,31,58,-103808
10646,2,69,-103797
10680,2,41,-103763
10684,23,37,-103759
10707,19,14,-103736
10718,3,3,-103725
10760,2,39,-103683
10761,138,40,-103682
10765,67,44,-103678
10792,46,57,-103651
10823,1,26,-103620
10865,1,16,-103578
10878,1,29,-103565
10885,99,36,-103558
10957,4,20,-103486
10971,22,6,-103472
10972,8,5,-103471
10976,39,1,-103467
11016,1,39,-103427
11055,5,50,-103388
11091,1,14,-103352
11094,2,11,-103349
11127,1,22,-103316
11153,1,48,-103290
11225,15,120,-103218
11302,6,127,-103141
11853,34,72,-102590
11856,1,69,-102587
11860,1,65,-102583
11932,16,7,-102511
11985,1,60,-102458
12077,18,8,-102366
12366,1,41,-102077
12380,1,55,-102063
12397,1,56,-102046
12416,3,37,-102027
12435,1,18,-102008
12440,1,13,-102003
12515,1,62,-101928
12677,1,32,-101766
13053,1,56,-101390
13073,4,76,-101370
13076,1,79,-101367
13084,7,87,-101359
13103,16,106,-101340
13111,1,114,-101332
13147,11,118,-101296
13153,5,112,-101290
13160,7,105,-101283
13164,4,101,-101279
13176,4,89,-101267
13185,6,80,-101258
13228,2,37,-101215
13252,1,13,-101191
13313,1,48,-101130
13319,8,54,-101124
13326,1,61,-101117
13333,3,68,-101110
13345,35,64,-101098
13539,1,30,-100904
13604,1,35,-100839
13615,1,46,-100828
13619,5,50,-100824
13624,4,55,-100819
13629,1,60,-100814
13635,2,66,-100808
13637,7,68,-100806
13641,5,72,-100802
13644,5,69,-100799
13646,1,67,-100797
13653,3,60,-100790
13658,8,55,-100785
13660,1,53,-100783
13664,7,49,-100779
13668,5,45,-100775
13673,7,40,-100770
13676,3,37,-100767
