Position,Value,Nucleosome_Distance,Centromere_Distance
56,1,19,-151467
76,10,39,-151447
85,268,48,-151438
91,23,54,-151432
94,97,57,-151429
102,83,65,-151421
111,15,74,-151412
116,1,79,-151407
166,426,67,-151357
170,2,63,-151353
173,147,60,-151350
176,1,57,-151347
179,237,54,-151344
190,119,43,-151333
195,386,38,-151328
198,674,35,-151325
205,2,28,-151318
215,1,18,-151308
220,16,13,-151303
237,59,4,-151286
247,2,14,-151276
277,125,44,-151246
282,54,49,-151241
287,12,54,-151236
305,1,72,-151218
312,2,79,-151211
316,11,77,-151207
327,2,66,-151196
336,1,57,-151187
342,3,51,-151181
385,3,8,-151138
387,142,6,-151136
388,1,5,-151135
389,5,4,-151134
390,6,3,-151133
392,98,1,-151131
397,4,4,-151126
435,63,42,-151088
439,37,46,-151084
488,5,95,-151035
491,35,98,-151032
494,1,101,-151029
495,1,102,-151028
496,3,103,-151027
497,7,104,-151026
498,42,105,-151025
501,63,108,-151022
504,16,111,-151019
508,299,113,-151015
512,51,109,-151011
513,1,108,-151010
514,16,107,-151009
517,1,104,-151006
519,4,102,-151004
537,8,84,-150986
543,6,78,-150980
562,48,59,-150961
568,1,53,-150955
579,1,42,-150944
581,10,40,-150942
584,47,37,-150939
589,99,32,-150934
698,16,77,-150825
813,23,72,-150710
821,13,64,-150702
824,5,61,-150699
825,13,60,-150698
923,64,38,-150600
928,1,43,-150595
931,1,46,-150592
985,5,64,-150538
989,49,60,-150534
1090,47,41,-150433
1093,1,44,-150430
1103,138,54,-150420
1150,32,43,-150373
1154,1,39,-150369
1212,15,19,-150311
1250,7,57,-150273
1259,39,66,-150264
1262,82,69,-150261
1273,213,64,-150250
1379,3,42,-150144
1385,22,48,-150138
1389,44,52,-150134
1392,2,55,-150131
1393,9,56,-150130
1397,13,60,-150126
1402,36,65,-150121
1405,15,68,-150118
1413,42,76,-150110
1415,23,78,-150108
1416,11,79,-150107
1421,35,84,-150102
1425,2,88,-150098
1427,14,90,-150096
1446,1,109,-150077
1461,38,120,-150062
1465,2,116,-150058
1495,864,86,-150028
1505,4,76,-150018
1511,279,70,-150012
1517,78,64,-150006
1524,8,57,-149999
1530,5,51,-149993
1534,128,47,-149989
1660,1,79,-149863
1665,7,84,-149858
1681,21,88,-149842
1693,16,76,-149830
1717,2,52,-149806
1719,2,50,-149804
1803,77,34,-149720
1811,5,42,-149712
1817,42,48,-149706
1824,28,55,-149699
1829,1,60,-149694
1833,3,64,-149690
1842,4,71,-149681
1846,6,67,-149677
1852,12,61,-149671
1861,1,52,-149662
1879,3,34,-149644
1884,14,29,-149639
1894,1,19,-149629
1898,1,15,-149625
1928,1,15,-149595
1933,40,20,-149590
1963,1,50,-149560
1971,1,58,-149552
1979,13,66,-149544
1991,17,78,-149532
2014,1,59,-149509
2018,15,55,-149505
2074,1,1,-149449
2108,21,35,-149415
2139,19,66,-149384
2159,2,74,-149364
2174,40,59,-149349
2261,6,28,-149262
2269,86,36,-149254
2280,173,47,-149243
2284,13,51,-149239
2293,40,60,-149230
2306,19,73,-149217
2311,29,74,-149212
2313,16,72,-149210
2314,11,71,-149209
2330,82,55,-149193
2344,1,41,-149179
2454,2,69,-149069
2462,134,77,-149061
2474,1,89,-149049
2479,13,94,-149044
2494,7,109,-149029
2497,29,112,-149026
2560,47,113,-148963
2572,80,101,-148951
2584,3,89,-148939
2586,8,87,-148937
2590,16,83,-148933
2592,3,81,-148931
2598,18,75,-148925
2603,1,70,-148920
2605,9,68,-148918
2609,41,64,-148914
2621,14,52,-148902
2628,39,45,-148895
2629,2,44,-148894
2631,155,42,-148892
2715,6,42,-148808
2726,6,53,-148797
2779,3,62,-148744
2786,13,55,-148737
2811,7,30,-148712
2909,66,68,-148614
2921,43,80,-148602
2925,11,76,-148598
2976,1,25,-148547
3023,1,22,-148500
3105,5,100,-148418
3244,1,39,-148279
3270,289,65,-148253
3283,40,78,-148240
3318,40,47,-148205
3360,17,5,-148163
3364,243,1,-148159
3432,20,67,-148091
3438,1,71,-148085
3494,45,15,-148029
3612,7,41,-147911
3617,11,36,-147906
3653,18,0,-147870
3696,11,43,-147827
3721,1,68,-147802
3798,89,15,-147725
3814,16,1,-147709
3983,1,26,-147540
3984,1,27,-147539
3988,21,31,-147535
4044,22,41,-147479
4116,30,31,-147407
4120,1,35,-147403
4184,56,29,-147339
4314,42,43,-147209
4330,10,27,-147193
4332,1,25,-147191
4335,35,22,-147188
4371,11,14,-147152
4570,33,45,-146953
4594,23,69,-146929
4734,14,65,-146789
4756,11,73,-146767
4810,216,19,-146713
4833,373,4,-146690
4904,18,69,-146619
4933,10,40,-146590
4971,6,2,-146552
4975,2,2,-146548
4977,70,4,-146546
5107,1,82,-146416
5117,132,72,-146406
5156,20,33,-146367
5160,2,29,-146363
5203,205,14,-146320
5245,349,56,-146278
5271,25,62,-146252
5581,8,88,-145942
5605,133,64,-145918
5610,2,59,-145913
5611,7,58,-145912
5716,1,47,-145807
5721,35,52,-145802
5812,70,11,-145711
5879,117,78,-145644
5930,105,35,-145593
6033,18,68,-145490
6058,9,63,-145465
6068,29,53,-145455
6072,3,49,-145451
6143,2,22,-145380
6206,248,85,-145317
6223,120,78,-145300
6227,66,74,-145296
6241,44,60,-145282
6341,12,40,-145182
6348,19,47,-145175
6361,210,60,-145162
6366,356,65,-145157
6387,5,86,-145136
6390,83,89,-145133
6391,4,90,-145132
6397,25,96,-145126
6403,11,102,-145120
6411,19,110,-145112
6412,33,111,-145111
6416,629,115,-145107
6419,2,118,-145104
6422,23,121,-145101
6451,38,150,-145072
