Bin_Center,Mean_Nonzero,Std_Nonzero,Count_Nonzero
-440000.0,,,0
-430000.0,,,0
-420000.0,,,0
-410000.0,,,0
-400000.0,,,0
-390000.0,,,0
-380000.0,,,0
-370000.0,,,0
-360000.0,,,0
-350000.0,,,0
-340000.0,,,0
-330000.0,,,0
-320000.0,,,0
-310000.0,,,0
-300000.0,,,0
-290000.0,,,0
-280000.0,,,0
-270000.0,,,0
-260000.0,,,0
-250000.0,,,0
-240000.0,,,0
-230000.0,,,0
-220000.0,,,0
-210000.0,,,0
-200000.0,,,0
-190000.0,,,0
-180000.0,,,0
-170000.0,,,0
-160000.0,,,0
-150000.0,11.881516587677725,16.56538392452315,1055
-140000.0,17.405970149253733,22.43707614259718,670
-130000.0,17.023255813953487,23.207985033367166,559
-120000.0,12.943248532289628,19.02461533492944,511
-110000.0,16.388254486133768,22.028635383295164,613
-100000.0,12.370277078085643,18.413500294752556,397
-90000.0,12.93394495412844,19.310143917691665,545
-80000.0,14.077821011673151,19.780712402665998,514
-70000.0,16.60839160839161,21.106053058323575,715
-60000.0,13.592783505154639,19.335048025659496,388
-50000.0,17.223247232472325,23.126989581589942,542
-40000.0,23.020631067961165,27.892055625885288,824
-30000.0,16.308252427184467,22.05113090294967,824
-20000.0,16.519274376417233,22.316019714741724,882
-10000.0,17.38225255972696,22.71221268267306,879
0.0,18.924124513618676,23.660617316410683,1028
10000.0,15.35491905354919,21.984574281103775,803
20000.0,16.38364779874214,22.672901371325832,636
30000.0,16.1875,22.07281199185,480
40000.0,18.661555312157724,25.17827707793841,913
50000.0,16.610869565217392,20.825101414288756,460
60000.0,16.73898858075041,22.135214239597406,613
70000.0,17.003236245954692,22.500350925680728,618
80000.0,13.856194690265486,18.9916338597467,452
90000.0,15.85899513776337,22.1462352263968,617
100000.0,16.115658362989326,21.578587550002645,562
110000.0,16.959254947613505,23.127284714785457,859
120000.0,17.059369202226346,23.318630974624615,539
130000.0,15.300738007380074,21.752598999318057,542
140000.0,15.181208053691275,19.592419625289956,596
150000.0,15.476007677543187,21.002470097218477,521
160000.0,16.594594594594593,21.887296802998996,555
170000.0,14.54697286012526,21.223097324945645,479
180000.0,17.950524737631184,24.433748362327588,667
190000.0,14.605543710021323,20.186736441930623,469
200000.0,12.484154929577464,18.417165589467132,568
210000.0,13.823170731707316,21.113678149419336,492
220000.0,13.896656534954408,20.740593395486933,329
230000.0,15.985257985257986,21.79912274796999,407
240000.0,15.460591133004925,22.03402920726233,406
250000.0,13.6,20.16878658390989,420
260000.0,14.879679144385026,21.759197960295502,374
270000.0,17.103896103896105,22.38225460075555,462
280000.0,12.743326488706366,19.615171954502667,487
290000.0,10.58041329739443,17.499204838303825,1113
300000.0,11.460737937559129,16.796199871898132,1057
310000.0,13.934272300469484,20.24579315049763,426
320000.0,15.40925925925926,20.519530210118784,540
330000.0,12.471311475409836,18.300958977811028,244
340000.0,9.511004784688994,16.059131735932862,1045
350000.0,13.34244946492271,17.848014914099863,841
360000.0,14.016556291390728,21.01501734984839,302
370000.0,15.362068965517242,21.342479994077753,464
380000.0,13.61576354679803,19.20009663195699,203
390000.0,16.39358108108108,21.78044946809711,592
400000.0,15.379912663755459,21.598377805834374,458
410000.0,15.719123505976096,21.748397807982467,502
420000.0,12.897664835164836,18.107653487356416,1456
430000.0,,,0
440000.0,,,0
