distance,mean_nonzero,std_nonzero,count_nonzero
0,8.160356347438753,10.546078141112336,449.0
1,7.56156501726122,10.226014775711041,869.0
2,7.498154981549815,10.045907386214761,813.0
3,7.486358244365362,9.774937237881645,843.0
4,7.194379391100703,10.235889153068271,854.0
5,7.386634844868735,9.942650985245916,838.0
6,7.100663716814159,9.346761397280096,904.0
7,7.41371158392435,9.828180768268314,846.0
8,6.976442873969376,9.871911318820192,849.0
9,7.146853146853147,9.612048576329519,858.0
10,7.804014167650531,10.2419585218778,847.0
11,7.445882352941177,9.758328905351167,850.0
12,7.179930795847751,9.9422077601165,867.0
13,7.643719806763285,10.504671462874049,828.0
14,7.67966903073286,10.230028331028379,846.0
15,7.039580908032596,9.439085423052965,859.0
16,6.8701923076923075,9.516214598034733,832.0
17,7.268440145102781,9.630234263541395,827.0
18,7.933884297520661,10.570057710380844,847.0
19,7.550827423167848,10.06225088167081,846.0
20,6.747463359639234,9.39546452902712,887.0
21,7.432009626955475,9.52535668268844,831.0
22,7.576047904191617,10.263198261694717,835.0
23,7.730310262529833,10.304506566481098,838.0
24,7.2862407862407865,9.600783197398604,814.0
25,7.1643990929705215,10.10305368091071,882.0
26,8.134078212290502,10.950361389362193,895.0
27,8.070983810709839,11.0674059164372,803.0
28,7.487668161434978,10.161151804999166,892.0
29,7.0125,9.351877463693226,960.0
30,7.2360655737704915,9.716383434264381,915.0
31,7.4176795580110495,10.059453635334826,905.0
32,7.716571428571428,10.274811445723865,875.0
33,7.963374028856825,10.249866738589136,901.0
34,7.5828698553948835,9.958073365984548,899.0
35,8.142559833506764,10.852393615715684,961.0
36,8.270588235294118,10.963661077151038,935.0
37,7.864310148232611,10.346996393613544,877.0
38,7.510964912280702,9.62843679504731,912.0
39,8.648509763617676,11.422749588774902,973.0
40,7.892371995820271,10.276914572644888,957.0
41,8.677589852008456,11.08823032549276,946.0
42,8.574338085539715,10.740952778262644,982.0
43,8.657731958762886,10.80507310284392,970.0
44,8.365095285857572,10.4980924503613,997.0
45,8.10392156862745,10.4061290308641,1020.0
46,8.223776223776223,10.685123963991908,1001.0
47,8.539054966248795,10.963156456611824,1037.0
48,8.214489990467111,10.39601085745056,1049.0
49,8.194716242661448,10.48305621692075,1022.0
50,8.469955156950673,10.723543432570757,1115.0
51,8.778315585672798,10.780322039903545,1033.0
52,9.06936416184971,11.338272280340194,1038.0
53,8.270422535211267,10.297552373146111,1065.0
54,9.326267281105991,11.070159574715976,1085.0
55,8.903225806451612,10.86383513952678,1085.0
56,8.584450402144773,10.637622227361469,1119.0
57,8.595441595441596,10.709686907181984,1053.0
