Position,Value,Nucleosome_Distance,Centromere_Distance
5,26,84,-148563
15,26,74,-148553
29,6,60,-148539
35,4,54,-148533
38,2,51,-148530
42,8,47,-148526
46,10,43,-148522
47,13,42,-148521
48,1,41,-148520
49,2,40,-148519
50,1,39,-148518
58,18,31,-148510
66,4,23,-148502
67,9,22,-148501
68,4,21,-148500
70,7,19,-148498
71,6,18,-148497
73,4,16,-148495
79,19,10,-148489
84,2,5,-148484
87,12,2,-148481
91,2,2,-148477
97,5,8,-148471
101,24,12,-148467
109,4,20,-148459
112,1,23,-148456
115,1,26,-148453
118,2,29,-148450
121,4,32,-148447
123,2,34,-148445
124,1,35,-148444
128,1,39,-148440
142,2,53,-148426
149,1,60,-148419
150,2,61,-148418
154,2,65,-148414
155,1,66,-148413
158,6,69,-148410
161,7,72,-148407
164,5,75,-148404
168,4,79,-148400
170,1,79,-148398
173,11,76,-148395
186,25,63,-148382
195,11,54,-148373
205,3,44,-148363
208,1,41,-148360
212,1,37,-148356
214,3,35,-148354
223,8,26,-148345
228,1,21,-148340
231,5,18,-148337
234,10,15,-148334
237,10,12,-148331
239,7,10,-148329
243,4,6,-148325
245,4,4,-148323
247,6,2,-148321
249,4,0,-148319
257,12,8,-148311
262,2,13,-148306
263,19,14,-148305
267,9,18,-148301
269,1,20,-148299
271,6,22,-148297
277,3,28,-148291
288,10,39,-148280
289,2,40,-148279
291,1,42,-148277
292,5,43,-148276
298,9,49,-148270
311,1,62,-148257
317,1,68,-148251
322,4,73,-148246
324,3,75,-148244
328,6,79,-148240
333,4,76,-148235
337,1,72,-148231
341,5,68,-148227
346,1,63,-148222
348,1,61,-148220
349,1,60,-148219
351,1,58,-148217
354,5,55,-148214
359,3,50,-148209
363,2,46,-148205
369,1,40,-148199
370,2,39,-148198
374,4,35,-148194
375,1,34,-148193
377,5,32,-148191
379,14,30,-148189
385,33,24,-148183
391,3,18,-148177
394,1,15,-148174
399,1,10,-148169
405,4,4,-148163
410,15,1,-148158
418,2,9,-148150
433,2,24,-148135
455,1,46,-148113
458,19,49,-148110
465,15,56,-148103
474,1,65,-148094
499,12,54,-148069
521,5,32,-148047
532,27,21,-148036
538,1,15,-148030
539,6,14,-148029
543,3,10,-148025
547,6,6,-148021
552,2,1,-148016
558,2,5,-148010
560,1,7,-148008
561,3,8,-148007
566,6,13,-148002
570,1,17,-147998
578,4,25,-147990
582,1,29,-147986
587,3,34,-147981
590,3,37,-147978
595,6,42,-147973
600,8,47,-147968
607,1,54,-147961
611,20,58,-147957
620,1,61,-147948
621,3,60,-147947
636,1,45,-147932
641,6,40,-147927
649,1,32,-147919
651,6,30,-147917
657,3,24,-147911
662,2,19,-147906
670,8,11,-147898
676,1,5,-147892
679,1,2,-147889
682,4,1,-147886
713,1,32,-147855
715,1,34,-147853
718,1,37,-147850
726,2,45,-147842
728,1,47,-147840
736,1,55,-147832
741,3,60,-147827
779,12,30,-147789
794,2,15,-147774
804,5,5,-147764
808,2,1,-147760
815,1,6,-147753
818,12,9,-147750
827,30,18,-147741
832,2,23,-147736
834,11,25,-147734
835,4,26,-147733
845,1,36,-147723
850,7,41,-147718
857,1,48,-147711
861,2,52,-147707
866,2,57,-147702
880,2,57,-147688
883,1,54,-147685
886,1,51,-147682
889,1,48,-147679
896,1,41,-147672
898,5,39,-147670
902,2,35,-147666
905,1,32,-147663
912,1,25,-147656
921,1,16,-147647
923,4,14,-147645
932,60,5,-147636
942,1,5,-147626
944,9,7,-147624
945,1,8,-147623
948,22,11,-147620
954,25,17,-147614
955,1,18,-147613
957,29,20,-147611
961,1,24,-147607
965,17,28,-147603
971,9,34,-147597
978,27,41,-147590
982,14,45,-147586
994,7,57,-147574
1001,18,64,-147567
1005,5,68,-147563
1008,2,71,-147560
1026,11,55,-147542
1029,2,52,-147539
1048,4,33,-147520
1063,3,18,-147505
1065,1,16,-147503
1076,2,5,-147492
1082,4,1,-147486
1097,1,16,-147471
1109,14,28,-147459
1118,42,37,-147450
1120,1,39,-147448
1122,2,41,-147446
1127,2,46,-147441
1153,57,72,-147415
