chrom,Bin_Center,mean_density,sd_density,n_datasets,se_density
ChrVI,-150000.0,0.0,0.0,35,0.0
ChrVI,-149000.0,0.013514285714285713,0.004068324041199482,35,0.000687672274606811
ChrVI,-148000.0,0.14257142857142857,0.04862418044933763,35,0.008218986597888972
ChrVI,-147000.0,0.15417142857142857,0.051319922581600924,35,0.00867465018443562
ChrVI,-146000.0,0.28982857142857144,0.0873725915141537,35,0.014768663492968738
ChrVI,-145000.0,0.21562857142857142,0.08032400773422223,35,0.013577235378684837
ChrVI,-144000.0,0.3102857142857143,0.10832238686346565,35,0.018309825228001276
ChrVI,-143000.0,0.11825714285714287,0.044202969594908464,35,0.0074716655649544285
ChrVI,-142000.0,0.12288571428571429,0.04726071084861047,35,0.00798851817103946
ChrVI,-141000.0,0.09151428571428571,0.0416104988367765,35,0.00703345802665553
ChrVI,-140000.0,0.09899999999999999,0.03952809871768808,35,0.00668146816251658
ChrVI,-139000.0,0.12739999999999999,0.042394644500843987,35,0.007166002835518241
ChrVI,-138000.0,0.11979999999999999,0.04433084174039294,35,0.007493279902517922
ChrVI,-137000.0,0.15059999999999998,0.057093421893677145,35,0.009650549686090295
ChrVI,-136000.0,0.15545714285714285,0.05623864217732839,35,0.00950606554326474
ChrVI,-135000.0,0.0842,0.031368586759593066,35,0.005302258912938139
ChrVI,-134000.0,0.10045714285714286,0.03999069219437034,35,0.006759660731522114
ChrVI,-133000.0,0.051057142857142856,0.02288840299358255,35,0.003868846234793442
ChrVI,-132000.0,0.10685714285714286,0.042830131543893576,35,0.007239613580980741
ChrVI,-131000.0,0.06228571428571429,0.02797222511977302,35,0.004728169014840012
ChrVI,-130000.0,0.049114285714285714,0.020087706847386904,35,0.0033954421819616396
ChrVI,-129000.0,0.05248571428571428,0.02782759044394549,35,0.0047037212925086285
ChrVI,-128000.0,0.06731428571428572,0.02893986811280512,35,0.004891730533363874
ChrVI,-127000.0,0.0726,0.030707538832939217,35,0.005190521419379945
ChrVI,-126000.0,0.10357142857142858,0.039391164815808864,35,0.006658322108558622
ChrVI,-125000.0,0.0804,0.03058277100514178,35,0.005169431807276698
ChrVI,-124000.0,0.050685714285714285,0.024422472087344944,35,0.004128151239121603
ChrVI,-123000.0,0.037885714285714286,0.013841054508814218,35,0.0023395652216107307
ChrVI,-122000.0,0.047485714285714284,0.018282700644520294,35,0.0030903404475288235
ChrVI,-121000.0,0.0944,0.039010707429084746,35,0.006594013072732064
ChrVI,-120000.0,0.07271428571428572,0.031522700903775805,35,0.005328308957872115
ChrVI,-119000.0,0.0536,0.021599564265757494,35,0.0036509927278973947
ChrVI,-118000.0,0.06497142857142857,0.029110828503057993,35,0.004920628113606327
ChrVI,-117000.0,0.07482857142857144,0.030609000708447635,35,0.005173865436346539
ChrVI,-116000.0,0.20845714285714287,0.08055080342723533,35,0.013615570847665664
ChrVI,-115000.0,0.10471428571428572,0.04071462479587535,35,0.0068820276751818425
ChrVI,-114000.0,0.04685714285714286,0.01965757279185879,35,0.003322736256534996
ChrVI,-113000.0,0.051457142857142854,0.018353302086518152,35,0.0031022742693477155
ChrVI,-112000.0,0.0754,0.02931492292131011,35,0.004955126366796751
ChrVI,-111000.0,0.04108571428571428,0.017535462268636944,35,0.0029640341089939757
ChrVI,-110000.0,0.05308571428571429,0.024319408163961928,35,0.004110730256450369
ChrVI,-109000.0,0.033857142857142856,0.015543379254700767,35,0.0026273106219938626
ChrVI,-108000.0,0.07591428571428571,0.03186494609937331,35,0.005386158954516041
ChrVI,-107000.0,0.04888571428571429,0.0176514812385807,35,0.002983644894209413
ChrVI,-106000.0,0.07339999999999999,0.028003361142800654,35,0.004733431963307437
ChrVI,-105000.0,0.05017142857142857,0.017295843965744923,35,0.002923531223353972
ChrVI,-104000.0,0.047857142857142855,0.019636614745303278,35,0.0033191937000915583
ChrVI,-103000.0,0.08137142857142857,0.034585857118265,35,0.0058460768593868425
ChrVI,-102000.0,0.06631428571428571,0.024089015593604223,35,0.004071786804231239
ChrVI,-101000.0,0.11062857142857144,0.03615659220202956,35,0.006111579547205838
ChrVI,-100000.0,0.09374285714285714,0.03858325060036748,35,0.006521759681231433
ChrVI,-99000.0,0.08342857142857142,0.030706663115093857,35,0.005190373396047355
ChrVI,-98000.0,0.060200000000000004,0.023175544920302115,35,0.0039173820790090385
ChrVI,-97000.0,0.08825714285714285,0.036492821902672425,35,0.006168412739618719
ChrVI,-96000.0,0.09165714285714287,0.03710077124388059,35,0.006271174934095016
ChrVI,-95000.0,0.029685714285714284,0.010473415726246616,35,0.0017703303725155768
ChrVI,-94000.0,0.06974285714285713,0.02452650769742673,35,0.0041457364668223825
ChrVI,-93000.0,0.07671428571428572,0.029470395343134982,35,0.0049814060025563985
ChrVI,-92000.0,0.07671428571428572,0.020356486794676748,35,0.003440874285169183
ChrVI,-91000.0,0.036457142857142855,0.011128508322277141,35,0.0018810612314708462
ChrVI,-90000.0,0.12382857142857141,0.04449486798846495,35,0.007521005398806965
ChrVI,-89000.0,0.01657142857142857,0.007385541177692733,35,0.0012483843099599344
ChrVI,-88000.0,0.017628571428571427,0.011167404549390515,35,0.001887635893838397
