chrom,Bin_Center,mean_density,sd_density,n_datasets,se_density
ChrV,-426000.0,0.0,0.0,35,0.0
ChrV,-425000.0,0.0,0.0,35,0.0
ChrV,-424000.0,0.0,0.0,35,0.0
ChrV,-423000.0,0.0,0.0,35,0.0
ChrV,-422000.0,0.0,0.0,35,0.0
ChrV,-421000.0,0.0,0.0,35,0.0
ChrV,-420000.0,0.0,0.0,35,0.0
ChrV,-419000.0,0.0,0.0,35,0.0
ChrV,-418000.0,0.0,0.0,35,0.0
ChrV,-417000.0,0.0,0.0,35,0.0
ChrV,-416000.0,0.0,0.0,35,0.0
ChrV,-415000.0,0.0,0.0,35,0.0
ChrV,-414000.0,0.0,0.0,35,0.0
ChrV,-413000.0,0.0,0.0,35,0.0
ChrV,-412000.0,0.0,0.0,35,0.0
ChrV,-411000.0,0.0,0.0,35,0.0
ChrV,-410000.0,0.0,0.0,35,0.0
ChrV,-409000.0,0.0,0.0,35,0.0
ChrV,-408000.0,0.0,0.0,35,0.0
ChrV,-407000.0,0.0,0.0,35,0.0
ChrV,-406000.0,0.0,0.0,35,0.0
ChrV,-405000.0,0.0,0.0,35,0.0
ChrV,-404000.0,0.0,0.0,35,0.0
ChrV,-403000.0,0.0,0.0,35,0.0
ChrV,-402000.0,0.0,0.0,35,0.0
ChrV,-401000.0,0.0,0.0,35,0.0
ChrV,-400000.0,0.0,0.0,35,0.0
ChrV,-399000.0,0.0,0.0,35,0.0
ChrV,-398000.0,0.0,0.0,35,0.0
ChrV,-397000.0,0.0,0.0,35,0.0
ChrV,-396000.0,0.0,0.0,35,0.0
ChrV,-395000.0,0.0,0.0,35,0.0
ChrV,-394000.0,0.0,0.0,35,0.0
ChrV,-393000.0,0.0,0.0,35,0.0
ChrV,-392000.0,0.0,0.0,35,0.0
ChrV,-391000.0,0.0,0.0,35,0.0
ChrV,-390000.0,0.0,0.0,35,0.0
ChrV,-389000.0,0.0,0.0,35,0.0
ChrV,-388000.0,0.0,0.0,35,0.0
ChrV,-387000.0,0.0,0.0,35,0.0
ChrV,-386000.0,0.0,0.0,35,0.0
ChrV,-385000.0,0.0,0.0,35,0.0
ChrV,-384000.0,0.0,0.0,35,0.0
ChrV,-383000.0,0.0,0.0,35,0.0
ChrV,-382000.0,0.0,0.0,35,0.0
ChrV,-381000.0,0.0,0.0,35,0.0
ChrV,-380000.0,0.0,0.0,35,0.0
ChrV,-379000.0,0.0,0.0,35,0.0
ChrV,-378000.0,0.0,0.0,35,0.0
ChrV,-377000.0,0.0,0.0,35,0.0
ChrV,-376000.0,0.0,0.0,35,0.0
ChrV,-375000.0,0.0,0.0,35,0.0
ChrV,-374000.0,0.0,0.0,35,0.0
ChrV,-373000.0,0.0,0.0,35,0.0
ChrV,-372000.0,0.0,0.0,35,0.0
ChrV,-371000.0,0.0,0.0,35,0.0
ChrV,-370000.0,0.0,0.0,35,0.0
ChrV,-369000.0,0.0,0.0,35,0.0
ChrV,-368000.0,0.0,0.0,35,0.0
ChrV,-367000.0,0.0,0.0,35,0.0
ChrV,-366000.0,0.0,0.0,35,0.0
ChrV,-365000.0,0.0,0.0,35,0.0
ChrV,-364000.0,0.0,0.0,35,0.0
ChrV,-363000.0,0.0,0.0,35,0.0
