chrom,Bin_Center,mean_density,sd_density,n_datasets,se_density
ChrXIII,-658000.0,0.0,0.0,35,0.0
ChrXIII,-657000.0,0.0,0.0,35,0.0
ChrXIII,-656000.0,0.0,0.0,35,0.0
ChrXIII,-655000.0,0.0,0.0,35,0.0
ChrXIII,-654000.0,0.0,0.0,35,0.0
ChrXIII,-653000.0,0.0,0.0,35,0.0
ChrXIII,-652000.0,0.0,0.0,35,0.0
ChrXIII,-651000.0,0.0,0.0,35,0.0
ChrXIII,-650000.0,0.0,0.0,35,0.0
ChrXIII,-649000.0,0.0,0.0,35,0.0
ChrXIII,-648000.0,0.0,0.0,35,0.0
ChrXIII,-647000.0,0.0,0.0,35,0.0
ChrXIII,-646000.0,0.0,0.0,35,0.0
ChrXIII,-645000.0,0.0,0.0,35,0.0
ChrXIII,-644000.0,0.0,0.0,35,0.0
ChrXIII,-643000.0,0.0,0.0,35,0.0
ChrXIII,-642000.0,0.0,0.0,35,0.0
ChrXIII,-641000.0,0.0,0.0,35,0.0
ChrXIII,-640000.0,0.0,0.0,35,0.0
ChrXIII,-639000.0,0.0,0.0,35,0.0
ChrXIII,-638000.0,0.0,0.0,35,0.0
ChrXIII,-637000.0,0.0,0.0,35,0.0
ChrXIII,-636000.0,0.0,0.0,35,0.0
ChrXIII,-635000.0,0.0,0.0,35,0.0
ChrXIII,-634000.0,0.0,0.0,35,0.0
ChrXIII,-633000.0,0.0,0.0,35,0.0
ChrXIII,-632000.0,0.0,0.0,35,0.0
ChrXIII,-631000.0,0.0,0.0,35,0.0
ChrXIII,-630000.0,0.0,0.0,35,0.0
ChrXIII,-629000.0,0.0,0.0,35,0.0
ChrXIII,-628000.0,0.0,0.0,35,0.0
ChrXIII,-627000.0,0.0,0.0,35,0.0
ChrXIII,-626000.0,0.0,0.0,35,0.0
ChrXIII,-625000.0,0.0,0.0,35,0.0
ChrXIII,-624000.0,0.0,0.0,35,0.0
ChrXIII,-623000.0,0.0,0.0,35,0.0
ChrXIII,-622000.0,0.0,0.0,35,0.0
ChrXIII,-621000.0,0.0,0.0,35,0.0
ChrXIII,-620000.0,0.0,0.0,35,0.0
ChrXIII,-619000.0,0.0,0.0,35,0.0
ChrXIII,-618000.0,0.0,0.0,35,0.0
ChrXIII,-617000.0,0.0,0.0,35,0.0
ChrXIII,-616000.0,0.0,0.0,35,0.0
ChrXIII,-615000.0,0.0,0.0,35,0.0
ChrXIII,-614000.0,0.0,0.0,35,0.0
ChrXIII,-613000.0,0.0,0.0,35,0.0
ChrXIII,-612000.0,0.0,0.0,35,0.0
ChrXIII,-611000.0,0.0,0.0,35,0.0
ChrXIII,-610000.0,0.0,0.0,35,0.0
ChrXIII,-609000.0,0.0,0.0,35,0.0
ChrXIII,-608000.0,0.0,0.0,35,0.0
ChrXIII,-607000.0,0.0,0.0,35,0.0
ChrXIII,-606000.0,0.0,0.0,35,0.0
ChrXIII,-605000.0,0.0,0.0,35,0.0
ChrXIII,-604000.0,0.0,0.0,35,0.0
ChrXIII,-603000.0,0.0,0.0,35,0.0
ChrXIII,-602000.0,0.0,0.0,35,0.0
ChrXIII,-601000.0,0.0,0.0,35,0.0
ChrXIII,-600000.0,0.0,0.0,35,0.0
ChrXIII,-599000.0,0.0,0.0,35,0.0
ChrXIII,-598000.0,0.0,0.0,35,0.0
ChrXIII,-597000.0,0.0,0.0,35,0.0
ChrXIII,-596000.0,0.0,0.0,35,0.0
ChrXIII,-595000.0,0.0,0.0,35,0.0
ChrXIII,-594000.0,0.0,0.0,35,0.0
ChrXIII,-593000.0,0.0,0.0,35,0.0
ChrXIII,-592000.0,0.0,0.0,35,0.0
ChrXIII,-591000.0,0.0,0.0,35,0.0
ChrXIII,-590000.0,0.0,0.0,35,0.0
ChrXIII,-589000.0,0.0,0.0,35,0.0
ChrXIII,-588000.0,0.0,0.0,35,0.0
ChrXIII,-587000.0,0.0,0.0,35,0.0
ChrXIII,-586000.0,0.0,0.0,35,0.0
ChrXIII,-585000.0,0.0,0.0,35,0.0
ChrXIII,-584000.0,0.0,0.0,35,0.0
ChrXIII,-583000.0,0.0,0.0,35,0.0
ChrXIII,-582000.0,0.0,0.0,35,0.0
ChrXIII,-581000.0,0.0,0.0,35,0.0
ChrXIII,-580000.0,0.0,0.0,35,0.0
ChrXIII,-579000.0,0.0,0.0,35,0.0
ChrXIII,-578000.0,0.0,0.0,35,0.0
ChrXIII,-577000.0,0.0,0.0,35,0.0
ChrXIII,-576000.0,0.0,0.0,35,0.0
ChrXIII,-575000.0,0.0,0.0,35,0.0
ChrXIII,-574000.0,0.0,0.0,35,0.0
ChrXIII,-573000.0,0.0,0.0,35,0.0
ChrXIII,-572000.0,0.0,0.0,35,0.0
ChrXIII,-571000.0,0.0,0.0,35,0.0
ChrXIII,-570000.0,0.0,0.0,35,0.0
ChrXIII,-569000.0,0.0,0.0,35,0.0
ChrXIII,-568000.0,0.0,0.0,35,0.0
ChrXIII,-567000.0,0.0,0.0,35,0.0
ChrXIII,-566000.0,0.0,0.0,35,0.0
ChrXIII,-565000.0,0.0,0.0,35,0.0
ChrXIII,-564000.0,0.0,0.0,35,0.0
ChrXIII,-563000.0,0.0,0.0,35,0.0
ChrXIII,-562000.0,0.0,0.0,35,0.0
ChrXIII,-561000.0,0.0,0.0,35,0.0
ChrXIII,-560000.0,0.0,0.0,35,0.0
ChrXIII,-559000.0,0.0,0.0,35,0.0
ChrXIII,-558000.0,0.0,0.0,35,0.0
ChrXIII,-557000.0,0.0,0.0,35,0.0
ChrXIII,-556000.0,0.0,0.0,35,0.0
ChrXIII,-555000.0,0.0,0.0,35,0.0
ChrXIII,-554000.0,0.0,0.0,35,0.0
ChrXIII,-553000.0,0.0,0.0,35,0.0
ChrXIII,-552000.0,0.0,0.0,35,0.0
ChrXIII,-551000.0,0.0,0.0,35,0.0
ChrXIII,-550000.0,0.0,0.0,35,0.0
ChrXIII,-549000.0,0.0,0.0,35,0.0
ChrXIII,-548000.0,0.0,0.0,35,0.0
ChrXIII,-547000.0,0.0,0.0,35,0.0
ChrXIII,-546000.0,0.0,0.0,35,0.0
ChrXIII,-545000.0,0.0,0.0,35,0.0
ChrXIII,-544000.0,0.0,0.0,35,0.0
ChrXIII,-543000.0,0.0,0.0,35,0.0
ChrXIII,-542000.0,0.0,0.0,35,0.0
ChrXIII,-541000.0,0.0,0.0,35,0.0
ChrXIII,-540000.0,0.0,0.0,35,0.0
ChrXIII,-539000.0,0.0,0.0,35,0.0
ChrXIII,-538000.0,0.0,0.0,35,0.0
ChrXIII,-537000.0,0.0,0.0,35,0.0
ChrXIII,-536000.0,0.0,0.0,35,0.0
ChrXIII,-535000.0,0.0,0.0,35,0.0
ChrXIII,-534000.0,0.0,0.0,35,0.0
ChrXIII,-533000.0,0.0,0.0,35,0.0
ChrXIII,-532000.0,0.0,0.0,35,0.0
ChrXIII,-531000.0,0.0,0.0,35,0.0
ChrXIII,-530000.0,0.0,0.0,35,0.0
ChrXIII,-529000.0,0.0,0.0,35,0.0
ChrXIII,-528000.0,0.0,0.0,35,0.0
ChrXIII,-527000.0,0.0,0.0,35,0.0
ChrXIII,-526000.0,0.0,0.0,35,0.0
ChrXIII,-525000.0,0.0,0.0,35,0.0
ChrXIII,-524000.0,0.0,0.0,35,0.0
ChrXIII,-523000.0,0.0,0.0,35,0.0
ChrXIII,-522000.0,0.0,0.0,35,0.0
ChrXIII,-521000.0,0.0,0.0,35,0.0
ChrXIII,-520000.0,0.0,0.0,35,0.0
ChrXIII,-519000.0,0.0,0.0,35,0.0
ChrXIII,-518000.0,0.0,0.0,35,0.0
ChrXIII,-517000.0,0.0,0.0,35,0.0
ChrXIII,-516000.0,0.0,0.0,35,0.0
ChrXIII,-515000.0,0.0,0.0,35,0.0
