chrom,Bin_Center,mean_density,sd_density,n_datasets,se_density
ChrII,-576000.0,0.0,0.0,35,0.0
ChrII,-575000.0,0.0,0.0,35,0.0
ChrII,-574000.0,0.0,0.0,35,0.0
ChrII,-573000.0,0.0,0.0,35,0.0
ChrII,-572000.0,0.0,0.0,35,0.0
ChrII,-571000.0,0.0,0.0,35,0.0
ChrII,-570000.0,0.0,0.0,35,0.0
ChrII,-569000.0,0.0,0.0,35,0.0
ChrII,-568000.0,0.0,0.0,35,0.0
ChrII,-567000.0,0.0,0.0,35,0.0
ChrII,-566000.0,0.0,0.0,35,0.0
ChrII,-565000.0,0.0,0.0,35,0.0
ChrII,-564000.0,0.0,0.0,35,0.0
ChrII,-563000.0,0.0,0.0,35,0.0
ChrII,-562000.0,0.0,0.0,35,0.0
ChrII,-561000.0,0.0,0.0,35,0.0
ChrII,-560000.0,0.0,0.0,35,0.0
ChrII,-559000.0,0.0,0.0,35,0.0
ChrII,-558000.0,0.0,0.0,35,0.0
ChrII,-557000.0,0.0,0.0,35,0.0
ChrII,-556000.0,0.0,0.0,35,0.0
ChrII,-555000.0,0.0,0.0,35,0.0
ChrII,-554000.0,0.0,0.0,35,0.0
ChrII,-553000.0,0.0,0.0,35,0.0
ChrII,-552000.0,0.0,0.0,35,0.0
ChrII,-551000.0,0.0,0.0,35,0.0
ChrII,-550000.0,0.0,0.0,35,0.0
ChrII,-549000.0,0.0,0.0,35,0.0
ChrII,-548000.0,0.0,0.0,35,0.0
ChrII,-547000.0,0.0,0.0,35,0.0
ChrII,-546000.0,0.0,0.0,35,0.0
ChrII,-545000.0,0.0,0.0,35,0.0
ChrII,-544000.0,0.0,0.0,35,0.0
ChrII,-543000.0,0.0,0.0,35,0.0
ChrII,-542000.0,0.0,0.0,35,0.0
ChrII,-541000.0,0.0,0.0,35,0.0
ChrII,-540000.0,0.0,0.0,35,0.0
ChrII,-539000.0,0.0,0.0,35,0.0
ChrII,-538000.0,0.0,0.0,35,0.0
ChrII,-537000.0,0.0,0.0,35,0.0
ChrII,-536000.0,0.0,0.0,35,0.0
ChrII,-535000.0,0.0,0.0,35,0.0
ChrII,-534000.0,0.0,0.0,35,0.0
ChrII,-533000.0,0.0,0.0,35,0.0
ChrII,-532000.0,0.0,0.0,35,0.0
ChrII,-531000.0,0.0,0.0,35,0.0
ChrII,-530000.0,0.0,0.0,35,0.0
ChrII,-529000.0,0.0,0.0,35,0.0
ChrII,-528000.0,0.0,0.0,35,0.0
ChrII,-527000.0,0.0,0.0,35,0.0
ChrII,-526000.0,0.0,0.0,35,0.0
ChrII,-525000.0,0.0,0.0,35,0.0
ChrII,-524000.0,0.0,0.0,35,0.0
ChrII,-523000.0,0.0,0.0,35,0.0
ChrII,-522000.0,0.0,0.0,35,0.0
ChrII,-521000.0,0.0,0.0,35,0.0
ChrII,-520000.0,0.0,0.0,35,0.0
ChrII,-519000.0,0.0,0.0,35,0.0
ChrII,-518000.0,0.0,0.0,35,0.0
ChrII,-517000.0,0.0,0.0,35,0.0
ChrII,-516000.0,0.0,0.0,35,0.0
ChrII,-515000.0,0.0,0.0,35,0.0
ChrII,-514000.0,0.0,0.0,35,0.0
ChrII,-513000.0,0.0,0.0,35,0.0
ChrII,-512000.0,0.0,0.0,35,0.0
ChrII,-511000.0,0.0,0.0,35,0.0
ChrII,-510000.0,0.0,0.0,35,0.0
ChrII,-509000.0,0.0,0.0,35,0.0
ChrII,-508000.0,0.0,0.0,35,0.0
ChrII,-507000.0,0.0,0.0,35,0.0
ChrII,-506000.0,0.0,0.0,35,0.0
ChrII,-505000.0,0.0,0.0,35,0.0
ChrII,-504000.0,0.0,0.0,35,0.0
ChrII,-503000.0,0.0,0.0,35,0.0
ChrII,-502000.0,0.0,0.0,35,0.0
ChrII,-501000.0,0.0,0.0,35,0.0
ChrII,-500000.0,0.0,0.0,35,0.0
ChrII,-499000.0,0.0,0.0,35,0.0
ChrII,-498000.0,0.0,0.0,35,0.0
ChrII,-497000.0,0.0,0.0,35,0.0
ChrII,-496000.0,0.0,0.0,35,0.0
ChrII,-495000.0,0.0,0.0,35,0.0
ChrII,-494000.0,0.0,0.0,35,0.0
ChrII,-493000.0,0.0,0.0,35,0.0
ChrII,-492000.0,0.0,0.0,35,0.0
ChrII,-491000.0,0.0,0.0,35,0.0
ChrII,-490000.0,0.0,0.0,35,0.0
ChrII,-489000.0,0.0,0.0,35,0.0
ChrII,-488000.0,0.0,0.0,35,0.0
ChrII,-487000.0,0.0,0.0,35,0.0
ChrII,-486000.0,0.0,0.0,35,0.0
ChrII,-485000.0,0.0,0.0,35,0.0
ChrII,-484000.0,0.0,0.0,35,0.0
ChrII,-483000.0,0.0,0.0,35,0.0
ChrII,-482000.0,0.0,0.0,35,0.0
ChrII,-481000.0,0.0,0.0,35,0.0
ChrII,-480000.0,0.0,0.0,35,0.0
ChrII,-479000.0,0.0,0.0,35,0.0
ChrII,-478000.0,0.0,0.0,35,0.0
ChrII,-477000.0,0.0,0.0,35,0.0
ChrII,-476000.0,0.0,0.0,35,0.0
ChrII,-475000.0,0.0,0.0,35,0.0
ChrII,-474000.0,0.0,0.0,35,0.0
ChrII,-473000.0,0.0,0.0,35,0.0
ChrII,-472000.0,0.0,0.0,35,0.0
ChrII,-471000.0,0.0,0.0,35,0.0
ChrII,-470000.0,0.0,0.0,35,0.0
ChrII,-469000.0,0.0,0.0,35,0.0
ChrII,-468000.0,0.0,0.0,35,0.0
ChrII,-467000.0,0.0,0.0,35,0.0
ChrII,-466000.0,0.0,0.0,35,0.0
ChrII,-465000.0,0.0,0.0,35,0.0
