Position,Value,Nucleosome_Distance,Centromere_Distance
6,27,211,152039
28,3,189,152017
47,97,170,151998
57,2,160,151988
59,2,158,151986
60,3,157,151985
61,3,156,151984
63,2,154,151982
64,12,153,151981
71,2,146,151974
72,1,145,151973
75,8,142,151970
77,1,140,151968
95,75,122,151950
103,1,114,151942
105,3,112,151940
108,1,109,151937
109,12,108,151936
110,14,107,151935
111,48,106,151934
113,28,104,151932
115,11,102,151930
116,5,101,151929
117,13,100,151928
118,6,99,151927
119,5,98,151926
120,37,97,151925
121,24,96,151924
123,9,94,151922
124,11,93,151921
125,20,92,151920
127,14,90,151918
128,27,89,151917
131,42,86,151914
132,1,85,151913
134,11,83,151911
135,7,82,151910
136,15,81,151909
137,18,80,151908
138,11,79,151907
139,5,78,151906
142,5,75,151903
143,5,74,151902
144,2,73,151901
145,8,72,151900
148,6,69,151897
151,8,66,151894
153,1,64,151892
156,7,61,151889
159,7,58,151886
161,3,56,151884
162,1,55,151883
164,7,53,151881
166,3,51,151879
167,5,50,151878
168,1,49,151877
169,6,48,151876
172,10,45,151873
173,4,44,151872
175,6,42,151870
176,1,41,151869
178,4,39,151867
180,5,37,151865
181,14,36,151864
184,5,33,151861
186,1,31,151859
187,3,30,151858
190,5,27,151855
198,2,19,151847
209,10,8,151836
215,6,2,151830
218,7,1,151827
225,6,8,151820
228,2,11,151817
232,1,15,151813
239,3,22,151806
241,2,24,151804
243,2,26,151802
244,1,27,151801
245,6,28,151800
259,1,42,151786
262,1,45,151783
269,5,52,151776
270,1,53,151775
274,4,57,151771
277,3,60,151768
278,18,61,151767
285,8,68,151760
288,26,71,151757
290,1,73,151755
293,5,76,151752
296,18,79,151749
301,88,76,151744
305,5,72,151740
313,165,64,151732
323,11,54,151722
324,1,53,151721
326,23,51,151719
327,2,50,151718
328,3,49,151717
329,1,48,151716
330,6,47,151715
331,1,46,151714
332,2,45,151713
333,21,44,151712
334,15,43,151711
335,1,42,151710
338,31,39,151707
341,1,36,151704
345,5,32,151700
354,13,23,151691
355,1,22,151690
360,2,17,151685
361,25,16,151684
363,1,14,151682
365,23,12,151680
372,10,5,151673
373,1,4,151672
376,157,1,151669
388,33,11,151657
394,10,17,151651
409,1,32,151636
412,1,35,151633
421,18,44,151624
426,19,49,151619
434,15,57,151611
437,33,60,151608
439,17,62,151606
443,3,66,151602
450,1,71,151595
453,50,68,151592
471,13,50,151574
474,8,47,151571
477,6,44,151568
490,24,31,151555
493,19,28,151552
500,48,21,151545
503,21,18,151542
506,1,15,151539
509,20,12,151536
511,20,10,151534
512,9,9,151533
513,17,8,151532
514,13,7,151531
517,14,4,151528
519,26,2,151526
520,1,1,151525
522,22,1,151523
523,22,2,151522
527,1,6,151518
529,3,8,151516
530,1,9,151515
531,82,10,151514
534,16,13,151511
535,27,14,151510
536,2,15,151509
539,1,18,151506
544,119,23,151501
553,35,32,151492
556,1,35,151489
571,7,50,151474
574,100,53,151471
581,26,60,151464
582,2,61,151463
586,2,63,151459
589,32,60,151456
593,2,56,151452
600,4,49,151445
605,5,44,151440
612,2,37,151433
615,1,34,151430
618,10,31,151427
623,2,26,151422
625,21,24,151420
629,2,20,151416
630,3,19,151415
632,26,17,151413
637,14,12,151408
644,8,5,151401
646,40,3,151399
647,5,2,151398
648,11,1,151397
650,3,1,151395
653,32,4,151392
657,10,8,151388
658,1,9,151387
664,7,15,151381
668,1,19,151377
670,5,21,151375
671,77,22,151374
673,9,24,151372
676,2,27,151369
679,3,30,151366
687,2,38,151358
689,1,40,151356
691,14,42,151354
698,1,49,151347
701,1,52,151344
732,2,45,151313
735,3,42,151310
736,101,41,151309
741,7,36,151304
746,1,31,151299
755,2,22,151290
763,19,14,151282
772,28,5,151273
783,3,6,151262
789,2,12,151256
799,5,22,151246
800,9,23,151245
802,4,25,151243
805,3,28,151240
