Position,Value,Nucleosome_Distance,Centromere_Distance
7,2,38,-355680
15,1,30,-355672
27,2,18,-355660
35,2,10,-355652
42,2,3,-355645
59,1,14,-355628
62,5,17,-355625
64,10,19,-355623
76,5,31,-355611
83,22,38,-355604
91,19,46,-355596
94,1,49,-355593
95,5,50,-355592
98,5,53,-355589
100,2,55,-355587
102,5,57,-355585
115,6,70,-355572
127,2,82,-355560
139,5,94,-355548
143,2,98,-355544
146,11,101,-355541
154,5,109,-355533
162,2,117,-355525
172,1,127,-355515
175,7,130,-355512
187,164,142,-355500
189,1,144,-355498
193,1,148,-355494
207,1,162,-355480
217,24,172,-355470
225,5,172,-355462
228,18,169,-355459
234,4,163,-355453
249,3,148,-355438
250,1,147,-355437
256,2,141,-355431
257,3,140,-355430
263,40,134,-355424
265,1,132,-355422
268,24,129,-355419
269,63,128,-355418
270,5,127,-355417
271,94,126,-355416
272,377,125,-355415
273,8,124,-355414
275,56,122,-355412
276,8,121,-355411
277,14,120,-355410
278,4,119,-355409
280,40,117,-355407
282,1,115,-355405
283,206,114,-355404
287,21,110,-355400
288,4,109,-355399
289,3,108,-355398
291,5,106,-355396
293,1,104,-355394
295,14,102,-355392
296,8,101,-355391
299,18,98,-355388
303,34,94,-355384
311,66,86,-355376
317,8,80,-355370
319,7,78,-355368
320,4,77,-355367
323,19,74,-355364
325,12,72,-355362
326,24,71,-355361
327,1,70,-355360
330,69,67,-355357
333,2,64,-355354
336,8,61,-355351
337,2,60,-355350
339,15,58,-355348
340,2,57,-355347
342,22,55,-355345
344,4,53,-355343
346,2,51,-355341
347,6,50,-355340
353,39,44,-355334
355,4,42,-355332
358,14,39,-355329
361,3,36,-355326
362,1,35,-355325
365,30,32,-355322
370,38,27,-355317
374,4,23,-355313
380,24,17,-355307
387,13,10,-355300
388,1,9,-355299
389,1,8,-355298
394,108,3,-355293
400,6,3,-355287
401,21,4,-355286
404,20,7,-355283
410,1,13,-355277
414,2,17,-355273
420,3,23,-355267
423,2,26,-355264
429,7,32,-355258
434,19,37,-355253
438,1,41,-355249
442,7,45,-355245
445,3,48,-355242
451,30,54,-355236
458,10,61,-355229
463,1,66,-355224
470,39,71,-355217
480,4,61,-355207
487,11,54,-355200
498,1,43,-355189
504,10,37,-355183
508,2,33,-355179
513,22,28,-355174
520,3,21,-355167
522,1,19,-355165
533,92,8,-355154
540,1,1,-355147
