Position,Value,Nucleosome_Distance,Centromere_Distance
2,5,311,628814
14,12,299,628802
20,1,293,628796
24,2,289,628792
32,2,281,628784
38,1,275,628778
45,1,268,628771
49,4,264,628767
60,132,253,628756
71,56,242,628745
81,1,232,628735
103,3,210,628713
112,50,201,628704
131,1,182,628685
136,2,177,628680
143,1,170,628673
144,4,169,628672
148,5,165,628668
149,56,164,628667
151,2,162,628665
152,7,161,628664
155,33,158,628661
156,3,157,628660
157,102,156,628659
159,27,154,628657
160,62,153,628656
162,48,151,628654
163,11,150,628653
164,103,149,628652
166,9,147,628650
167,353,146,628649
168,63,145,628648
171,18,142,628645
173,11,140,628643
174,1,139,628642
175,11,138,628641
177,3,136,628639
179,64,134,628637
180,1,133,628636
182,1,131,628634
183,3,130,628633
184,3,129,628632
188,2,125,628628
190,8,123,628626
191,15,122,628625
193,4,120,628623
194,6,119,628622
196,26,117,628620
197,6,116,628619
198,16,115,628618
201,3,112,628615
203,1,110,628613
204,12,109,628612
206,10,107,628610
207,10,106,628609
208,5,105,628608
210,30,103,628606
212,17,101,628604
214,11,99,628602
216,10,97,628600
217,12,96,628599
218,27,95,628598
220,43,93,628596
221,4,92,628595
222,11,91,628594
223,10,90,628593
224,124,89,628592
227,26,86,628589
228,18,85,628588
230,128,83,628586
232,35,81,628584
234,15,79,628582
235,27,78,628581
238,121,75,628578
239,1,74,628577
240,1,73,628576
241,7,72,628575
242,17,71,628574
243,10,70,628573
244,13,69,628572
245,2,68,628571
246,4,67,628570
252,22,61,628564
255,16,58,628561
256,2,57,628560
257,2,56,628559
258,2,55,628558
262,2,51,628554
263,5,50,628553
266,49,47,628550
269,16,44,628547
271,6,42,628545
273,16,40,628543
274,4,39,628542
276,12,37,628540
278,3,35,628538
279,13,34,628537
280,9,33,628536
282,3,31,628534
283,7,30,628533
284,6,29,628532
286,1,27,628530
287,17,26,628529
290,7,23,628526
291,8,22,628525
292,74,21,628524
296,13,17,628520
299,5,14,628517
300,3,13,628516
