Position,Value,Nucleosome_Distance,Centromere_Distance
7,1,82,-326636
69,1,20,-326574
116,3,27,-326527
132,26,43,-326511
136,58,47,-326507
139,1,50,-326504
200,1,93,-326443
201,35,92,-326442
208,13,85,-326435
229,6,64,-326414
236,2,57,-326407
239,20,54,-326404
250,13,43,-326393
262,3,31,-326381
282,1,11,-326361
288,242,5,-326355
297,13,4,-326346
304,12,11,-326339
333,7,40,-326310
341,98,48,-326302
349,4,56,-326294
353,1,60,-326290
357,134,64,-326286
360,79,67,-326283
365,1,72,-326278
393,15,44,-326250
438,1,1,-326205
441,9,4,-326202
447,1,10,-326196
451,403,14,-326192
465,72,28,-326178
484,1,47,-326159
490,1,53,-326153
494,129,57,-326149
539,9,102,-326104
543,55,106,-326100
550,60,111,-326093
557,45,104,-326086
558,178,103,-326085
563,25,98,-326080
564,4,97,-326079
609,627,52,-326034
610,13,51,-326033
611,1,50,-326032
612,1,49,-326031
619,9,42,-326024
626,1,35,-326017
643,48,18,-326000
828,31,101,-325815
852,4,77,-325791
918,2,11,-325725
940,21,11,-325703
967,106,38,-325676
1027,1,86,-325616
1034,2,79,-325609
1152,1,39,-325491
1193,2,80,-325450
1276,322,3,-325367
1300,38,27,-325343
1336,87,63,-325307
1415,20,18,-325228
1417,1,16,-325226
1422,213,11,-325221
1435,165,2,-325208
1514,10,63,-325129
1580,22,3,-325063
1621,4,44,-325022
1628,185,51,-325015
1645,1,60,-324998
1771,12,66,-324872
1799,23,50,-324844
1802,20,47,-324841
1826,34,23,-324817
1841,11,8,-324802
1846,3,3,-324797
1849,55,0,-324794
1874,1,25,-324769
1888,27,39,-324755
1892,1,43,-324751
1906,1,57,-324737
1998,1,11,-324645
2005,1,4,-324638
2038,187,29,-324605
2043,43,34,-324600
2050,34,41,-324593
2063,5,54,-324580
2067,1,58,-324576
2101,33,68,-324542
2231,12,62,-324412
2262,42,67,-324381
2299,16,30,-324344
2345,38,16,-324298
2364,51,35,-324279
2388,15,59,-324255
2397,6,68,-324246
2439,1,50,-324204
2527,1,38,-324116
2572,1,77,-324071
2644,9,5,-323999
2922,1,15,-323721
2990,41,53,-323653
2994,1,57,-323649
3042,18,39,-323601
3076,5,5,-323567
3286,1,67,-323357
3289,289,64,-323354
3339,192,14,-323304
3484,19,29,-323159
