Position,Value,Nucleosome_Distance,Centromere_Distance
5,30,212,-152040
38,1,179,-152007
41,1,176,-152004
46,49,171,-151999
50,4,167,-151995
52,37,165,-151993
54,1,163,-151991
55,3,162,-151990
57,8,160,-151988
60,1,157,-151985
61,9,156,-151984
64,9,153,-151981
69,1,148,-151976
72,2,145,-151973
76,13,141,-151969
80,2,137,-151965
81,1,136,-151964
82,3,135,-151963
84,2,133,-151961
91,35,126,-151954
94,1,123,-151951
98,15,119,-151947
101,1,116,-151944
103,37,114,-151942
106,2,111,-151939
108,24,109,-151937
110,16,107,-151935
111,40,106,-151934
113,37,104,-151932
114,1,103,-151931
115,20,102,-151930
117,19,100,-151928
118,5,99,-151927
119,3,98,-151926
120,33,97,-151925
121,29,96,-151924
123,25,94,-151922
125,31,92,-151920
126,4,91,-151919
128,28,89,-151917
129,4,88,-151916
131,34,86,-151914
134,12,83,-151911
135,1,82,-151910
136,4,81,-151909
137,21,80,-151908
138,2,79,-151907
139,21,78,-151906
142,10,75,-151903
144,7,73,-151901
146,3,71,-151899
148,10,69,-151897
150,5,67,-151895
152,4,65,-151893
156,7,61,-151889
157,2,60,-151888
159,10,58,-151886
164,12,53,-151881
165,1,52,-151880
166,3,51,-151879
167,16,50,-151878
169,39,48,-151876
172,9,45,-151873
173,6,44,-151872
175,3,42,-151870
176,2,41,-151869
179,6,38,-151866
180,11,37,-151865
181,9,36,-151864
182,7,35,-151863
184,17,33,-151861
192,7,25,-151853
196,3,21,-151849
200,1,17,-151845
205,1,12,-151840
209,2,8,-151836
212,1,5,-151833
213,2,4,-151832
216,4,1,-151829
224,10,7,-151821
227,3,10,-151818
230,4,13,-151815
231,2,14,-151814
241,5,24,-151804
249,2,32,-151796
253,1,36,-151792
258,1,41,-151787
263,3,46,-151782
272,1,55,-151773
276,4,59,-151769
284,10,67,-151761
286,4,69,-151759
288,20,71,-151757
290,1,73,-151755
293,1,76,-151752
296,1,79,-151749
299,24,78,-151746
304,8,73,-151741
308,44,69,-151737
313,13,64,-151732
315,4,62,-151730
330,205,47,-151715
344,2,33,-151701
346,12,31,-151699
347,1,30,-151698
352,3,25,-151693
355,1,22,-151690
357,2,20,-151688
359,8,18,-151686
370,28,7,-151675
377,37,0,-151668
390,40,13,-151655
405,30,28,-151640
413,3,36,-151632
418,2,41,-151627
423,1,46,-151622
427,2,50,-151618
431,2,54,-151614
434,9,57,-151611
437,9,60,-151608
438,2,61,-151607
444,2,67,-151601
445,1,68,-151600
450,1,71,-151595
454,2,67,-151591
458,1,63,-151587
463,4,58,-151582
465,6,56,-151580
474,4,47,-151571
475,1,46,-151570
479,2,42,-151566
484,4,37,-151561
485,2,36,-151560
493,1,28,-151552
501,1,20,-151544
502,1,19,-151543
