Position,Value,Nucleosome_Distance,Centromere_Distance
22,10,199,496957
63,5,158,496916
119,1,102,496860
133,2,88,496846
149,1,72,496830
158,1,63,496821
162,1,59,496817
171,2,50,496808
187,1,34,496792
217,149,4,496762
223,36,2,496756
228,1,7,496751
231,3,10,496748
258,1,37,496721
266,22,45,496713
272,105,51,496707
276,6,55,496703
280,12,59,496699
286,57,65,496693
290,1,69,496689
291,33,70,496688
300,3,65,496679
306,34,59,496673
311,22,54,496668
314,5,51,496665
319,25,46,496660
320,20,45,496659
321,8,44,496658
329,47,36,496650
331,1,34,496648
336,1,29,496643
338,21,27,496641
340,1,25,496639
348,1,17,496631
352,20,13,496627
359,1,6,496620
365,6,0,496614
370,75,5,496609
372,2,7,496607
373,5,8,496606
376,67,11,496603
377,1,12,496602
378,47,13,496601
380,6,15,496599
383,23,18,496596
384,2,19,496595
385,56,20,496594
386,4,21,496593
388,20,23,496591
390,14,25,496589
393,74,28,496586
402,4,37,496577
405,14,40,496574
406,63,41,496573
407,18,42,496572
409,2,44,496570
412,5,47,496567
414,6,49,496565
417,130,52,496562
419,5,54,496560
420,3,55,496559
421,5,56,496558
422,2,57,496557
423,100,58,496556
424,27,59,496555
428,5,63,496551
430,2,65,496549
434,128,69,496545
436,1,71,496543
437,1,72,496542
438,1,73,496541
440,4,75,496539
444,21,79,496535
447,2,82,496532
450,10,85,496529
462,23,97,496517
472,195,107,496507
481,8,116,496498
488,2,109,496491
494,4,103,496485
500,1,97,496479
504,25,93,496475
545,11,52,496434
558,8,39,496421
575,1,22,496404
667,6,70,496312
681,1,84,496298
765,1,96,496214
769,2,92,496210
803,3,58,496176
836,1,25,496143
6275,1,22,490704
6291,9,38,490688
6294,22,41,490685
6297,1,44,490682
6304,24,51,490675
6311,18,58,490668
6317,7,64,490662
6321,10,68,490658
6324,18,71,490655
6330,10,67,490649
6366,2,31,490613
6409,3,12,490570
6412,3,15,490567
6414,1,17,490565
6418,2,21,490561
6420,2,23,490559
6424,7,27,490555
6427,1,30,490552
6431,2,34,490548
6440,1,43,490539
6464,13,67,490515
6493,1,64,490486
6497,3,60,490482
6651,1,66,490328
6812,11,53,490167
6837,1,28,490142
6925,1,60,490054
6944,3,79,490035
6947,30,82,490032
6952,3,87,490027
6963,3,98,490016
6968,17,103,490011
6970,2,105,490009
6980,26,115,489999
6985,1,120,489994
6992,68,127,489987
7000,31,135,489979
7013,1,148,489966
7022,2,139,489957
7027,1,134,489952
7038,37,123,489941
7045,27,116,489934
7049,55,112,489930
7054,15,107,489925
7056,26,105,489923
7059,93,102,489920
7060,10,101,489919
7064,9,97,489915
7066,2,95,489913
7068,23,93,489911
7072,36,89,489907
7075,27,86,489904
7077,2,84,489902
7078,1,83,489901
7082,13,79,489897
7094,2,67,489885
7104,1,57,489875
7116,2,45,489863
7122,1,39,489857
7175,1,14,489804
7181,1,20,489798
7189,17,28,489790
7194,1,33,489785
7230,4,69,489749
7242,65,71,489737
7250,14,63,489729
7264,1,49,489715
7275,1,38,489704
7296,1,17,489683
7328,1,15,489651
7392,1,79,489587
7407,14,66,489572
7421,1,52,489558
7512,1,39,489467
7547,73,74,489432
7571,4,74,489408
7589,1,56,489390
7592,1,53,489387
7596,1,49,489383
7600,4,45,489379
7644,1,1,489335
7745,11,88,489234
7751,9,82,489228
7771,14,62,489208
7775,1,58,489204
7781,10,52,489198
7784,9,49,489195
7789,7,44,489190
7792,6,41,489187
7805,5,28,489174
7814,2,19,489165
7876,1,43,489103
7877,2,44,489102
7884,1,51,489095
7887,22,54,489092
7966,1,71,489013
8059,1,22,488920
8107,10,70,488872
8120,9,61,488859
8123,1,58,488856
8127,9,54,488852
8135,40,46,488844
8141,18,40,488838
8146,3,35,488833
8152,16,29,488827
8236,4,55,488743
8246,13,65,488733
8249,1,68,488730
8265,1,76,488714
8269,5,72,488710
8273,1,68,488706
8329,3,12,488650
8351,1,10,488628
8364,1,23,488615
8374,16,33,488605
8380,3,39,488599
8417,14,72,488562
8448,13,41,488531
8452,5,37,488527
8467,1,22,488512
8525,1,36,488454
8529,42,40,488450
8541,31,52,488438
8642,2,25,488337
8702,1,43,488277
8759,2,14,488220
8781,4,36,488198
8824,51,65,488155
8832,3,57,488147
8871,1,18,488108
8879,1,10,488100
8955,1,66,488024
9082,13,45,487897
9204,14,19,487775
9220,1,35,487759
9286,3,43,487693
9444,8,65,487535
9561,23,52,487418
9600,4,69,487379
9647,11,22,487332
9696,1,27,487283
9728,2,59,487251
9747,1,78,487232
9766,3,63,487213
9824,1,5,487155
9867,1,38,487112
9873,2,44,487106
9886,3,57,487093
9892,6,63,487087
9905,8,76,487074
9926,2,79,487053
9931,2,74,487048
9935,7,70,487044
9951,12,54,487028
9957,12,48,487022
9984,19,21,486995
10046,1,41,486933
10048,11,43,486931
10059,3,54,486920
10065,1,60,486914
10082,1,77,486897
10093,1,80,486886
10097,9,76,486882
10098,6,75,486881
10100,26,73,486879
10106,1,67,486873
10161,2,12,486818
10183,1,10,486796
10243,1,70,486736
10251,16,78,486728
10292,7,119,486687
10297,13,124,486682
10306,115,133,486673
10311,12,138,486668
10314,19,141,486665
10348,2,137,486631
10351,1,134,486628
10354,1,131,486625
10358,1,127,486621
10367,22,118,486612
10374,1,111,486605
10380,46,105,486599
10383,17,102,486596
10388,30,97,486591
10395,6,90,486584
10397,55,88,486582
10400,35,85,486579
10403,29,82,486576
10405,37,80,486574
10409,10,76,486570
10410,1,75,486569
10414,4,71,486565
10415,3,70,486564
10417,11,68,486562
10420,5,65,486559
10438,1,47,486541
10446,7,39,486533
10449,1,36,486530
10453,4,32,486526
10470,1,15,486509
10476,1,9,486503
10483,18,2,486496
10488,1,3,486491
10506,50,21,486473
10513,1,28,486466
10516,2,31,486463
10533,2,48,486446
10553,13,68,486426
10565,1,80,486414
10572,2,85,486407
10576,2,81,486403
10584,26,73,486395
10588,99,69,486391
10595,54,62,486384
10597,4,60,486382
10600,43,57,486379
10611,24,46,486368
10617,4,40,486362
10620,8,37,486359
10651,1,6,486328
10671,6,14,486308
10686,1,29,486293
10696,1,39,486283
10704,9,47,486275
10714,2,57,486265
10721,2,64,486258
10738,8,81,486241
10743,1,78,486236
10758,9,63,486221
10764,8,57,486215
10768,2,53,486211
10777,5,44,486202
10783,16,38,486196
10799,36,22,486180
10804,2,17,486175
10837,13,16,486142
10851,1,30,486128
10961,3,64,486018
10962,2,63,486017
10974,1,51,486005
10976,16,49,486003
10997,1,28,485982
11043,1,18,485936
11050,30,25,485929
11107,3,62,485872
11110,14,59,485869
11114,1,55,485865
11122,3,47,485857
11123,1,46,485856
11135,1,34,485844
11200,14,31,485779
11211,1,42,485768
11301,26,4,485678
11342,2,45,485637
11344,60,47,485635
11350,5,53,485629
11361,2,64,485618
11390,1,35,485589
11431,4,6,485548
11463,32,38,485516
11516,1,37,485463
11547,12,6,485432
11580,1,27,485399
11584,14,31,485395
11598,1,45,485381
11611,1,58,485368
11620,1,65,485359
11651,19,34,485328
11691,8,6,485288
11700,1,15,485279
11753,8,68,485226
11757,2,72,485222
11761,3,76,485218
11791,1,62,485188
11798,5,55,485181
11809,2,44,485170
11834,1,19,485145
11845,4,8,485134
11848,2,5,485131
11871,22,18,485108
11888,1,35,485091
11898,1,45,485081
11901,43,48,485078
11905,5,52,485074
11917,1,64,485062
11924,16,71,485055
11938,51,85,485041
11944,8,91,485035
11951,2,98,485028
11962,37,109,485017
11967,3,114,485012
11968,1,115,485011
11973,1,120,485006
12008,4,85,484971
12010,144,83,484969
12028,1,65,484951
12029,4,64,484950
12030,2,63,484949
12044,3,49,484935
12048,9,45,484931
12051,1,42,484928
12055,2,38,484924
12093,5,0,484886
12100,53,7,484879
12106,1,13,484873
12138,1,45,484841
12156,7,63,484823
12166,3,73,484813
12180,1,77,484799
12186,6,71,484793
12189,3,68,484790
12196,1,61,484783
12197,2,60,484782
12214,1,43,484765
12217,2,40,484762
12227,33,30,484752
12240,1,17,484739
12241,22,16,484738
12244,1,13,484735
12257,28,0,484722
12266,5,9,484713
12275,2,18,484704
12303,1,46,484676
12307,27,50,484672
12308,4,51,484671
12309,3,52,484670
12340,1,61,484639
12344,1,57,484635
12349,1,52,484630
12353,48,48,484626
12363,14,38,484616
12382,2,19,484597
12386,1,15,484593
12389,8,12,484590
12398,4,3,484581
12404,55,3,484575
12425,13,24,484554
12430,1,29,484549
12444,120,43,484535
12463,1,62,484516
12493,17,68,484486
12502,9,59,484477
12508,1,53,484471
12522,1,39,484457
12525,2,36,484454
12528,40,33,484451
12566,15,5,484413
12574,2,13,484405
12601,1,40,484378
12606,1,45,484373
12616,9,55,484363
12668,11,37,484311
12680,8,25,484299
12723,36,18,484256
12727,6,22,484252
12732,11,27,484247
12735,1,30,484244
12741,9,36,484238
12747,17,42,484232
12780,68,69,484199
12782,32,67,484197
12786,8,63,484193
12792,64,57,484187
12800,101,49,484179
12804,1,45,484175
12805,6,44,484174
12813,5,36,484166
12826,50,23,484153
12832,3,17,484147
12834,1,15,484145
12853,2,4,484126
12858,84,9,484121
12885,10,36,484094
12901,1,52,484078
12910,3,61,484069
12935,1,58,484044
12938,2,55,484041
12944,1,49,484035
12954,49,39,484025
12961,17,32,484018
12964,15,29,484015
12970,1,23,484009
12972,11,21,484007
12990,21,3,483989
13001,1,8,483978
13098,2,39,483881
13124,1,13,483855
13156,4,19,483823
13168,19,31,483811
13169,5,32,483810
13175,2,38,483804
13181,26,44,483798
13196,1,59,483783
13205,1,68,483774
13214,12,77,483765
13224,111,77,483755
13233,89,68,483746
13237,8,64,483742
13242,29,59,483737
13246,78,55,483733
13251,4,50,483728
13258,12,43,483721
13261,2,40,483718
13264,24,37,483715
13277,74,24,483702
13283,16,18,483696
13286,14,15,483693
