Position,Value,Nucleosome_Distance,Centromere_Distance
5,22,212,-152040
24,1,193,-152021
29,3,188,-152016
35,2,182,-152010
42,23,175,-152003
43,1,174,-152002
48,67,169,-151997
50,4,167,-151995
51,4,166,-151994
52,20,165,-151993
53,13,164,-151992
54,4,163,-151991
55,5,162,-151990
58,8,159,-151987
60,5,157,-151985
64,11,153,-151981
65,1,152,-151980
66,2,151,-151979
68,1,149,-151977
70,3,147,-151975
72,5,145,-151973
76,6,141,-151969
80,3,137,-151965
83,3,134,-151962
84,3,133,-151961
86,1,131,-151959
91,19,126,-151954
94,3,123,-151951
97,1,120,-151948
102,33,115,-151943
105,1,112,-151940
106,3,111,-151939
108,13,109,-151937
110,7,107,-151935
111,34,106,-151934
113,19,104,-151932
115,31,102,-151930
117,14,100,-151928
118,1,99,-151927
119,1,98,-151926
120,140,97,-151925
121,28,96,-151924
123,10,94,-151922
124,13,93,-151921
125,13,92,-151920
126,8,91,-151919
127,13,90,-151918
128,19,89,-151917
129,15,88,-151916
131,21,86,-151914
133,3,84,-151912
134,6,83,-151911
135,25,82,-151910
137,7,80,-151908
138,7,79,-151907
139,19,78,-151906
142,8,75,-151903
143,1,74,-151902
145,23,72,-151900
148,8,69,-151897
149,3,68,-151896
150,3,67,-151895
151,7,66,-151894
156,18,61,-151889
158,10,59,-151887
159,7,58,-151886
162,11,55,-151883
164,19,53,-151881
165,1,52,-151880
167,25,50,-151878
169,20,48,-151876
172,12,45,-151873
174,1,43,-151871
175,7,42,-151870
176,4,41,-151869
177,10,40,-151868
179,5,38,-151866
180,13,37,-151865
181,7,36,-151864
182,3,35,-151863
183,3,34,-151862
184,3,33,-151861
186,6,31,-151859
189,3,28,-151856
195,5,22,-151850
199,1,18,-151846
202,4,15,-151843
205,2,12,-151840
210,8,7,-151835
212,4,5,-151833
214,4,3,-151831
216,2,1,-151829
220,1,3,-151825
222,1,5,-151823
225,2,8,-151820
226,5,9,-151819
228,4,11,-151817
229,7,12,-151816
232,2,15,-151813
234,4,17,-151811
244,3,27,-151801
245,2,28,-151800
248,3,31,-151797
252,3,35,-151793
257,2,40,-151788
259,1,42,-151786
263,3,46,-151782
266,7,49,-151779
273,1,56,-151772
280,1,63,-151765
284,2,67,-151761
285,4,68,-151760
288,1,71,-151757
291,3,74,-151754
293,7,76,-151752
296,3,79,-151749
297,8,80,-151748
300,170,77,-151745
304,1,73,-151741
305,2,72,-151740
306,2,71,-151739
307,10,70,-151738
311,69,66,-151734
315,1,62,-151730
319,134,58,-151726
320,1,57,-151725
322,82,55,-151723
324,38,53,-151721
326,1,51,-151719
327,8,50,-151718
329,49,48,-151716
331,4,46,-151714
333,9,44,-151712
338,117,39,-151707
340,1,37,-151705
341,7,36,-151704
344,1,33,-151701
346,3,31,-151699
348,4,29,-151697
352,6,25,-151693
356,2,21,-151689
358,8,19,-151687
362,19,15,-151683
370,150,7,-151675
388,16,11,-151657
396,14,19,-151649
397,1,20,-151648
400,8,23,-151645
402,1,25,-151643
413,3,36,-151632
418,1,41,-151627
419,1,42,-151626
426,3,49,-151619
434,20,57,-151611
444,2,67,-151601
447,3,70,-151598
457,1,64,-151588
466,2,55,-151579
469,73,52,-151576
472,3,49,-151573
474,30,47,-151571
476,72,45,-151569
480,3,41,-151565
482,42,39,-151563
485,4,36,-151560
490,1,31,-151555
491,1,30,-151554
493,1,28,-151552
497,1,24,-151548
499,27,22,-151546
506,56,15,-151539
509,1,12,-151536
510,1,11,-151535
513,43,8,-151532
517,1,4,-151528
518,1,3,-151527
519,1,2,-151526
520,35,1,-151525
524,47,3,-151521
526,8,5,-151519
527,1,6,-151518
529,39,8,-151516
532,2,11,-151513
533,11,12,-151512
534,5,13,-151511
537,3,16,-151508
538,10,17,-151507
542,9,21,-151503
545,4,24,-151500
553,1,32,-151492
556,3,35,-151489
562,1,41,-151483
566,3,45,-151479
581,53,60,-151464
582,1,61,-151463
589,7,60,-151456
593,5,56,-151452
598,1,51,-151447
599,4,50,-151446
607,3,42,-151438
614,15,35,-151431
616,1,33,-151429
618,6,31,-151427
623,28,26,-151422
632,1,17,-151413
633,4,16,-151412
639,13,10,-151406
646,35,3,-151399
651,7,2,-151394
657,24,8,-151388
658,97,9,-151387
661,20,12,-151384
669,3,20,-151376
673,16,24,-151372
676,1,27,-151369
681,17,32,-151364
682,18,33,-151363
686,1,37,-151359
691,1,42,-151354
697,1,48,-151348
709,1,60,-151336
716,1,61,-151329
726,2,51,-151319
727,2,50,-151318
728,5,49,-151317
734,19,43,-151311
746,2,31,-151299
747,4,30,-151298
754,1,23,-151291
755,7,22,-151290
763,3,14,-151282
770,3,7,-151275
783,10,6,-151262
789,1,12,-151256
801,12,24,-151244
805,40,28,-151240
809,1,32,-151236
813,8,36,-151232
822,6,45,-151223
827,2,50,-151218
834,13,57,-151211
839,2,62,-151206
842,3,63,-151203
864,1,41,-151181
866,2,39,-151179
877,10,28,-151168
895,18,10,-151150
904,2,1,-151141
905,1,0,-151140
916,1,11,-151129
919,1,14,-151126
925,13,20,-151120
928,4,23,-151117
930,2,25,-151115
933,1,28,-151112
940,1,35,-151105
943,1,38,-151102
945,6,40,-151100
947,6,42,-151098
948,1,43,-151097
950,13,45,-151095
954,4,49,-151091
957,9,52,-151088
960,23,55,-151085
968,2,63,-151077
978,8,71,-151067
982,6,67,-151063
988,12,61,-151057
992,8,57,-151053
994,4,55,-151051
996,3,53,-151049
998,2,51,-151047
1008,20,41,-151037
1011,4,38,-151034
1016,9,33,-151029
1040,3,9,-151005
1045,4,4,-151000
1058,2,9,-150987
1066,3,17,-150979
1076,1,27,-150969
1082,3,33,-150963
1098,1,49,-150947
1108,20,59,-150937
1113,1,64,-150932
1119,14,70,-150926
1125,8,76,-150920
1129,2,80,-150916
1138,57,71,-150907
1174,32,35,-150871
1187,15,22,-150858
1190,3,19,-150855
1205,17,4,-150840
1213,2,4,-150832
1218,6,9,-150827
1226,1,17,-150819
1235,1,26,-150810
1236,1,27,-150809
1246,8,37,-150799
1267,1,58,-150778
1294,1,75,-150751
1295,1,74,-150750
