Position,Value,Nucleosome_Distance,Centromere_Distance
2,3,53,114441
12,1,43,114431
16,1,39,114427
29,3,26,114414
35,6,20,114408
39,1,16,114404
51,1,4,114392
56,1,1,114387
58,1,3,114385
62,12,7,114381
71,1,16,114372
74,1,19,114369
87,5,32,114356
92,3,37,114351
93,4,38,114350
95,5,40,114348
99,1,44,114344
100,1,45,114343
104,27,49,114339
107,3,52,114336
114,2,51,114329
117,2,48,114326
121,2,44,114322
126,1,39,114317
130,62,35,114313
132,1,33,114311
133,1,32,114310
135,2,30,114308
138,1,27,114305
139,1,26,114304
142,9,23,114301
146,2,19,114297
149,4,16,114294
160,204,5,114283
162,2,3,114281
164,2,1,114279
167,1,2,114276
171,4,6,114272
174,2,9,114269
178,31,13,114265
179,3,14,114264
180,2,15,114263
187,3,22,114256
192,4,27,114251
198,33,33,114245
203,2,38,114240
206,52,41,114237
209,34,44,114234
211,1,46,114232
213,2,48,114230
216,11,51,114227
225,3,60,114218
226,1,61,114217
227,30,62,114216
228,3,63,114215
233,14,60,114210
238,4,55,114205
243,7,50,114200
245,1,48,114198
246,1,47,114197
247,1,46,114196
249,3,44,114194
251,2,42,114192
255,1,38,114188
258,8,35,114185
261,2,32,114182
264,3,29,114179
268,1,25,114175
274,9,19,114169
276,1,17,114167
278,5,15,114165
281,1,12,114162
287,19,6,114156
291,1,2,114152
294,1,1,114149
296,1,3,114147
297,4,4,114146
304,2,11,114139
305,11,12,114138
307,2,14,114136
308,1,15,114135
309,9,16,114134
316,1,23,114127
320,1,27,114123
321,1,28,114122
324,1,31,114119
325,6,32,114118
331,2,38,114112
335,1,42,114108
338,2,45,114105
347,19,54,114096
354,3,61,114089
363,11,70,114080
407,28,114,114036
410,46,117,114033
414,3,119,114029
417,1,116,114026
427,1,106,114016
432,25,101,114011
436,6,97,114007
442,1,91,114001
467,1,66,113976
469,44,64,113974
470,1,63,113973
471,2,62,113972
473,3,60,113970
474,9,59,113969
475,1,58,113968
476,6,57,113967
478,5,55,113965
479,3,54,113964
481,57,52,113962
484,7,49,113959
485,1,48,113958
486,6,47,113957
492,8,41,113951
494,1,39,113949
495,3,38,113948
497,16,36,113946
500,3,33,113943
502,1,31,113941
506,1,27,113937
510,6,23,113933
513,1,20,113930
535,2,2,113908
589,2,56,113854
592,15,59,113851
598,12,65,113845
603,15,70,113840
612,9,65,113831
617,19,60,113826
622,16,55,113821
634,2,43,113809
641,2,36,113802
644,3,33,113799
649,3,28,113794
660,1,17,113783
664,1,13,113779
670,1,7,113773
683,1,6,113760
685,3,8,113758
698,1,21,113745
706,12,29,113737
725,1,48,113718
730,4,53,113713
736,48,59,113707
739,2,62,113704
746,95,69,113697
756,152,79,113687
764,1,87,113679
776,2,99,113667
778,15,101,113665
782,53,105,113661
785,2,108,113658
787,3,110,113656
790,42,113,113653
793,73,116,113650
795,7,114,113648
796,46,113,113647
800,46,109,113643
803,166,106,113640
805,6,104,113638
806,16,103,113637
808,25,101,113635
810,111,99,113633
814,18,95,113629
820,2,89,113623
822,3,87,113621
843,2,66,113600
850,7,59,113593
854,29,55,113589
857,2,52,113586
861,26,48,113582
862,2,47,113581
865,3,44,113578
866,8,43,113577
868,22,41,113575
869,20,40,113574
876,99,33,113567
886,2,23,113557
888,1,21,113555
895,2,14,113548
897,1,12,113546
899,57,10,113544
914,4,5,113529
918,1,9,113525
925,1,16,113518
926,2,17,113517
932,1,23,113511
975,2,66,113468
984,37,75,113459
992,18,83,113451
997,15,88,113446
1005,10,96,113438
1010,1,101,113433
1023,1,114,113420
1027,1,118,113416
1031,1,122,113412
1036,2,127,113407
1041,10,132,113402
1070,5,111,113373
1078,11,103,113365
1085,18,96,113358
1103,1,78,113340
1107,14,74,113336
1109,25,72,113334
1116,3,65,113327
1120,4,61,113323
1121,3,60,113322
1128,1,53,113315
1171,1,10,113272
1174,2,7,113269
1179,2,2,113264
1210,1,29,113233
1244,2,63,113199
1271,1,82,113172
1294,1,59,113149
1333,7,20,113110
1352,1,1,113091
1358,3,5,113085
1431,6,78,113012
1437,23,80,113006
1464,19,53,112979
1498,1,19,112945
1605,5,84,112838
1608,1,81,112835
1624,1,65,112819
1640,2,49,112803
1663,2,26,112780
1786,1,63,112657
1790,1,59,112653
1836,2,13,112607
1888,1,39,112555
1913,2,64,112530
2067,6,58,112376
2069,4,60,112374
2216,1,63,112227
2225,2,56,112218
2239,1,42,112204
2307,1,26,112136
2319,1,38,112124
2327,63,46,112116
2390,1,35,112053
2396,1,29,112047
2409,2,16,112034
2428,1,3,112015
2432,1,7,112011
2471,1,46,111972
2479,1,54,111964
2516,2,69,111927
2525,1,60,111918
2576,1,9,111867
2613,30,28,111830
2663,1,78,111780
2691,1,54,111752
2817,6,72,111626
2823,10,78,111620
2847,2,58,111596
2862,3,43,111581
2935,2,30,111508
2981,1,76,111462
3009,2,56,111434
3032,2,33,111411
3070,19,5,111373
3077,1,12,111366
3172,1,37,111271
3291,2,46,111152
3357,1,20,111086
3370,1,33,111073
3445,4,20,110998
3498,1,33,110945
3518,9,53,110925
3522,6,57,110921
3535,1,58,110908
3550,1,43,110893
3554,1,39,110889
3559,1,34,110884
3593,2,0,110850
3597,1,4,110846
3641,2,48,110802
3685,2,52,110758
3738,3,1,110705
3780,11,43,110663
3829,2,52,110614
3841,1,40,110602
3865,4,16,110578
3891,1,10,110552
3899,1,18,110544
3931,3,50,110512
3932,1,51,110511
3933,2,52,110510
3935,1,54,110508
3947,1,66,110496
3971,1,46,110472
4011,1,6,110432
4095,1,50,110348
4099,1,46,110344
4149,1,4,110294
4205,6,60,110238
4228,1,61,110215
4246,1,43,110197
4255,3,34,110188
4293,1,4,110150
4297,3,8,110146
4323,1,34,110120
4335,1,46,110108
4363,1,70,110080
4375,1,58,110068
4393,1,40,110050
4410,1,23,110033
4438,2,5,110005
4442,1,9,110001
4459,1,26,109984
4565,1,12,109878
4788,3,11,109655
4881,4,40,109562
4886,1,35,109557
4889,1,32,109554
5101,2,36,109342
5135,2,70,109308
5224,1,15,109219
5267,7,58,109176
5273,4,64,109170
5445,1,76,108998
5510,1,19,108933
5513,1,16,108930
5586,5,57,108857
5594,2,65,108849
5744,41,71,108699
5763,2,54,108680
5779,1,38,108664
5803,5,14,108640
5812,1,5,108631
5818,5,1,108625
5851,1,34,108592
5856,1,39,108587
5892,3,75,108551
5963,2,14,108480
5987,16,10,108456
5989,1,12,108454
5997,1,20,108446
6014,1,37,108429
6029,2,52,108414
6053,1,76,108390
6057,1,80,108386
6060,1,77,108383
6073,1,64,108370
6098,1,39,108345
6118,2,19,108325
