Position,Value,Nucleosome_Distance,Centromere_Distance
13,19,300,-628803
25,11,288,-628791
31,1,282,-628785
34,1,279,-628782
37,1,276,-628779
60,91,253,-628756
71,130,242,-628745
103,3,210,-628713
104,15,209,-628712
112,44,201,-628704
115,1,198,-628701
118,2,195,-628698
136,1,177,-628680
138,2,175,-628678
140,8,173,-628676
144,4,169,-628672
149,21,164,-628667
151,1,162,-628665
152,25,161,-628664
154,1,159,-628662
156,44,157,-628660
157,74,156,-628659
158,14,155,-628658
159,30,154,-628657
160,21,153,-628656
161,64,152,-628655
162,10,151,-628654
163,21,150,-628653
164,45,149,-628652
166,4,147,-628650
167,196,146,-628649
170,23,143,-628646
171,7,142,-628645
172,13,141,-628644
174,6,139,-628642
177,1,136,-628639
179,68,134,-628637
181,4,132,-628635
183,8,130,-628633
185,1,128,-628631
186,6,127,-628630
187,6,126,-628629
188,4,125,-628628
191,16,122,-628625
194,5,119,-628622
196,20,117,-628620
198,7,115,-628618
199,8,114,-628617
200,7,113,-628616
201,15,112,-628615
204,28,109,-628612
206,13,107,-628610
207,35,106,-628609
208,3,105,-628608
209,24,104,-628607
210,32,103,-628606
211,2,102,-628605
212,5,101,-628604
214,15,99,-628602
215,16,98,-628601
216,19,97,-628600
217,15,96,-628599
218,36,95,-628598
220,44,93,-628596
221,16,92,-628595
222,6,91,-628594
223,14,90,-628593
224,21,89,-628592
227,202,86,-628589
228,19,85,-628588
230,11,83,-628586
231,18,82,-628585
232,20,81,-628584
233,14,80,-628583
235,63,78,-628581
236,15,77,-628580
237,2,76,-628579
238,33,75,-628578
239,14,74,-628577
241,6,72,-628575
242,4,71,-628574
243,24,70,-628573
244,29,69,-628572
245,8,68,-628571
246,13,67,-628570
249,13,64,-628567
250,16,63,-628566
251,9,62,-628565
252,20,61,-628564
255,14,58,-628561
256,2,57,-628560
257,8,56,-628559
261,1,52,-628555
263,11,50,-628553
265,13,48,-628551
268,20,45,-628548
271,1,42,-628545
272,6,41,-628544
273,8,40,-628543
274,22,39,-628542
276,12,37,-628540
278,4,35,-628538
279,31,34,-628537
280,8,33,-628536
282,3,31,-628534
283,7,30,-628533
286,3,27,-628530
287,26,26,-628529
288,14,25,-628528
289,12,24,-628527
291,3,22,-628525
292,13,21,-628524
297,12,16,-628519
303,2,10,-628513
307,3,6,-628509
310,1,3,-628506
318,15,5,-628498
320,1,7,-628496
321,26,8,-628495
323,7,10,-628493
324,6,11,-628492
327,1,14,-628489
329,2,16,-628487
332,1,19,-628484
333,4,20,-628483
334,2,21,-628482
335,1,22,-628481
338,1,25,-628478
340,2,27,-628476
341,2,28,-628475
346,2,33,-628470
347,1,34,-628469
351,2,38,-628465
353,1,40,-628463
362,3,49,-628454
364,2,51,-628452
370,11,57,-628446
372,1,59,-628444
374,1,61,-628442
379,2,66,-628437
380,2,67,-628436
382,5,69,-628434
385,1,72,-628431
389,10,68,-628427
390,2,67,-628426
392,9,65,-628424
399,7,58,-628417
400,1,57,-628416
402,10,55,-628414
404,6,53,-628412
406,3,51,-628410
408,3,49,-628408
414,51,43,-628402
417,1,40,-628399
419,3,38,-628397
420,10,37,-628396
423,54,34,-628393
424,2,33,-628392
427,35,30,-628389
431,3,26,-628385
434,4,23,-628382
436,1,21,-628380
437,19,20,-628379
441,23,16,-628375
442,1,15,-628374
443,3,14,-628373
446,14,11,-628370
450,4,7,-628366
453,5,4,-628363
459,2,2,-628357
464,7,7,-628352
467,5,10,-628349
470,10,13,-628346
476,6,19,-628340
481,14,24,-628335
497,1,40,-628319
504,2,47,-628312
508,3,51,-628308
512,1,55,-628304
513,1,56,-628303
518,6,61,-628298
