Position,Value,Nucleosome_Distance,Centromere_Distance
10,1,25,436356
26,1,9,436340
49,1,14,436317
59,1,24,436307
62,5,27,436304
66,33,31,436300
73,23,38,436293
80,1,45,436286
85,2,50,436281
87,1,52,436279
96,1,61,436270
104,1,69,436262
114,4,79,436252
122,23,87,436244
129,4,94,436237
135,3,100,436231
137,11,102,436229
139,1,104,436227
144,1,109,436222
159,25,124,436207
168,28,133,436198
175,1,140,436191
180,74,145,436186
190,23,155,436176
195,2,160,436171
201,13,166,436165
205,15,170,436161
208,11,173,436158
209,9,174,436157
211,4,176,436155
215,3,180,436151
218,1,183,436148
219,1,184,436147
223,4,186,436143
246,22,163,436120
252,82,157,436114
254,31,155,436112
255,40,154,436111
256,1,153,436110
257,20,152,436109
258,16,151,436108
260,10,149,436106
262,7,147,436104
263,11,146,436103
265,6,144,436101
266,56,143,436100
270,13,139,436096
272,13,137,436094
273,1,136,436093
277,3,132,436089
278,4,131,436088
282,24,127,436084
285,8,124,436081
287,6,122,436079
290,7,119,436076
297,33,112,436069
299,2,110,436067
302,6,107,436064
303,9,106,436063
305,16,104,436061
307,63,102,436059
312,1,97,436054
313,14,96,436053
314,14,95,436052
315,3,94,436051
316,4,93,436050
318,5,91,436048
319,20,90,436047
324,10,85,436042
326,21,83,436040
327,3,82,436039
329,12,80,436037
330,3,79,436036
335,8,74,436031
338,5,71,436028
341,17,68,436025
342,3,67,436024
343,3,66,436023
344,1,65,436022
348,5,61,436018
349,13,60,436017
350,2,59,436016
352,1,57,436014
354,33,55,436012
357,2,52,436009
364,33,45,436002
370,14,39,435996
373,3,36,435993
375,41,34,435991
379,4,30,435987
382,13,27,435984
383,11,26,435983
384,15,25,435982
387,15,22,435979
390,1,19,435976
401,1,8,435965
406,8,3,435960
412,3,3,435954
415,6,6,435951
418,30,9,435948
420,1,11,435946
424,1,15,435942
426,1,17,435940
441,2,32,435925
447,5,38,435919
451,3,42,435915
460,2,51,435906
466,17,57,435900
472,1,63,435894
484,1,75,435882
489,1,80,435877
490,5,79,435876
494,4,75,435872
497,9,72,435869
509,38,60,435857
522,62,47,435844
533,59,36,435833
535,4,34,435831
538,5,31,435828
543,10,26,435823
547,1,22,435819
555,17,14,435811
562,2,7,435804
563,8,6,435803
566,1,3,435800
571,30,2,435795
575,1,6,435791
594,12,25,435772
599,1,30,435767
625,8,56,435741
633,16,64,435733
636,13,67,435730
641,14,72,435725
653,1,76,435713
673,4,56,435693
676,2,53,435690
679,2,50,435687
683,1,46,435683
690,28,39,435676
699,37,30,435667
702,1,27,435664
703,14,26,435663
708,39,21,435658
710,17,19,435656
711,35,18,435655
713,9,16,435653
717,30,12,435649
719,7,10,435647
721,11,8,435645
722,16,7,435644
728,3,1,435638
729,5,0,435637
730,52,1,435636
734,89,5,435632
735,3,6,435631
738,4,9,435628
742,64,13,435624
747,4,18,435619
748,6,19,435618
752,25,23,435614
770,3,41,435596
773,1,44,435593
777,1,48,435589
780,13,51,435586
781,3,52,435585
784,3,55,435582
787,21,58,435579
792,13,63,435574
794,2,65,435572
799,2,70,435567
802,25,71,435564
805,2,68,435561
814,4,59,435552
818,5,55,435548
820,4,53,435546
823,6,50,435543
824,1,49,435542
825,3,48,435541
829,3,44,435537
831,30,42,435535
834,5,39,435532
840,1,33,435526
842,3,31,435524
843,3,30,435523
845,19,28,435521
846,36,27,435520
849,2,24,435517
855,7,18,435511
857,5,16,435509
863,27,10,435503
867,9,6,435499
872,5,1,435494
873,4,0,435493
879,42,6,435487
890,2,17,435476
894,1,21,435472
916,1,43,435450
924,1,51,435442
927,11,54,435439
938,1,65,435428
940,15,67,435426
946,63,71,435420
991,1,26,435375
1010,23,7,435356
1012,1,5,435354
1016,5,1,435350
1025,14,8,435341
1027,6,10,435339
1037,12,20,435329
1065,5,48,435301
1070,2,53,435296
1088,2,71,435278
1093,7,76,435273
1098,15,79,435268
1101,1,76,435265
1108,2,69,435258
1110,5,67,435256
1113,3,64,435253
1117,13,60,435249
1120,1,57,435246
1139,2,38,435227
1142,3,35,435224
1145,3,32,435221
1150,3,27,435216
1153,2,24,435213
1159,2,18,435207
1161,39,16,435205
1167,3,10,435199
1171,1,6,435195
1177,1,0,435189
1179,2,2,435187
1180,8,3,435186
1185,4,8,435181
1186,13,9,435180
1190,3,13,435176
1191,2,14,435175
1192,4,15,435174
1193,3,16,435173
1203,3,26,435163
1207,1,30,435159
1224,1,47,435142
1227,7,50,435139
1231,12,54,435135
1237,1,60,435129
1242,10,65,435124
1251,2,70,435115
1267,1,54,435099
1273,1,48,435093
1275,1,46,435091
1290,2,31,435076
1297,21,24,435069
1306,6,15,435060
1315,7,6,435051
1322,12,1,435044
1336,1,15,435030
1376,9,55,434990
1378,1,57,434988
1386,1,63,434980
1395,1,54,434971
1398,2,51,434968
1402,2,47,434964
1417,30,32,434949
1428,3,21,434938
1433,1,16,434933
1440,2,9,434926
1446,14,3,434920
1458,4,9,434908
1466,1,17,434900
1477,1,28,434889
1501,15,52,434865
1555,9,22,434811
1562,1,15,434804
1569,1,8,434797
1579,1,2,434787
1580,2,3,434786
1586,1,9,434780
1596,2,19,434770
1601,3,24,434765
1611,4,34,434755
1614,1,37,434752
1623,1,46,434743
1627,1,50,434739
1630,3,53,434736
1635,11,58,434731
1655,1,66,434711
1659,1,62,434707
1664,1,57,434702
1665,1,56,434701
1669,3,52,434697
1674,3,47,434692
1676,1,45,434690
1681,1,40,434685
1693,5,28,434673
1694,3,27,434672
1712,2,9,434654
1717,10,4,434649
1718,2,3,434648
1722,8,1,434644
1731,1,10,434635
1741,1,20,434625
1750,3,29,434616
1756,1,35,434610
1759,8,38,434607
1765,2,44,434601
1769,3,48,434597
1777,1,56,434589
1781,7,60,434585
1787,4,66,434579
1802,2,79,434564
1806,6,75,434560
1832,3,49,434534
1848,1,33,434518
1865,1,16,434501
1879,17,2,434487
1883,1,2,434483
1892,4,11,434474
1898,9,17,434468
1904,11,23,434462
1906,1,25,434460
1907,6,26,434459
1911,5,30,434455
1913,7,32,434453
1916,42,35,434450
