Position,Value,Nucleosome_Distance,Centromere_Distance
1,1,88,326642
9,3,80,326634
26,1,63,326617
53,199,36,326590
61,1,28,326582
69,3,20,326574
74,1,15,326569
88,1,1,326555
97,2,8,326546
107,45,18,326536
117,8,28,326526
135,46,46,326508
142,1,53,326501
160,1,71,326483
164,2,75,326479
220,274,73,326423
236,3,57,326407
240,18,53,326403
241,2,52,326402
250,43,43,326393
256,2,37,326387
257,1,36,326386
258,76,35,326385
262,12,31,326381
279,1,14,326364
288,58,5,326355
299,87,6,326344
302,1,9,326341
327,1,34,326316
331,7,38,326312
333,7,40,326310
336,23,43,326307
337,6,44,326306
338,8,45,326305
342,106,49,326301
346,66,53,326297
350,9,57,326293
353,31,60,326290
357,70,64,326286
361,14,68,326282
362,32,69,326281
369,57,68,326274
371,11,66,326272
389,1,48,326254
390,1,47,326253
397,1,40,326246
405,2,32,326238
410,1,27,326233
431,3,6,326212
432,1,5,326211
435,1,2,326208
438,19,1,326205
442,41,5,326201
451,14,14,326192
458,33,21,326185
460,2,23,326183
463,78,26,326180
471,11,34,326172
474,54,37,326169
477,1,40,326166
478,9,41,326165
486,27,49,326157
487,10,50,326156
490,33,53,326153
497,76,60,326146
502,1,65,326141
507,1,70,326136
521,1,84,326122
530,11,93,326113
541,21,104,326102
542,25,105,326101
545,15,108,326098
546,66,109,326097
550,10,111,326093
553,32,108,326090
554,32,107,326089
557,4,104,326086
561,4,100,326082
564,1,97,326079
573,14,88,326070
591,2,70,326052
597,1,64,326046
600,35,61,326043
604,4,57,326039
608,2,53,326035
612,14,49,326031
617,112,44,326026
626,1,35,326017
638,1,23,326005
644,2,17,325999
680,4,19,325963
733,29,72,325910
738,14,77,325905
742,3,81,325901
745,2,84,325898
754,8,93,325889
758,1,97,325885
767,1,106,325876
775,3,114,325868
793,1,132,325850
804,3,125,325839
818,2,111,325825
827,12,102,325816
832,1,97,325811
836,4,93,325807
844,1,85,325799
858,2,71,325785
861,4,68,325782
869,3,60,325774
876,4,53,325767
878,2,51,325765
887,3,42,325756
891,9,38,325752
895,1,34,325748
899,8,30,325744
903,2,26,325740
912,29,17,325731
919,2,10,325724
986,1,57,325657
1012,4,83,325631
1075,3,38,325568
1110,5,3,325533
1187,1,74,325456
1207,1,66,325436
1261,23,12,325382
1277,34,4,325366
1318,1,45,325325
1357,1,76,325286
1369,1,64,325274
1373,1,60,325270
1392,1,41,325251
1399,52,34,325244
1403,13,30,325240
1405,20,28,325238
1434,17,1,325209
1470,1,37,325173
1574,4,3,325069
1579,12,2,325064
1584,1,7,325059
1615,18,38,325028
1623,1,46,325020
1637,1,60,325006
1667,18,38,324976
1676,9,29,324967
1690,26,15,324953
1699,5,6,324944
1715,11,10,324928
1755,4,50,324888
1760,30,55,324883
1767,2,62,324876
1797,1,52,324846
1800,12,49,324843
1808,11,41,324835
1814,54,35,324829
1816,9,33,324827
1832,2,17,324811
1842,5,7,324801
1846,6,3,324797
1850,16,1,324793
1854,8,5,324789
1870,2,21,324773
1875,7,26,324768
1889,1,40,324754
1901,16,52,324742
1914,5,65,324729
1939,11,70,324704
2026,19,17,324617
2031,2,22,324612
2036,2,27,324607
2047,1,38,324596
2052,1,43,324591
2084,7,75,324559
2096,1,73,324547
2100,7,69,324543
2119,2,50,324524
2179,1,10,324464
2199,9,30,324444
2210,3,41,324433
2218,51,49,324425
2225,2,56,324418
2258,1,71,324385
2271,3,58,324372
2282,3,47,324361
2300,1,29,324343
2303,1,26,324340
2342,17,13,324301
2375,29,46,324268
2397,4,68,324246
2399,41,70,324244
2403,1,74,324240
2411,14,78,324232
2437,3,52,324206
2468,1,21,324175
2475,3,14,324168
2480,5,9,324163
2525,3,36,324118
2530,1,41,324113
2542,1,53,324101
2543,14,54,324100
2548,28,59,324095
2572,1,77,324071
2578,1,71,324065
2584,18,65,324059
2594,2,55,324049
2606,10,43,324037
2697,1,48,323946
2726,8,67,323917
2894,13,43,323749
2913,7,24,323730
2961,1,24,323682
3076,3,5,323567
3215,5,6,323428
3267,12,58,323376
3279,31,70,323364
3369,2,16,323274
3398,40,45,323245
3402,15,49,323241
3409,1,56,323234
3417,1,64,323226
3423,12,70,323220
3429,2,76,323214
3452,4,61,323191
3459,18,54,323184
3474,1,39,323169
3483,2,30,323160
3486,3,27,323157
3516,8,3,323127
3549,3,36,323094
3554,1,41,323089
3583,12,70,323060
3590,1,77,323053
3601,14,72,323042
3639,1,34,323004
3658,18,15,322985
3747,8,74,322896
3767,1,62,322876
3769,2,60,322874
3795,1,34,322848
3813,1,16,322830
3823,11,6,322820
3878,2,49,322765
3909,13,80,322734
3913,4,84,322730
3937,41,72,322706
3942,4,67,322701
3949,2,60,322694
3957,2,52,322686
3964,12,45,322679
3970,1,39,322673
3978,4,31,322665
3979,7,30,322664
3988,1,21,322655
3992,8,17,322651
4005,3,4,322638
4010,11,1,322633
4018,15,9,322625
4022,9,13,322621
4028,14,19,322615
4031,1,22,322612
4037,9,28,322606
4058,3,49,322585
4071,3,62,322572
4078,5,69,322565
4081,4,72,322562
4083,3,74,322560
4089,3,80,322554
4095,8,86,322548
4100,2,91,322543
4107,10,94,322536
4108,4,93,322535
4109,1,92,322534
4117,1,84,322526
4127,7,74,322516
4149,6,52,322494
4168,1,33,322475
4192,1,9,322451
4194,1,7,322449
4282,1,47,322361
4293,16,36,322350
4300,1,29,322343
4313,1,16,322330
4396,1,67,322247
4421,1,92,322222
4439,2,74,322204
4450,13,63,322193
4471,6,42,322172
4496,8,17,322147
4526,10,13,322117
4532,24,19,322111
4536,8,23,322107
4548,1,35,322095
4553,4,40,322090
4558,18,45,322085
4560,4,47,322083
4573,64,60,322070
4588,33,75,322055
4596,32,77,322047
4604,22,69,322039
4611,1,62,322032
4612,14,61,322031
4619,26,54,322024
4637,84,36,322006
4656,6,17,321987
4663,7,10,321980
4671,32,2,321972
4673,7,0,321970
4694,2,21,321949
4698,4,25,321945
4702,55,29,321941
4707,10,34,321936
4709,1,36,321934
4714,7,41,321929
4717,1,44,321926
4719,4,46,321924
4728,27,55,321915
4735,29,62,321908
4736,1,63,321907
4739,24,66,321904
4740,4,67,321903
4742,21,69,321901
4747,6,74,321896
4753,10,80,321890
4761,3,72,321882
4770,5,63,321873
4778,41,55,321865
4785,6,48,321858
4788,4,45,321855
4802,3,31,321841
4815,15,18,321828
4820,1,13,321823
4821,2,12,321822
4826,9,7,321817
4842,2,9,321801
4844,1,11,321799
4857,1,24,321786
4869,26,36,321774
4888,6,55,321755
4893,3,60,321750
4896,1,63,321747
4901,18,68,321742
4904,3,71,321739
4908,11,75,321735
4911,33,78,321732
4913,1,80,321730
4919,1,86,321724
4944,2,73,321699
4949,22,68,321694
4957,38,60,321686
4958,10,59,321685
4975,21,42,321668
4996,5,21,321647
5006,12,11,321637
5009,1,8,321634
5015,3,2,321628
5021,17,4,321622
5022,1,5,321621
5025,31,8,321618
5026,10,9,321617
5028,9,11,321615
5036,29,19,321607
5047,23,30,321596
5056,22,39,321587
5060,3,43,321583
5062,22,45,321581
5066,2,49,321577
5071,31,54,321572
5073,34,56,321570
5075,1,58,321568
5077,3,60,321566
5092,20,75,321551
5099,5,82,321544
5104,11,85,321539
5107,1,82,321536
5111,4,78,321532
5141,11,48,321502
5159,1,30,321484
5179,3,10,321464
5181,15,8,321462
5203,17,14,321440
5211,8,22,321432
5215,7,26,321428
5216,10,27,321427
5219,43,30,321424
5227,1,38,321416
5231,2,42,321412
5243,53,54,321400
5247,2,58,321396
5248,1,59,321395
5252,3,63,321391
5254,78,65,321389
5256,3,67,321387
5260,12,71,321383
5264,10,75,321379
5266,39,77,321377
5275,35,86,321368
5277,66,88,321366
5290,84,91,321353
5298,2,83,321345
5323,6,58,321320
5327,66,54,321316
5331,7,50,321312
5334,32,47,321309
5339,4,42,321304
5344,7,37,321299
5358,2,23,321285
5368,2,13,321275
5371,52,10,321272
5384,27,3,321259
5399,7,18,321244
5405,57,24,321238
5414,3,33,321229
5418,1,37,321225
5423,12,42,321220
5429,4,48,321214
