Position,Value,Nucleosome_Distance,Centromere_Distance
1,1,88,148567
4,22,85,148564
9,8,80,148559
15,5,74,148553
23,7,66,148545
28,15,61,148540
36,7,53,148532
37,1,52,148531
39,17,50,148529
48,22,41,148520
56,2,33,148512
57,2,32,148511
60,21,29,148508
65,1,24,148503
67,4,22,148501
70,2,19,148498
72,1,17,148496
76,1,13,148492
77,7,12,148491
80,7,9,148488
81,5,8,148487
83,2,6,148485
88,1,1,148480
90,4,1,148478
91,3,2,148477
94,2,5,148474
97,8,8,148471
99,3,10,148469
106,8,17,148462
111,1,22,148457
113,7,24,148455
116,2,27,148452
120,2,31,148448
140,2,51,148428
143,5,54,148425
150,3,61,148418
158,3,69,148410
161,1,72,148407
168,2,79,148400
170,2,79,148398
178,8,71,148390
179,5,70,148389
182,3,67,148386
186,4,63,148382
187,3,62,148381
192,2,57,148376
201,5,48,148367
203,4,46,148365
208,1,41,148360
212,1,37,148356
214,4,35,148354
216,2,33,148352
221,6,28,148347
225,2,24,148343
226,12,23,148342
231,7,18,148337
232,6,17,148336
234,15,15,148334
239,1,10,148329
240,7,9,148328
243,1,6,148325
245,11,4,148323
247,6,2,148321
248,1,1,148320
251,3,2,148317
252,3,3,148316
257,1,8,148311
262,8,13,148306
273,1,24,148295
278,1,29,148290
280,1,31,148288
283,5,34,148285
286,7,37,148282
287,3,38,148281
288,1,39,148280
299,9,50,148269
317,3,68,148251
319,4,70,148249
328,3,79,148240
335,5,74,148233
348,14,61,148220
355,1,54,148213
359,1,50,148209
366,3,43,148202
371,1,38,148197
373,1,36,148195
374,5,35,148194
377,12,32,148191
381,3,28,148187
384,2,25,148184
385,7,24,148183
391,1,18,148177
397,3,12,148171
400,1,9,148168
404,4,5,148164
405,15,4,148163
412,13,3,148156
420,9,11,148148
429,2,20,148139
431,2,22,148137
458,6,49,148110
464,12,55,148104
485,3,68,148083
491,2,62,148077
497,2,56,148071
514,1,39,148054
518,2,35,148050
530,40,23,148038
539,9,14,148029
543,1,10,148025
546,1,7,148022
548,3,5,148020
551,1,2,148017
554,5,1,148014
560,9,7,148008
573,7,20,147995
577,2,24,147991
580,1,27,147988
583,1,30,147985
590,5,37,147978
594,2,41,147974
597,1,44,147971
600,6,47,147968
610,2,57,147958
612,2,59,147956
619,1,62,147949
631,1,50,147937
636,2,45,147932
640,5,41,147928
643,3,38,147925
647,2,34,147921
651,3,30,147917
667,1,14,147901
674,10,7,147894
685,6,4,147883
690,1,9,147878
694,3,13,147874
705,1,24,147863
716,3,35,147852
718,1,37,147850
723,2,42,147845
732,1,51,147836
735,1,54,147833
738,2,57,147830
743,1,62,147825
751,1,58,147817
756,2,53,147812
759,1,50,147809
764,2,45,147804
795,10,14,147773
798,1,11,147770
814,6,5,147754
831,5,22,147737
832,21,23,147736
834,5,25,147734
838,19,29,147730
839,3,30,147729
844,2,35,147724
850,1,41,147718
856,6,47,147712
862,3,53,147706
869,1,60,147699
874,1,63,147694
880,2,57,147688
882,4,55,147686
886,4,51,147682
901,2,36,147667
905,26,32,147663
909,38,28,147659
921,43,16,147647
928,1,9,147640
935,4,2,147633
939,85,2,147629
946,1,9,147622
950,10,13,147618
955,6,18,147613
972,1,35,147596
983,3,46,147585
986,1,49,147582
998,1,61,147570
1000,3,63,147568
1009,12,72,147559
1014,6,67,147554
1015,1,66,147553
1017,1,64,147551
1021,2,60,147547
1022,2,59,147546
1027,1,54,147541
1031,30,50,147537
1037,1,44,147531
1047,24,34,147521
1059,7,22,147509
1064,1,17,147504
1073,1,8,147495
1076,1,5,147492
1090,1,9,147478
1097,1,16,147471
1105,2,24,147463
1116,1,35,147452
1122,28,41,147446
1130,1,49,147438
1149,34,68,147419
1154,4,71,147414
1161,1,64,147407
1166,50,59,147402
1176,3,49,147392
1184,11,41,147384
1190,4,35,147378
1200,38,25,147368
1204,1,21,147364
1212,1,13,147356
1224,3,1,147344
1231,4,6,147337
1245,1,20,147323
1248,9,23,147320
1253,35,28,147315
1258,1,33,147310
1265,1,40,147303
1268,1,43,147300
1276,10,51,147292
1282,2,57,147286
1288,1,63,147280
1292,13,67,147276
1297,3,72,147271
1298,2,71,147270
1301,1,68,147267
1304,4,65,147264
1313,3,56,147255
1314,1,55,147254
1324,2,45,147244
1325,3,44,147243
1327,1,42,147241
1328,1,41,147240
1330,2,39,147238
1333,3,36,147235
1334,1,35,147234
1336,1,33,147232
1346,9,23,147222
1357,1,12,147211
1370,3,1,147198
1377,5,8,147191
1378,2,9,147190
1384,1,15,147184
1387,1,18,147181
1408,3,39,147160
1413,6,44,147155
1421,2,52,147147
1425,16,56,147143
1432,15,63,147136
1436,5,67,147132
1438,4,69,147130
1444,15,75,147124
1449,4,80,147119
1457,2,72,147111
1462,1,67,147106
1468,1,61,147100
1475,1,54,147093
1483,2,46,147085
1491,1,38,147077
1502,3,27,147066
1515,7,14,147053
1516,1,13,147052
1519,1,10,147049
1524,7,5,147044
1526,1,3,147042
1530,1,1,147038
1538,1,9,147030
1539,5,10,147029
1540,1,11,147028
1550,3,21,147018
1554,1,25,147014
1557,4,28,147011
1559,6,30,147009
1561,5,32,147007
1563,33,34,147005
1566,8,37,147002
1573,27,44,146995
1575,9,46,146993
1578,1,49,146990
1587,1,58,146981
1594,16,65,146974
1597,2,68,146971
1598,9,69,146970
1605,8,76,146963
1609,6,80,146959
1611,5,78,146957
1615,10,74,146953
1617,19,72,146951
1621,2,68,146947
1627,37,62,146941
1628,3,61,146940
1631,1,58,146937
1640,36,49,146928
1646,1,43,146922
1650,3,39,146918
1661,12,28,146907
1664,1,25,146904
1667,3,22,146901
1668,1,21,146900
1669,10,20,146899
1676,1,13,146892
1704,2,15,146864
1707,1,18,146861
1709,3,20,146859
1713,2,24,146855
1717,1,28,146851
1720,3,31,146848
1731,6,42,146837
1732,2,43,146836
1733,3,44,146835
1734,1,45,146834
1738,12,49,146830
1740,6,51,146828
1742,13,53,146826
1749,1,60,146819
1755,5,66,146813
1758,1,69,146810
1762,1,73,146806
1767,2,78,146801
1769,1,80,146799
1770,7,79,146798
1773,1,76,146795
1777,1,72,146791
1779,1,70,146789
1782,3,67,146786
1784,4,65,146784
1788,14,61,146780
1792,16,57,146776
1796,1,53,146772
1799,5,50,146769
1804,1,45,146764
1806,3,43,146762
1814,14,35,146754
1820,1,29,146748
1825,3,24,146743
1829,3,20,146739
1833,1,16,146735
1843,2,6,146725
1848,1,1,146720
1852,1,3,146716
1854,2,5,146714
1864,3,15,146704
1867,1,18,146701
1870,7,21,146698
1872,13,23,146696
1873,6,24,146695
1876,6,27,146692
1878,11,29,146690
1881,11,32,146687
1882,3,33,146686
1884,8,35,146684
1894,10,45,146674
1908,2,59,146660
1909,3,60,146659
1916,5,67,146652
1919,14,70,146649
1923,1,70,146645
1927,4,66,146641
1931,9,62,146637
1932,1,61,146636
1937,6,56,146631
1940,6,53,146628
1946,7,47,146622
1950,2,43,146618
1972,3,21,146596
1976,3,17,146592
1981,1,12,146587
1984,1,9,146584
1996,1,3,146572
2002,2,9,146566
2006,1,13,146562
2007,1,14,146561
2010,1,17,146558
2017,9,24,146551
2020,3,27,146548
2024,1,31,146544
2026,2,33,146542
2028,2,35,146540
2029,7,36,146539
2031,3,38,146537
2036,22,43,146532
2038,2,45,146530
2039,17,46,146529
2040,8,47,146528
2043,14,50,146525
2046,10,53,146522
2050,2,57,146518
2053,1,60,146515
2056,3,63,146512
2057,1,64,146511
2060,12,67,146508
2066,7,71,146502
2067,6,70,146501
2068,4,69,146500
2073,1,64,146495
2076,4,61,146492
2082,5,55,146486
2087,2,50,146481
2092,3,45,146476
2097,7,40,146471
2108,6,29,146460
2116,9,21,146452
2120,2,17,146448
2125,1,12,146443
2133,5,4,146435
2139,4,2,146429
2145,3,8,146423
2146,8,9,146422
2156,38,19,146412
2162,1,25,146406
2168,2,31,146400
2172,1,35,146396
2176,16,39,146392
2181,10,44,146387
2189,5,52,146379
2190,2,53,146378
2197,43,60,146371
2202,3,65,146366
2203,9,66,146365
2205,33,68,146363
2207,1,70,146361
2210,3,73,146358
2212,13,75,146356
2215,11,78,146353
2216,8,79,146352
2217,7,80,146351
2218,14,79,146350
2222,11,75,146346
2224,25,73,146344
2226,2,71,146342
2227,6,70,146341
2228,27,69,146340
2230,47,67,146338
2236,1,61,146332
2240,9,57,146328
2241,9,56,146327
2244,2,53,146324
2252,1,45,146316
2254,4,43,146314
2256,1,41,146312
2258,6,39,146310
2261,2,36,146307
2262,2,35,146306
2267,8,30,146301
2275,1,22,146293
2280,12,17,146288
2288,1,9,146280
2289,1,8,146279
2292,1,5,146276
2297,2,0,146271
2299,6,2,146269
2303,4,6,146265
2305,1,8,146263
2308,6,11,146260
2309,3,12,146259
2313,9,16,146255
2318,5,21,146250
2327,1,30,146241
2328,2,31,146240
2332,7,35,146236
2341,25,44,146227
2344,9,47,146224
2348,78,51,146220
2352,6,55,146216
2353,5,56,146215
2354,2,57,146214
2356,11,59,146212
2357,2,60,146211
2358,45,61,146210
2360,60,63,146208
2363,3,66,146205
2365,35,68,146203
2366,2,69,146202
2368,40,71,146200
2370,3,73,146198
2372,70,75,146196
2374,2,77,146194
2376,16,79,146192
2380,1,77,146188
2382,4,75,146186
2386,91,71,146182
2388,1,69,146180
2391,4,66,146177
2393,13,64,146175
2394,2,63,146174
2397,2,60,146171
2399,2,58,146169
2401,1,56,146167
2402,14,55,146166
2408,1,49,146160
2409,1,48,146159
2411,1,46,146157
2416,7,41,146152
2420,1,37,146148
2422,8,35,146146
2424,17,33,146144
2425,7,32,146143
2428,1,29,146140
2429,1,28,146139
2433,1,24,146135
2452,1,5,146116
2457,19,0,146111
2460,1,3,146108
2462,1,5,146106
2466,1,9,146102
2483,6,26,146085
2491,25,34,146077
2495,4,38,146073
2496,3,39,146072
2501,2,44,146067
2503,5,46,146065
2504,1,47,146064
