distance,density
25,0.07112718505123568
20,0.08107293550331525
9,0.0715792646172393
4,0.0759493670886076
8,0.07489451476793249
18,0.07579867389993973
21,0.07444243520192888
22,0.07790837854128994
23,0.07007233273056059
24,0.07896323086196505
26,0.07805907172995781
27,0.07008289374529013
29,0.08063300678221552
32,0.07807083647324793
33,0.08198944988696306
35,0.0853051996985682
37,0.0825923134890731
41,0.0828937452901281
42,0.09208741522230596
48,0.09555388093443858
52,0.10173323285606632
55,0.10052750565184627
56,0.0987189148455162
67,0.10566965069334738
72,0.12142416135007204
73,0.12301684159140837
76,0.12539267015706806
79,0.13080990815474533
89,0.17170953101361572
95,0.21513513513513513
108,0.25303292894280766
116,0.26704545454545453
118,0.25675675675675674
127,0.22727272727272727
146,0.28571428571428575
150,0.21739130434782608
156,0.19282511210762332
157,0.25238095238095243
161,0.20454545454545453
148,0.19718309859154928
139,0.21005917159763315
134,0.2757731958762886
133,0.2676767676767677
130,0.2822966507177034
126,0.282560706401766
124,0.2775423728813559
122,0.29918032786885246
120,0.27613412228796846
119,0.26459143968871596
117,0.2528735632183908
115,0.2640449438202247
112,0.25678119349005424
110,0.2808586762075135
105,0.28095238095238095
104,0.25766871165644173
100,0.23005319148936168
97,0.22314049586776857
96,0.23702031602708806
94,0.22073921971252566
93,0.23069403714565007
92,0.20752984389348028
87,0.18255578093306285
83,0.14670813893208917
78,0.13731913731913734
71,0.1017250577983283
68,0.11056338028169013
66,0.11249125262421274
65,0.1086312118570183
63,0.10010553294135384
62,0.10114561350618027
60,0.1118311981914092
59,0.09886963074604371
53,0.09058025621703089
50,0.08997739261492088
47,0.09012810851544838
46,0.09404672192916352
45,0.08892238131122834
34,0.0877166541070083
31,0.07370007535795026
15,0.07414104882459313
11,0.07459312839059674
6,0.07790837854128994
1,0.07127787823990357
0,0.07353827606992164
5,0.06977094635322484
7,0.0661543098251959
30,0.07852298417483045
43,0.08575734740015072
49,0.09510173323285606
58,0.09886963074604371
51,0.09269027882441598
39,0.08093443858327054
28,0.07942727957799549
17,0.0705244122965642
14,0.07414104882459313
12,0.07670283303194697
3,0.07278481012658229
2,0.0678119349005425
10,0.07218203737191078
13,0.07022302591922847
36,0.08681235870384325
38,0.08681235870384325
40,0.08500376789751318
64,0.10462483829236739
61,0.10173323285606632
44,0.08907309721175584
16,0.07519590114526824
57,0.10459683496608892
54,0.09449886963074605
19,0.07444243520192888
70,0.10719347980155917
74,0.13618190904547725
77,0.12456469327618538
69,0.11407381246689036
75,0.11543383670335294
80,0.1316886726893676
91,0.1818181818181818
86,0.1664564943253468
84,0.17025981205085683
81,0.1382339343504392
88,0.1705924339757316
99,0.2541507024265645
109,0.31138790035587194
114,0.3191881918819188
113,0.29818181818181816
111,0.2841726618705036
107,0.25844594594594594
101,0.2673130193905817
98,0.249079754601227
125,0.26180257510729615
128,0.271889400921659
132,0.2885572139303482
131,0.2769607843137255
102,0.24641833810888256
90,0.1938610662358643
103,0.29525222551928787
123,0.301255230125523
106,0.2520458265139116
