distance,mean_nonzero,std_nonzero,count_nonzero
0,13.445121951219512,19.587229171345385,164.0
1,12.955801104972375,18.89505151604848,362.0
2,11.753541076487252,17.06134970095674,353.0
3,11.383977900552486,16.955345219160105,362.0
4,11.281437125748504,16.170594387758054,334.0
5,11.80428134556575,17.744736885491587,327.0
6,14.945558739255015,19.747542085963843,349.0
7,10.656593406593407,16.223649894871418,364.0
8,12.038709677419355,18.396525586900516,310.0
9,12.414492753623188,18.21940949572096,345.0
10,10.813253012048193,16.080276493424353,332.0
11,11.093994778067884,15.669409971951165,383.0
12,12.636627906976743,18.947955303150287,344.0
13,11.099706744868035,16.569693274405115,341.0
14,12.722077922077922,17.84490928353693,385.0
15,11.688235294117646,16.5005544683075,340.0
16,12.098591549295774,18.20827009096631,355.0
17,11.45266272189349,17.87209274596367,338.0
18,11.446808510638299,16.527814614820635,329.0
19,10.358433734939759,15.130085111625167,332.0
20,11.633879781420765,16.997577578472555,366.0
21,11.770491803278688,16.36875752069061,366.0
22,12.297450424929178,17.962853693090686,353.0
23,11.205438066465257,16.612520854033505,331.0
24,11.76487252124646,17.28138485639174,353.0
25,10.194842406876791,15.944655602687424,349.0
26,11.324929971988796,17.81350864467318,357.0
27,12.24698795180723,17.63097272867754,332.0
28,11.549418604651162,16.854994664551025,344.0
29,13.857558139534884,19.636345514299737,344.0
30,13.168674698795181,18.77329805038053,332.0
31,12.545961002785516,17.127927441620084,359.0
32,12.883597883597883,18.065962126369065,378.0
33,10.853658536585366,16.52337750708921,369.0
34,13.59142857142857,18.239458963545193,350.0
35,13.38031914893617,19.51946818686083,376.0
36,9.239067055393585,14.447565660450701,343.0
37,12.685714285714285,18.093155045955566,350.0
38,13.034653465346535,18.168327556006506,404.0
39,12.629533678756477,18.936121142879912,386.0
40,11.84871794871795,18.143534711366367,390.0
41,12.874035989717223,17.756574777925557,389.0
42,12.806306306306306,17.04034134864749,444.0
43,13.811004784688995,19.56260744428415,418.0
44,11.711363636363636,16.041542253253326,440.0
45,13.19815668202765,17.74094821895086,434.0
46,12.68766404199475,17.39750678001073,381.0
47,13.876574307304786,18.693632588293426,397.0
48,13.16747572815534,17.75457476256217,412.0
49,10.329268292682928,14.125056962084148,410.0
50,13.323076923076924,18.600335314146758,390.0
51,12.841991341991342,18.280263610641537,462.0
52,14.858123569794051,19.584046333249436,437.0
53,12.304621848739496,17.840393542504533,476.0
54,14.278280542986426,19.96577408730361,442.0
55,14.148148148148149,18.82863780946928,405.0
56,13.402380952380952,17.987067590988428,420.0
57,14.529702970297029,20.65903292990501,404.0
58,13.512437810945274,19.780241395221406,402.0
59,12.757575757575758,18.279679993133726,429.0
60,13.66243654822335,18.063790278869106,394.0
61,13.272264631043257,17.66466752551359,393.0
62,13.868663594470046,19.089524945479273,434.0
63,14.437768240343347,19.75890681311589,466.0
64,13.238512035010942,18.825549675590416,457.0
65,12.801980198019802,17.90491555500514,404.0
66,13.772727272727273,18.17785169622605,396.0
67,13.85308056872038,18.507293997371207,422.0
68,14.916883116883117,19.928213632763818,385.0
69,13.205729166666666,17.248207035576872,384.0
70,14.28643216080402,19.123313658300017,398.0
71,12.561881188118813,17.576874961865517,404.0
72,14.774358974358975,19.275711876714087,390.0
73,13.816470588235294,17.63945009851567,425.0
74,13.97922077922078,18.761373895130934,385.0
75,13.288359788359788,18.019115165871078,378.0
76,14.348648648648648,19.464513212296495,370.0
77,15.345454545454546,19.63764592131028,330.0
78,15.145348837209303,19.821119325268423,344.0
79,14.081699346405228,18.85031264830425,306.0
80,16.310714285714287,21.474496656648938,280.0
81,13.225913621262459,18.396253049081675,301.0
82,15.846153846153847,20.351188732073282,299.0
83,16.02803738317757,20.00224578512618,321.0
84,16.140468227424748,20.811885183248023,299.0
85,15.347985347985349,20.44684117268389,273.0
86,17.602941176470587,21.434799243842555,272.0
87,16.344036697247706,20.81753041477484,218.0
88,13.427947598253276,18.705715086826338,229.0
89,16.778350515463917,21.234133860094676,194.0
90,17.821782178217823,20.645019656300498,202.0
91,14.228395061728396,18.316497906117867,162.0
92,15.864583333333334,19.79323475922662,192.0
93,18.277456647398843,20.427222215642473,173.0
94,16.865591397849464,21.013462838360756,186.0
95,19.269662921348313,21.4287752285412,178.0
96,15.746376811594203,20.669474510923273,138.0
97,18.80597014925373,21.275308718836705,134.0
98,14.288732394366198,20.527988500020097,142.0
99,15.608,18.01786568578442,125.0
100,18.891304347826086,23.67224028963152,138.0
101,16.824817518248175,21.05695980032807,137.0
102,13.338709677419354,17.889855915098785,124.0
103,15.523076923076923,18.530601292392078,130.0
104,19.274193548387096,23.657907016154212,124.0
105,17.470588235294116,19.88218062942912,102.0
106,14.075757575757576,17.095877460348596,132.0
107,14.226415094339623,15.11875720444667,106.0
108,19.509090909090908,23.383419772712646,110.0
109,16.46153846153846,22.115893201394577,117.0
110,16.871559633027523,19.070580851838347,109.0
111,15.366336633663366,18.8752339176378,101.0
112,20.327102803738317,24.18512551640055,107.0
113,18.5,21.30530078605225,102.0
114,18.18811881188119,22.63303464906424,101.0
115,16.82,19.049313993851946,100.0
116,15.555555555555555,18.630796439329128,99.0
117,21.5979381443299,22.46231093122731,97.0
118,15.296703296703297,20.298601213709556,91.0
119,18.36842105263158,22.856562649277574,76.0
120,18.0,20.856653614614206,79.0
121,16.22222222222222,20.251543151078636,81.0
122,19.333333333333332,21.17569966754951,66.0
123,13.846153846153847,18.709034502827027,78.0
124,19.56179775280899,25.56362608374525,89.0
125,21.7,24.086408459207203,70.0
126,17.9,22.103531430405308,60.0
