Position,Value,Nucleosome_Distance,Centromere_Distance
57,1,164,496922
154,1,67,496825
168,5,53,496811
171,1,50,496808
218,90,3,496761
222,3,1,496757
233,1,12,496746
238,1,17,496741
264,40,43,496715
268,1,47,496711
283,17,62,496696
286,1,65,496693
289,1,68,496690
292,12,71,496687
302,1,63,496677
309,1,56,496670
313,5,52,496666
338,1,27,496641
342,3,23,496637
354,1,11,496625
369,67,4,496610
373,5,8,496606
375,38,10,496604
377,1,12,496602
385,1,20,496594
388,91,23,496591
391,6,26,496588
394,9,29,496585
401,10,36,496578
406,56,41,496573
409,24,44,496570
411,28,46,496568
414,20,49,496565
417,10,52,496562
424,31,59,496555
425,8,60,496554
429,6,64,496550
450,2,85,496529
459,6,94,496520
472,261,107,496507
494,2,103,496485
499,1,98,496480
503,27,94,496476
544,17,53,496435
559,1,38,496420
569,1,28,496410
575,18,22,496404
683,2,86,496296
720,10,123,496259
750,2,111,496229
767,2,94,496212
805,3,56,496174
6279,2,26,490700
6307,19,54,490672
6314,24,61,490665
6321,35,68,490658
6327,1,70,490652
6334,1,63,490645
6363,30,34,490616
6367,1,30,490612
6381,1,16,490598
6390,3,7,490589
6403,2,6,490576
6415,19,18,490564
6416,1,19,490563
6421,19,24,490558
6430,3,33,490549
6483,1,74,490496
6496,2,61,490483
6501,34,56,490478
6602,1,45,490377
6628,1,71,490351
6936,7,71,490043
6968,11,103,490011
6969,15,104,490010
6970,5,105,490009
6981,13,116,489998
6998,5,133,489981
7008,1,143,489971
7015,18,146,489964
7037,24,124,489942
7041,1,120,489938
7045,26,116,489934
7057,8,104,489922
7059,40,102,489920
7064,9,97,489915
7067,6,94,489912
7079,32,82,489900
7086,5,75,489893
7088,26,73,489891
7091,1,70,489888
7122,1,39,489857
7127,11,34,489852
7152,13,9,489827
7160,2,1,489819
7199,1,38,489780
7239,47,74,489740
7246,1,67,489733
7259,9,54,489720
7266,1,47,489713
7333,1,20,489646
7343,1,30,489636
7448,4,25,489531
7470,1,3,489509
7491,6,18,489488
7536,1,63,489443
7582,1,63,489397
7598,1,47,489381
7611,1,34,489368
7642,1,3,489337
7681,2,36,489298
7683,12,38,489296
7684,3,39,489295
7686,1,41,489293
7689,1,44,489290
7704,5,59,489275
7753,2,80,489226
7758,1,75,489221
7847,15,14,489132
8067,1,30,488912
8070,3,33,488909
8083,5,46,488896
8130,1,51,488849
8136,22,45,488843
8147,9,34,488832
8150,64,31,488829
8232,42,51,488747
8239,1,58,488740
8305,5,36,488674
8347,2,6,488632
8350,4,9,488629
8353,1,12,488626
8381,4,40,488598
8403,6,62,488576
8758,1,13,488221
8789,1,44,488190
8825,2,64,488154
8826,32,63,488153
8842,2,47,488137
8846,57,43,488133
8857,76,32,488122
8881,2,8,488098
8918,1,29,488061
8957,30,68,488022
9005,1,32,487974
9010,82,27,487969
9176,25,9,487803
9186,13,1,487793
9348,17,19,487631
9360,1,31,487619
9368,13,39,487611
9514,1,5,487465
9578,18,69,487401
9610,10,59,487369
9766,13,63,487213
9782,1,47,487197
9786,9,43,487193
9914,1,85,487065
9920,7,85,487059
10104,5,69,486875
10119,1,54,486860
10135,1,38,486844
10139,2,34,486840
10291,1,118,486688
10295,6,122,486684
10301,45,128,486678
10305,27,132,486674
10308,58,135,486671
10349,4,136,486630
10355,1,130,486624
10358,15,127,486621
10368,92,117,486611
10383,23,102,486596
10390,25,95,486589
10392,11,93,486587
10394,20,91,486585
10400,9,85,486579
10416,19,69,486563
10430,45,55,486549
10439,1,46,486540
10470,36,15,486509
10474,1,11,486505
10482,1,3,486497
10502,52,17,486477
10506,1,21,486473
10515,1,30,486464
10546,1,61,486433
10551,17,66,486428
10562,1,77,486417
10571,16,86,486408
10576,32,81,486403
10595,2,62,486384
10605,1,52,486374
10608,20,49,486371
10620,1,37,486359
10687,1,30,486292
10738,1,81,486241
10743,22,78,486236
10760,24,61,486219
10789,36,32,486190
10804,89,17,486175
10808,6,13,486171
10860,2,39,486119
10902,1,81,486077
10922,1,101,486057
10937,18,88,486042
10949,3,76,486030
10961,3,64,486018
10980,4,45,485999
10999,9,26,485980
11004,11,21,485975
11098,6,71,485881
11108,68,61,485871
11110,5,59,485869
11111,1,58,485868
11139,2,30,485840
11158,2,11,485821
11194,1,25,485785
11205,1,36,485774
11206,1,37,485773
11210,39,41,485769
11238,1,59,485741
11250,2,47,485729
11259,1,38,485720
11281,8,16,485698
11288,1,9,485691
11380,11,45,485599
11395,1,30,485584
11439,35,14,485540
11488,1,63,485491
11507,9,46,485472
11520,9,33,485459
11589,5,36,485390
11625,1,60,485354
11749,7,64,485230
11757,1,72,485222
11843,2,10,485136
11852,1,1,485127
11858,1,5,485121
11899,4,46,485080
11906,24,53,485073
11923,1,70,485056
11940,44,87,485039
11950,1,97,485029
11964,13,111,485015
11972,2,119,485007
11977,1,116,485002
12004,7,89,484975
12048,1,45,484931
12061,5,32,484918
12064,12,29,484915
12067,8,26,484912
12073,1,20,484906
12104,10,11,484875
12109,3,16,484870
12130,1,37,484849
12139,1,46,484840
12163,7,70,484816
12182,1,75,484797
12193,37,64,484786
12196,12,61,484783
12216,1,41,484763
12263,127,6,484716
12310,4,53,484669
12320,1,63,484659
12368,83,33,484611
12431,1,30,484548
12487,3,74,484492
12546,1,15,484433
12551,6,10,484428
12746,1,41,484233
12749,12,44,484230
12753,5,48,484226
12757,1,52,484222
12789,55,60,484190
12814,1,35,484165
12826,1,23,484153
12887,1,38,484092
12903,1,54,484076
12904,1,55,484075
12969,15,24,484010
12974,16,19,484005
13009,1,16,483970
13015,68,22,483964
13039,10,46,483940
13050,1,57,483929
13055,1,62,483924
13092,2,45,483887
13098,39,39,483881
13135,3,2,483844
13141,40,4,483838
13202,1,65,483777
13206,4,69,483773
13226,119,75,483753
13230,19,71,483749
13273,19,28,483706
13275,23,26,483704
13339,2,38,483640
13456,1,5,483523
13478,2,17,483501
13504,10,43,483475
13525,5,64,483454
13613,1,4,483366
13659,6,50,483320
13747,2,10,483232
13755,2,18,483224
13759,5,22,483220
13831,2,94,483148
13963,1,18,483016
14197,18,56,482782
14215,9,38,482764
14219,1,34,482760
14223,2,30,482756
14264,3,11,482715
14294,1,41,482685
14304,105,51,482675
14313,20,60,482666
14323,4,70,482656
14335,8,82,482644
14338,6,85,482641
14356,11,103,482623
14391,9,70,482588
14420,1,41,482559
14421,18,40,482558
14423,4,38,482556
14435,1,26,482544
14460,6,1,482519
14497,28,36,482482
14501,1,40,482478
14574,10,113,482405
14596,7,97,482383
14602,26,91,482377
14605,111,88,482374
14615,1,78,482364
14624,3,69,482355
14647,1,46,482332
14650,1,43,482329
14671,1,22,482308
14680,1,13,482299
14690,1,3,482289
14708,6,15,482271
14714,3,21,482265
14730,1,37,482249
14749,3,56,482230
14780,8,85,482199
14785,1,80,482194
14815,1,50,482164
14818,1,47,482161
14826,2,39,482153
14830,1,35,482149
14847,1,18,482132
14867,1,2,482112
14893,1,28,482086
14900,1,35,482079
14903,1,38,482076
14918,5,53,482061
14922,1,57,482057
14923,10,58,482056
14968,1,45,482011
14985,1,28,481994
14995,2,18,481984
15033,5,20,481946
15271,7,46,481708
15275,2,42,481704
15287,1,30,481692
15401,3,76,481578
15412,1,65,481567
15449,17,28,481530
15544,1,67,481435
15585,1,52,481394
15600,1,37,481379
15640,1,3,481339
15663,16,26,481316
15691,7,54,481288
15694,8,57,481285
15698,23,61,481281
15738,1,43,481241
15770,1,11,481209
15812,1,31,481167
15823,5,42,481156
15827,9,46,481152
15831,18,50,481148
15864,1,61,481115
15885,1,40,481094
15886,27,39,481093
15887,40,38,481092
15891,1,34,481088
15892,33,33,481087
15901,5,24,481078
15905,1,20,481074
15916,6,9,481063
15940,2,15,481039
15947,29,22,481032
15948,8,23,481031
15952,5,27,481027
15967,1,42,481012
15994,13,69,480985
16013,3,56,480966
16037,21,32,480942
16040,1,29,480939
16073,1,4,480906
16104,10,35,480875
16108,2,39,480871
16111,1,42,480868
16115,2,46,480864
16147,30,66,480832
16148,33,65,480831
16149,1,64,480830
16151,1,62,480828
16152,33,61,480827
16153,18,60,480826
16175,1,38,480804
16179,1,34,480800
16217,5,4,480762
16224,1,11,480755
16266,3,53,480713
16302,1,55,480677
16375,2,18,480604
16378,1,21,480601
16427,6,70,480552
16431,2,74,480548
16439,7,82,480540
16470,8,113,480509
16488,16,101,480491
16510,15,79,480469
16524,30,65,480455
16552,2,37,480427
16556,1,33,480423
16570,525,19,480409
16612,1,23,480367
16619,21,30,480360
16685,1,64,480294
16697,2,52,480282
16731,1,18,480248
16805,1,56,480174
16809,39,60,480170
16828,1,79,480151
16862,3,47,480117
16901,1,8,480078
16906,10,3,480073
17060,1,33,479919
17162,3,69,479817
17180,4,57,479799
17236,3,1,479743
17266,39,29,479713
17353,210,64,479626
17385,46,32,479594
17401,1,16,479578
17423,9,6,479556
17429,2,12,479550
17446,3,29,479533
17469,1,52,479510
17475,12,58,479504
17497,1,64,479482
17502,2,59,479477
17530,1,31,479449
17535,244,26,479444
17562,13,1,479417
17566,19,5,479413
17614,24,53,479365
17629,9,68,479350
17686,1,51,479293
17691,31,46,479288
17723,2,14,479256
17733,1,4,479246
17739,1,2,479240
17753,1,16,479226
17805,1,68,479174
17835,2,98,479144
17838,4,101,479141
17840,11,103,479139
17845,1,108,479134
17853,3,116,479126
17898,35,161,479081
17903,27,158,479076
17908,41,153,479071
17927,16,134,479052
17930,18,131,479049
17949,15,112,479030
17950,8,111,479029
17968,1,93,479011
17973,45,88,479006
17977,4,84,479002
17988,2,73,478991
17994,17,67,478985
17995,1,66,478984
18001,40,60,478978
18002,5,59,478977
18005,21,56,478974
18011,1,50,478968
18037,12,24,478942
18039,6,22,478940
18043,3,18,478936
18076,1,15,478903
18103,40,42,478876
18107,1,46,478872
18112,8,51,478867
