distance,density
212,0.19387755102040816
193,0.2033898305084746
188,0.21487603305785122
182,0.19708029197080293
175,0.21794871794871795
174,0.20000000000000004
169,0.21764705882352944
167,0.22527472527472528
166,0.2648648648648649
165,0.24468085106382978
164,0.20512820512820512
163,0.2079207920792079
162,0.2347417840375587
159,0.2184873949579832
157,0.24800000000000003
153,0.2463768115942029
152,0.22261484098939927
151,0.24137931034482757
149,0.20512820512820512
147,0.229559748427673
145,0.25449101796407186
141,0.2471910112359551
137,0.2794871794871795
134,0.24938875305623473
133,0.3038277511961722
131,0.29318181818181815
126,0.25987525987525983
123,0.310546875
120,0.30038022813688214
115,0.3345323741007194
112,0.25212947189097107
111,0.2878787878787879
109,0.30097087378640774
107,0.29320987654320985
106,0.2580152671755725
104,0.2709867452135494
102,0.255944055944056
100,0.23429319371727747
99,0.27078085642317384
98,0.2557856272838003
97,0.22523584905660377
96,0.22609673790776152
94,0.2345679012345679
93,0.2386587771203156
92,0.19375573921028466
91,0.22250859106529208
90,0.19282868525896416
89,0.19613670133729572
88,0.1918282548476454
86,0.1653543307086614
84,0.15401069518716579
83,0.16414141414141414
82,0.16770783277270543
80,0.12206732403944237
79,0.127027027027027
78,0.12559366754617415
75,0.1389442231075697
74,0.1291901149987766
72,0.11291632818846466
69,0.11314504881450489
68,0.11279110184219672
67,0.1204088704088704
66,0.10723536522189606
61,0.10848214285714285
59,0.10595238095238094
58,0.1132440476190476
55,0.10282738095238095
53,0.10327380952380952
52,0.09449404761904762
50,0.09732142857142857
48,0.09315476190476189
45,0.09747023809523808
43,0.1025297619047619
42,0.0869047619047619
41,0.08779761904761905
40,0.09122023809523809
38,0.08794642857142856
37,0.09687499999999999
36,0.090625
35,0.08735119047619047
34,0.08229166666666667
33,0.08467261904761904
31,0.08883928571428572
28,0.08392857142857142
22,0.07574404761904761
18,0.07976190476190476
15,0.08348214285714285
12,0.07946428571428571
7,0.07410714285714286
5,0.07619047619047618
3,0.07529761904761904
1,0.08080357142857142
8,0.07619047619047618
9,0.0837797619047619
11,0.08273809523809524
17,0.08497023809523808
27,0.08482142857142856
46,0.09330357142857143
49,0.0956845238095238
56,0.10342261904761904
63,0.11562499999999999
71,0.11528998242530757
76,0.12208713272543059
77,0.1286082474226804
73,0.1265031265031265
70,0.11097496936810783
62,0.09925595238095238
57,0.103125
51,0.10178571428571428
44,0.09479166666666666
39,0.09211309523809523
29,0.07946428571428571
25,0.07708333333333334
21,0.0800595238095238
19,0.08616071428571428
20,0.08065476190476191
23,0.08363095238095238
64,0.10853950518754987
47,0.09583333333333333
30,0.08139880952380953
24,0.08452380952380951
4,0.078125
2,0.07738095238095237
6,0.07901785714285714
13,0.08095238095238094
16,0.07782738095238095
32,0.08452380952380951
60,0.10446428571428572
26,0.07857142857142857
10,0.07514880952380952
14,0.07678571428571429
0,0.07738095238095237
65,0.10481927710843374
54,0.10119047619047618
110,0.27227722772277224
122,0.31589147286821706
124,0.2685370741482966
130,0.2885906040268456
132,0.27972027972027974
136,0.28354430379746837
140,0.2121212121212121
143,0.2455621301775148
144,0.2142857142857143
148,0.21587301587301588
150,0.21926910299003324
155,0.22761194029850745
156,0.24324324324324323
168,0.17045454545454547
176,0.23684210526315788
177,0.22972972972972971
178,0.1780821917808219
180,0.2553191489361702
181,0.18115942028985507
183,0.2352941176470588
184,0.15151515151515152
185,0.234375
189,0.19999999999999998
191,0.275
198,0.2434782608695652
199,0.26315789473684215
200,0.1592920353982301
201,0.23214285714285715
204,0.19444444444444445
219,0.25274725274725274
229,0.2289156626506024
230,0.2345679012345679
234,0.3205128205128205
237,0.28
239,0.273972602739726
241,0.12676056338028166
236,0.34210526315789475
231,0.2784810126582279
223,0.24137931034482757
218,0.26373626373626374
214,0.2142857142857143
211,0.2653061224489796
207,0.17307692307692307
206,0.14285714285714285
179,0.2013888888888889
173,0.1890243902439024
161,0.20089285714285712
154,0.1838235294117647
127,0.33193277310924374
81,0.14161319890009166
85,0.15568181818181817
101,0.27111716621253407
113,0.2810344827586207
114,0.28345070422535207
108,0.2843601895734597
105,0.25830815709969784
95,0.23440860215053766
87,0.17704280155642022
117,0.3159851301115242
118,0.27102803738317754
119,0.30639097744360905
125,0.2551440329218107
128,0.2645161290322581
103,0.257183908045977
116,0.2797074954296161
171,0.23170731707317072
160,0.23809523809523808
158,0.21721311475409838
139,0.22972972972972971
142,0.24207492795389052
135,0.25
129,0.2665198237885463
121,0.2711538461538462
138,0.23157894736842105
146,0.22392638036809814
186,0.184
190,0.18333333333333332
205,0.16981132075471697
225,0.2823529411764706
226,0.25882352941176473
235,0.15584415584415584
240,0.2222222222222222
238,0.24324324324324328
233,0.20253164556962028
227,0.22352941176470592
172,0.2073170731707317
216,0.1894736842105263
220,0.17777777777777776
222,0.20454545454545453
224,0.22093023255813954
228,0.17857142857142858
246,0.24615384615384617
250,0.27586206896551724
251,0.2105263157894737
243,0.23880597014925373
170,0.19161676646706588
187,0.18032786885245902
192,0.2184873949579832
202,0.2252252252252252
208,0.22330097087378642
221,0.21348314606741572
217,0.23076923076923075
203,0.2636363636363636
197,0.13793103448275862
209,0.19607843137254902
213,0.19387755102040816
215,0.2142857142857143
244,0.2537313432835821
247,0.31746031746031744
252,0.23636363636363633
255,0.27450980392156865
257,0.29787234042553196
259,0.2553191489361702
262,0.25
265,0.21621621621621623
267,0.2972972972972973
269,0.13513513513513514
270,0.25
271,0.3333333333333333
276,0.15151515151515152
279,0.25
283,0.39285714285714285
289,0.2142857142857143
291,0.28571428571428575
292,0.28571428571428575
299,0.35714285714285715
302,0.25
306,0.40909090909090906
307,0.45
310,0.7000000000000001
314,0.5294117647058824
303,0.41666666666666663
301,0.25
297,0.28571428571428575
295,0.25
286,0.2142857142857143
264,0.4000000000000001
260,0.15217391304347824
256,0.1836734693877551
196,0.1896551724137931
195,0.25
