distance,mean_nonzero,std_nonzero,count_nonzero
0,37.48717948717949,49.263299514396024,117.0
1,25.64840182648402,34.60112999564334,219.0
2,31.96153846153846,46.82381399960448,260.0
3,26.976635514018692,42.100532664075885,214.0
4,27.07766990291262,39.22025094642129,206.0
5,25.921739130434784,39.30213230791832,230.0
6,28.158590308370044,45.34315038128198,227.0
7,32.7688679245283,44.07757457826885,212.0
8,27.491304347826087,42.099563970436265,230.0
9,32.291666666666664,45.05142410572046,216.0
10,27.300429184549355,38.9312485271661,233.0
11,23.777251184834125,35.52279823314594,211.0
12,27.316964285714285,41.799462284165294,224.0
13,29.673575129533678,43.43544271106311,193.0
14,26.344036697247706,38.1967497620641,218.0
15,25.82832618025751,39.04303179954194,233.0
16,28.695238095238096,42.13378641989122,210.0
17,31.05581395348837,44.48581261988147,215.0
18,29.31168831168831,42.713278580989424,231.0
19,23.63876651982379,34.622642014507136,227.0
20,26.689956331877728,39.44488642839478,229.0
21,27.78515625,42.21491157388793,256.0
22,27.846153846153847,40.46654710265012,208.0
23,28.24229074889868,40.40468265646889,227.0
24,28.266968325791854,42.67100617029502,221.0
25,29.404761904761905,45.23466698045859,210.0
26,27.75598086124402,40.1382559593858,209.0
27,23.407582938388625,34.516728026477296,211.0
28,31.700892857142858,41.45411639409739,224.0
29,25.207207207207208,36.88716244509718,222.0
30,28.480392156862745,42.477865668682526,204.0
31,26.212264150943398,40.21491129648208,212.0
32,32.33054393305439,44.426262532921584,239.0
33,24.78902953586498,35.649509200795414,237.0
34,28.737327188940093,39.87132240383323,217.0
35,33.51476793248945,48.64003017290738,237.0
36,28.031390134529147,44.13527425591018,223.0
37,29.86122448979592,41.92476094698327,245.0
38,31.099206349206348,45.878608224255245,252.0
39,27.454545454545453,37.887402483612775,253.0
40,27.027131782945737,38.320419020677576,258.0
41,28.806083650190114,41.10251149744448,263.0
42,27.870848708487085,38.52639690090309,271.0
43,30.79391891891892,42.512786872197175,296.0
44,24.665399239543728,37.795782870553374,263.0
45,29.193661971830984,41.9165563733873,284.0
46,27.23694779116466,41.298335321461515,249.0
47,26.62015503875969,39.853465798630864,258.0
48,33.674509803921566,47.138261383662744,255.0
49,28.991935483870968,41.471905707844606,248.0
50,30.229885057471265,42.05372968443289,261.0
51,30.142372881355932,44.16565986552317,295.0
52,27.173633440514468,39.727565135485364,311.0
53,28.49818181818182,42.78910893437112,275.0
54,28.355263157894736,41.27280374100348,304.0
55,31.229166666666668,46.630763835567855,288.0
56,32.13483146067416,43.76514328973155,267.0
57,30.04832713754647,42.610014402895594,269.0
58,31.25206611570248,49.53030942493747,242.0
59,27.069686411149824,39.027899572052476,287.0
60,27.8,38.69874777799374,290.0
61,33.51864406779661,42.456366054613746,295.0
62,30.789115646258505,42.17204018394986,294.0
63,33.22222222222222,45.448845125259375,324.0
64,29.640845070422536,43.744090613410705,284.0
65,30.71323529411765,45.76619679228373,272.0
66,29.40684410646388,41.271742716688756,263.0
67,27.78902953586498,36.88699253289708,237.0
68,31.424812030075188,45.33202442693002,266.0
69,32.845238095238095,43.847206831850045,252.0
70,30.074688796680498,42.2955206257934,241.0
71,27.694158075601376,39.315337889180654,291.0
72,31.97324414715719,45.47312009142972,299.0
73,27.538152610441767,36.471370098969004,249.0
74,28.337792642140467,38.49086368292521,299.0
75,31.697318007662837,47.105327484209624,261.0
76,33.46288209606987,44.21136109137364,229.0
77,32.618473895582326,41.26237619911267,249.0
78,31.68776371308017,40.88444311253241,237.0
79,26.9672131147541,41.15991786060614,244.0
80,30.936842105263157,43.015638973798154,190.0
81,33.56459330143541,42.18966891806018,209.0
82,28.55855855855856,39.5797344471678,222.0
83,29.29787234042553,40.98692458463688,235.0
84,29.71511627906977,41.438959597231936,172.0
85,29.46524064171123,35.79770852762614,187.0
86,36.7909604519774,51.24092300641709,177.0
87,29.03680981595092,41.05640347501365,163.0
88,35.095541401273884,45.92870498426805,157.0
89,27.6793893129771,39.48675867165376,131.0
90,31.54225352112676,42.47379220970103,142.0
